comments,star_rating,tags
"Easy class if you do the reading and take notes. Great professor, knows his stuff and makes it interesting, relates it to current events. I will definitely take him again.",3.2,"Easy class, great professor, knowledgeable, interesting, current events, would take again"
I loved this class!,4.6,NA
"Easy teacher, but don\'t expect to really get anything out of the class. He could make jokes, but I found him to be disorganized and arrogant. Don\'t ask to see him after class...he complains constantly about how he has no time.",3.9,"Easy, disorganized, arrogant, complains, no time"
"Do not take this man if you have the chance. Avoid at all costs. If you get stuck with him be prepared to lose a third of your project grades based on his opinion of your design. Design it exactly as he has written it or you get no credit no matter how functional. Says he is available outside of class. However, he is mostly unhelpful and curt.",2.9,"Avoid at all costs, opinionated, unhelpful, curt"
"He\'s so sweet, I had to study more than for my other classes but I do not regret it at all. Always be present for class, miss more than two classes and you\'re out- no joke. He will week out the weak ones so if you\'re looking for an easy professor look else where.",4.3,"sweet, present, strict, challenging"
"I see most other students were just as unhappy with this instructor as I was. I ended up really sick and emailed this instructor that I needed her to work with me re assignments, etc. after ABSOLUTELY NO REPLY, I dropped the class via web. Not sure if there system glitch, the class didnt drop, she gave me an F and I never even turned anything in!",2.2,"unresponsive, unhelpful, unsupportive, lack of communication, unfair grading"
She is really sweet but a bit quirky and made the classes fun!,4.1,"sweet, quirky, fun"
"Absolutely find no worthiness. This old gentleman try to tell you what is patent and shareholder agreement, which you\'d better Google cheaper, better and faster. Do not expect any practical thing from his class. He is apparently enjoys hisself in class.",3.6,"old, gentleman, enjoys himself"
love this guy. you need to grow up and pay attention. ask questions clearly and get a clear response. roda\'s brilliant but you should try to get in the first row to hear better.,2.2,"friendly, engaging, knowledgeable"
"Greatest, funniest, more intelligent teacher I\'ve ever had. Incredible. Very philosophical but used incredible analogies to help the class understand what he was talking about. Absolutely hilarious in lecture. Extremely knowledgeable about his field. I have profound respect for Mark Unno and look forward to taking more of his classes in the future.",4.3,"Greatest, funniest, more intelligent, incredible, philosophical, incredible analogies, hilarious, extremely knowledgeable, profound respect"
so knowledgeable!!!,3.8,knowledgeable
"He is a good prof who tries to ensure he is making each point with clear. He is hard to approach however, as he always seems busy. Make sure you have questions prepared prior to speaking to him, or he\'ll treat you like your stupid!",3.7,"good, clear, hard to approach, busy, treat you like you're stupid"
"I took Television History and Form with Professor Murray this semester. She is a good professor, very clear. A bit boring at times but overall a good class. Grading is done in a very straight forward manner, and if you go to class and do most of the readings/screenings you will get a good grade.",4.0,"clear, good professor, boring at times, straightforward grading, good class"
have to do readings every time they are assigned. on tests she is SO specific. if you dont say what shes looking for its wrong. have to work veryyy hard,3.5,"specific, demanding, hardworking"
Julie was great! class was easy and she kept it interesting. Text was a waste of money though because she explains everything!,4.5,"great, easy, interesting, explains"
"I thought this class was easy but I am amazing at Math, but even if you aren\'t good at math he makes sure that everyone understands what\'s going on.",3.3,"easy, amazing, ensures understanding"
Wasn\'t really sure about karate at first never took anything like it but this professor gets you through everything you need to know for every part of the semester. Anything you need to see he\'ll be glad to show you again and gives you all the review in the world for the final.,4.0,"knowledgeable, supportive, thorough, helpful"
Old tests are available for study. View them! Gives extra credit too. On line quizzes and group labs. Not much math.,3.4,"helpful, provides extra credit, online quizzes, group labs"
"Honestly, such a great professer! His lectures were always funny and most of the time he would point out interesting ways to look at the novels or content we were reading. Always willing to help and always dropped hints for essays and exams for those who went to lecture. Easy exams if you went to class and listened",4.3,"great professor, funny lectures, interesting perspectives, helpful, hints for essays and exams, easy exams"
"I took Studies in Writing as a required course for English Ed, but this is a creative writing course. Wrote 3 creative papers, which I had never done before. She grades easily and pities you if you aren\'t a creative writing major. Does not do much during class time besides talk about the books but there are no testsquizzes. Sweet lady.",4.4,"creative, grades easily, pities, sweet"
one word---BORING...sooo boring... her lectures are unorganized.,3.9,"boring, unorganized"
Great teacher. Quizzes are from samples he gives beforehand. Two speeches which he gives great preparation beforehand. His entire class is mapped out for you in contents and you can work ahead on some things. Learned loads.,4.4,"Great teacher, quizzes, speeches, preparation, mapped out, contents, work ahead, learned loads"
"He follows the text book and refers to many of the diagrams (he calls them ""examples""). Most classes are lecture for first half, then a computer lab, which usually involves some web browsing and answering some questions. Tests are T/F, M/C, an",2.9,"lecture-based, follows textbook, uses diagrams, computer lab, web browsing, tests (T/F, M/C)"
"He is not that bad at all. Bio is a class you have to study for, bottom line. He gives you study questions that ARE on the test. He is a nice guy, just study the outlines and you will do fine.",2.6,"nice, study questions, outlines, helpful"
I never can get enough of this class...makes me think about becoming a marketing major...very enthusiastic professor who includes life experiences along with class time. Keeps things moving and has a lot of research based knowledge.,3.3,"enthusiastic, knowledgeable, engaging, inspiring"
if you go to class with a good attitude and smile on you will be much better off. if you know the answer in class raise your hand and you will do well!,2.9,"positive attitude, engaging, encouraging, interactive"
Awesome prof!! His class is interesting b/c he is genuinely interested in what he\'s teaching. He makes the subject matter easier to take in given the nature of the class. Overall one of my fav profs everrr!!!,4.8,"Awesome, interesting, genuinely interested, makes subject matter easier, favorite prof"
No Comments,3.0,NA
"I loved my honors seminar class with him-- the material we read was very interesting. We had to read a lot and were writing papers every week. It\'s a lot of work, but the knowledge you gain is incredible. Really makes you think. Of course, sometimes he\'ll tell you a bit TMI, but he really tries to connect with his class. You read long novels.",3.6,"knowledgeable, engaging, challenging, thought-provoking, TMI, connecting"
Worst class I have taken at BU. Professor not engaging and tests were not relevant to exams. Most test questions were insignificant facts etc. Sitting through the 80 minute class is extremely boring. Hardly worth attending since the lectures barely reflect the tests. Very disappointing.,2.7,"boring, not engaging, irrelevant tests, disappointing"
"Mr. Carter is a great teacher!! If you need to take this class, this is the teacher. He is extremely nice and very helpful.",4.8,"great teacher, nice, helpful"
"I will be honest, I am horrible at math. She teaches half lecture and the rest online. You must get them right or you won\'t receive credit. Have a question regarding the homework? She only has limited hours so expect to have a question or two only, because that\'s all you\'ll have time for. Get ready for a ton of homework. Tough.",4.4,"tough, limited hours, strict, challenging, online lectures"
I regretted taken class with him. He is just horrible. It is very hard to apply what he taught in class on exams. He\'s not a fair grader. Coming to his class does not worth with bcos you can not apply what he teaches in class on exams and home work. I will never advise anyone to take his class. He will mess up your gpa. His labs grading are worst.,3.8,"horrible, hard to apply, not fair grader, not worth it, mess up, worst"
could be a very interesting class but its not at all. sooo boring. he stutters a lot and doesnt give good feedback to students comments and questions in class,4.0,"boring, stutters, unhelpful, NA"
I skipped almost every Friday and still made an A in his class. Not the best teacher but if you decide to put in the work its an easy class. All you need to do is go over his powerpoints and do the suggested problems.,2.1,NA
"INSANELY HARD PROFESSOR! I tried to meet with her about certain aspects of my grade, and she seemed extremely hard to get in contact with, as well as unresponsive to emails and inquiries. I would NOT recommend her if you care about your grades at all.",3.9,"strict, unresponsive, hard to contact, not recommended"
The Best Professor I have had by far. He will definitely help you and give you a chance to do well. He is available for help and more than willing to meet half way. One of the best accounting professors including on a prestigious university level!,4.8,"Best Professor, helpful, available, willing, prestigious university level"
"It was VERY difficult to earn a good grade. She will write on the board notes that are verbatim to the book and won\'t explain it well at all (if she can, she sometimes refers to students for answers). The programs had me sitting in tutoring for hours on end. The review guides given are decent but very vague, overall avoid this prof if possible.",2.5,"difficult, verbatim, vague, avoid"
I\'ve never had so much fun learning english as with this wonderful funny smart and HOT teacher.,4.4,"funny, smart, HOT"
"Ugh, he apparently graded himself 5 times on this because he is not wonderful. His tests have 20 questions on it, so you can imagine its 5pts each question. You can retake, but if its hard the first time dont expect much the next times. Overall dont expect leniancy its just an illusion, if u messed up on the test its over for you.",4.3,"grader, not wonderful, tests, 20 questions, retake, hard, leniency, illusion, messed up, NA"
"These pre-nursing classes were the reason I decided nursing was not for me. Your grade is dependent almost entirely on 2 exams and a final. The tests are ridiculous with definitions and random questions over APA format and god knows what. She walks around, and stands over you while you test. She is the only option, but I would not recommend.",2.8,"strict, intimidating, unhelpful, not recommended"
A very intelligent man within his field of study. Not the best lecturer. He seems somewhat out of touch with the modern university system. He has an amusing tendency to glorify himself within his lectures.,3.8,"intelligent, out of touch, amusing, glorify"
"She knows writing, but not how to teach it. I think her new personal life is getting in the way of her job and she is not able to successfully teach her class. Everyone I\'ve talked to about it hates/hated her class because her grading is ridiculous and she is sometimes unorganized and unprepared. She loses some of your assignments as well--no mercy",2.9,"unorganized, unprepared, ridiculous grading, loses assignments, NA"
"Most unorganized teacher I have ever had. She is a very sweet woman who will work with you depending on what you have going on in your life, but she assigns more homework than she can even grade. Thanksgiving break is next week and I have not gotten one grade back all year. All of the homework is tedious, and you basically teach yourself.",2.7,"unorganized, sweet, assigns more homework, tedious, self-teaching"
The initial meeting of her was deceitful. She\'s very liberal and vocal about it (in which I\'m opposite). I thought I would hate the class but loved it. She\'s very passionate about what she does and it shows. She will open your mind for sure. It\'s a great class to take because she truly is brilliant on this topic.,3.6,"deceitful, liberal, vocal, passionate, open-minded, brilliant"
the worst professor i never ever had. he will always talking about his own business. you can\'t get a good results,2.6,"worst, talking about own business, can't get good results"
Just read the powerpoint. So boring.,2.8,NA
Super super easy class!!! There is hardly any homework in this class. Basically what you don\'t finish in class is your homework. She makes the assignments pretty short and easy. She doesn\'t grade hard at all. Just show up and do the assignments and group work (worth 20 points but super easy) then you will pass easily!,4.4,"easy, short assignments, easy grading, group work"
"Great Prof! Helped me through one of my toughest subjects, math. His explaining was alot better then the book he gave us.",5.0,"Great Prof, Helped me, toughest subjects, math, explaining better, book
NA"
"Terrible teacher. Cannot get a full thought out. Will tell you incorrect information and even if you are correct, will tell you that he is correct. Does not understand electronics and makes you do the class on the computer without any clue as to how to do it. Makes you buy a book for $150 and doesn\'t let you use it.",2.3,"Terrible, incorrect information, does not understand, clueless, makes you buy, doesn't let you use"
"The worst teacher on this campus, all of his assignments are unnecessary and do not relate to anything we talk about during class. He likes to hear himself talk and he loves moodle but moodle is awful. he is an awful teacher, avoid him at all costs. you will not learn anything. he doesn\'t speak very good english and has a thick accent. hate class",1.6,"worst teacher, unnecessary assignments, doesn't relate, likes to hear himself talk, loves moodle, awful teacher, avoid at all costs, won't learn anything, doesn't speak good english, thick accent, hate class"
Worst CIS teacher ever... Seriously he needs to retire or something. He seems like a pretty decent guy but what he teaches is completely irrelevant to what he gives out in his exams. Trust me just take another teacher and get a better grade.,3.3,"worst, needs to retire, irrelevant, exams, better grade"
"She deffinately has her favorites and makes that clear. I\'ve seen people do terrible on speeches and still get better grades then me, just depends on what mood shes in. You\'ll spend the whole class pleasing to her wants and not actually learning. The class is passable, you just gota put up with her ranting and insanity.",3.8,"favorites, clear, terrible, grades, mood, pleasing, ranting, insanity"
Best Teacher Ever! He\'s hilarious in class and really has a passion for teaching. He\'s completely willing to help you with any problems/questions you may have. I would highly recommend taking any and all of his classes.,4.2,"passionate, helpful, hilarious, highly recommended"
Dr. Perkins is the best professor I have had at ACU. I am currently a MAcc student and he still goes back and reviews the basics with us. He believes strongly in understanding the fundamentals of accounting. His class is not hard if you pay attention in class and do the homework. He also makes himself very available to his students.,4.3,"knowledgeable, dedicated, supportive, engaging, available"
"Great teacher! 4 papers, all take home",4.4,"Great, teacher"
"Powers through lectures. Horrible at explaining how or why things work. Very picky about how she wants answers written, and usually doesn\'t tell you ahead of time how she wants it written. A bit critical. Basically reads the book off and lets class fend for itself.",3.5,"picky, critical, unhelpful, reads off slides"
The worst professor I\'ve ever had.... She can be a teacher! She don\'t know how explain anything... My advice choose another professor!!!,1.8,"worst, teacher, explain, advice, choose another professor"
"Good professor. Has an accent but its easy to get over. Fair grader, simple quizzes. Really makes sure you understand the material.",3.8,"Good professor, accent, fair grader, simple quizzes, ensures understanding."
very good teacher,3.1,"good, teacher"
The Perfect Teacher!! I learned alot and she will work with you with whatever you have going on. All around best teacher I have ever had!!,3.9,"Perfect Teacher, learned a lot, best teacher"
"This is honestly the worst prof I\'ve taken in university by far. The world\'s laziest and irresponsible prof award goes to her. Minutes before the final exam she told the class things that were never on the online modules OR the textbook. The modules and textbook were NOT consistent at all. Trust,I can go on. AVOID THIS PROF FOR YOUR GPA\'S SAKE!!!!",3.3,"worst, lazy, irresponsible, inconsistent, avoid"
"You have to work really hard in order to be successful in this class. By the way, she gives many paragraphs and stories to read each class. After that, you have to provide a response of the story. There are many paper that has been given each class, so you have to be really responsible of keep track of all of your stuff and work.",3.7,"hardworking, challenging, thorough, responsible"
"I took this class online. It consisted of weekly forums, a few tests, and one paper. I liked that the forum questions were easy to discuss and based on your own personal opinions/experiences. The tests were timed, so it was necessary to study in advance in order to not run out of time. The class was really easy for me.",3.0,"easy, interactive, timed, weekly forums, personal opinions, experiences"
"I am in psy 2315 now (spring 2016) and he has only five 200-word essays in 15 weeks, plus 14 short opinion questions. It is almost impossible not to get full credit. He does was want references in APA style and does not permit direct quotations. The tests are bit hard.",3.4,"easygoing, fair, strict on APA style, challenging"
"Baer is baer... Once you\'ve acquired a taste for his VERY SPECIFIC exam questions, you understand what you will be asked in the future. It seems like he loves what he\'s doing, which is a plus. You love him or you hate him.",3.5,"specific, exam questions, love, hate, passionate"
hes brilliant. he explains in detail. makes it look easy. its bviously chemistry no easy As.. u have to put in the work. but he makes it look easy. try not to skip class,4.8,"brilliant, explains in detail, makes it look easy, chemistry, puts in the work, try not to skip class"
"I highly recommend Professor Herbert. She goes above and beyond what is expected of an instructor. She allowed me to use a Mac version of Microsoft Office. It was more work for her, but she was very kind. Great instructor and great class!",4.5,"kind, great instructor, great class, goes above and beyond, highly recommend"
"Dr. Snider is amazing. It\'s true his tests are very difficult and his lectures are in depth, but he makes you want to do well in his class. Very easy to get help outside of class and makes it worth your while to go talk to him. He is also great for lab!",4.7,"amazing, difficult tests, in depth lectures, makes you want to do well, easy to get help, worth your while, great for lab"
"I had Dr. Cavaiola for 3 classes-psychopathology, marriage, and family. He is not easy, but the best professor to take if you want to learn a lot. His classes are fun and interesting, and he is very professional and fair. He is the epitome of what a professor should be.",4.3,"professional, fair, best professor, fun, interesting, epitome of a professor"
Mr.Teti is a great teacher. He comes to class ready to teach and will do all he can to make sure you understand the work.,4.7,"great teacher, ready to teach, make sure you understand the work"
"Mitra is very knowledgable in Math. One of the smartest Professors around. He does get little annoyed when students ask him questions from previous courses. He expects you to know everything. However, His reviews are similar to exams. So do ll the class problems and review, you should be fine! Not a real tough grader. Gives lot of partial Credit.",2.8,"knowledgeable, smart, annoyed, high expectations, similar reviews and exams, not tough grader, partial credit"
No Comments,4.8,NA
"I have read with utter disappointment the shallow, misguided, ignorant rants against one of the best teachers I ever had (and I studied with some big names). He prepared me for a successful career, earns the respect of seasoned professionals, and his shows are among the best, and he has help shape some of the best-they come back to work with him!",2.8,"best teacher, successful career, earns respect, seasoned professionals, best shows, shapes the best"
She was hard to understand. If you asked a question she wouldnt answer it. I almost failed her class because i was so unsure of what to do. I learned everything on my own and then in act 202 with hoover. I am sure she is a great accountant but not a good teacher at all. And not being clear is not teaching at college level its not teaching at all,2.8,"hard to understand, unhelpful, unclear, not a good teacher"
"McGinn is a very fair prof. The course material is not the easiest, but if you remember his dumb jokes it will help you at test time. Go to the tutorials if you want to make the grade.",2.9,"fair, dumb jokes, tutorials"
5 page paper on anything you want. was told I was going to get a B if I redid an assignment....then the report card said D....still no response from this teacher about what the deal was. not recommended at all,3.9,"unprofessional, lack of communication, disappointing"
"Professor Malaty has a very poor teaching structure. From day one she expects you to know how to write a program, and she get\'s annoyed when your asking her for help. Only take her class as a last resort!",1.9,"poor teaching structure, annoyed, last resort"
"Professor Cherry was a great professor. Although he was hard of hearing, he consistently did his best to get everyone involved in class. It is unfortunate that he is retiring to become a surf instructor in California as he will be missed by the entire Villanova community.",4.2,"great professor, hard of hearing, involved, retiring, missed by the entire Villanova community"
He\'s very patient and willing to help his students so much. His quizzes and and tests are not too hard. Tests are based on the quizzes. Highly recommended.,2.8,"patient, willing to help, recommended"
The best professor in the whole college ! Cares for your project and grade like it\'s her own. More than a teacher she is a mentor.,4.7,"#best professor, #caring, #mentor"
"This professor makes basic biochem pretty easy if you pay attention and go to lecture. Her lecture notes are clear and is willing to answer questions. As long as you put in the work on your end and do the practice exams, you will do well.",4.3,"knowledgeable, approachable, clear communicator, helpful"
"I walked out of this class not learning a thing. He gives pop quizzes so you have to read the books which are so boring. He\'s funny, I actually enjoyed the class. All we did was watch youtube videos. The little work you do have, he is such a hard grader and very unclear on the actual assignment, all of us were always confused on what he wanted.",3.1,NA
Great teacher and also a total babe,3.7,"Great, teacher, total babe"
Best English teacher I have hever had! Really made me open my mind and think in new ways.,4.7,"Best, English teacher, open my mind, new ways"
Great teacher. you should probably learn the material before taking the course. Very hard even for someone who knows programming.,3.8,"Great teacher, learn the material, hard, programming."
A Very Wise Man!!!!!!!!!!,4.1,"wise, man"
"Professor Looney is the BOMB. He is a truly good teacher, and really explains material thoroughly. He is also absolutely hilarious and makes me laugh every class. I would highly recommend him and this course to anyone - I am far from a science-lover, but this class has helped me enjoy, I repeat, ENJOY science!!",4.7,"#enthusiastic, #engaging, #knowledgeable, #funny, #recommendation"
No Comments,2.6,NA
"The most unorganized teacher I have ever had. His tests are ridiculously long. Reads from slide to slide, just like all teachers at UHCL. My recommendations to someone who wants to learn .NET, read a book it?s basically the same thing but without a massive test. DO NOT TAKE THIS COURSE IF YOU WANT AN A!!!!!!!",3.0,"unorganized, ridiculously long tests, reads from slides, not recommended, massive test, DO NOT TAKE"
Professor Cody is proficient at what he does and his method of teaching is excellent. He uses powerpoints and practice questions. He ensures that the class has complete understanding of each topic before proceeding to the next. He gives assignment for each chapter in an effort to make us practice and review the material on our personal time.,3.4,"proficient, excellent, thorough, organized, engaging, supportive, dedicated, structured"
Extremely well-prepared for class. Organized lectures. High degree of enthusiasm in lecture and lab. Inspires you to be a better student.,3.8,"prepared, organized, enthusiastic, inspiring"
"Mr. O\'Connell really knows his stuff,he expects a lot but he is worth it, he\'s also like 45 years old but looks 25 he\'s mad hot!!!!",5.0,"knowledgeable, demanding, attractive"
"Professor Babula is darling. Just because he is such an adorable little man, don\'t be fooled. He knows his Shakespeare and you will too after you take his course. Very sharp, funny, seems a little shy, fair grader, makes Shakespeare come alive. I can\'t imagine anyone not liking him or his class.",4.4,"adorable, sharp, funny, shy, fair grader, makes subject come alive, likable"
"AVOID. He may be very intelligent but only someone with bionic ears would be able to hear him speak. Yes, it\'s helpful he gives test questions ahead of time because it would be impossible to pass otherwise. Take philosophy with another professor!",2.2,"intelligent, bionic ears, helpful, test questions, impossible, pass, philosophy, NA"
DO NOT TAKE!She is unhelpful and super rude if you ask her a simple question she gives you a condescending answer and makes you feel stupid. She doesn\'t make things clear and there are way too many quizzes the last few weeks you will have two a day. I really feel like she sets people up for failure,3.0,"unhelpful, rude, condescending, unclear, too many quizzes, sets up for failure"
"He was terrible, he just rambled on for his lectures. I read the textbook and still didn\'t do very good on the quizes.",3.2,"terrible, rambled, NA"
"She is very helpful. If you come to class everyday, she will give you extra credit on the final. Ask her fir questions and she will gladly help you. Math is tough but she will help you understand it.",4.8,"helpful, extra credit, gladly help, tough, understand"
rad dude,4.4,"rad, dude"
"Ask him a question, he\'ll always answer. He explains complex theories in ways you can understand, he\'s understanding if you\'re strugglingcan\'t turn something in on time. He\'s hilarious, and he\'s the best!",4.5,"approachable, knowledgeable, understanding, supportive, humorous, excellent"
Very confusing. Weekly instructions reprinted from past courses with incorrect dates and misspellings. Poor instructor. She does not seem to comprehend higher level literature.,4.1,"confusing, poor instructor, misspellings, NA"
got me into math...got me into calc...got me into WPI...best math tacher ever.....and he\'s a physicist not a mathmatician...I love it,3.2,"inspiring, passionate, influential, engaging"
The Best!,4.6,NA
Very boring lecture. He has to curse a lot to get the students\' attention. A good professor does not have to do that.,3.2,"boring, curse, attention, good professor"
"I took her for summer online, she was easy to get a hold of and has all your work put up the first day just don\'t wait till last min to do work. She gave plenty of time to do final and quizzes. I also had two discussion papers to write that are around 6 paragraphs. Overall an easy class, make sure you do work in a timely manner.",3.0,"easy to get a hold of, organized, provides ample time, easy class, timely"
"Prof Bruce was the best professor ive ever had. His avid interest in what he teaches is translated into how he teaches. His interest is contagious, after every class I wanted to go out and read more on what he taught. This man is a genious, funny and cares about his students. I looked forward to this class every day and hated when it ended.",4.8,"best professor, avid interest, contagious, genius, funny, cares about students"
Prof Harding is funny and personable. He grades a little tough but gives you the rubric before hand so you know what you\'re going to be graded on. He doesn\'t put almost any grades in BB until the very end of the semester so it\'s hard to know how you\'re doing in the class. He is a fun professor and tries to make things interesting.,4.2,"funny, personable, tough grader, provides rubric, delays grades, fun professor, interesting"
Ask a question and she\'ll spend five minutes giving you a non-answer. Definitely got a second-waver feminism vibe from her.,2.8,"feminist, non-answer"
this class sucks!!!!,2.4,NA
She is nice and helpful.She does require some work and thinking but nothing too hard.She will make things as best she can and will change decisions each quarter with each individual class so be very nice and active and it will be easier.,4.4,"nice, helpful, requires work, thinking, flexible, accommodating, active"
"Good teacher..tough grader...4 essays for mini semester classes. She will tell you straight up in you face whatever you need to do and I loved that about her. Just take her and dedicate your time your in college for reason. You will learn,",4.1,"Good teacher, tough grader, straight forward, dedicated, passionate"
"Dr. Jackson means well, but this is the most annoying class I have taken at RU thus far. We are constantly using SPSS, and unless you are fortunate and have it on your own personal computer, you will spend a lot of time on campus using those computers for homework. The lab section of this class is just a study block essentially. Avoid if possible",2.5,"annoying, SPSS, lab section, study block, avoid"
"Professor Jochim is amazing! One of the best professors I had in my life. He\'s passionate, understanding, and such a wonderful professor! Take him if you can !",4.2,"passionate, understanding, wonderful"
"She was such a good teacher! SHe really wanted yo uto do well, and would help you wiht anything you had a question on. The tests were easy becasue she gave you every answer in the lectures.",3.8,"good teacher, helpful, supportive, easy tests, informative lectures"
"Well I got an A in 125 and I wouldn\'t recommend this teacher. I recommend someone else.Graded on 4 exams (he drops one)and the final. If you need to take 126 and there is no else to take, just wait a quarter and take someone else. He goes over the material well, but the tests are 10x harder. Not recommended.",2.2,"- Not recommended, 
- Tests are 10x harder, 
- Goes over material well"
Dr. Lynn is a very engaging speaker but sometimes he is not always appropriate. During a lecture on ethics he made us pull out our phones and show him our Facebook pages. He said he wanted to check them for ho pictures. It is not his business what we do on our personal time. This was during a lecture on ethics.,4.4,"engaging, inappropriate, unprofessional, ethics, personal boundaries"
I loved Dr. Grabe\'s telecom class. She really knows all of her stuff and I found her lectures interesting and at times very enjoyable. She uses a lot of examples and often asks for people to participate and I often felt bad because hardly anyone beyond the same few would participate. She\'s really cheerful and has a great sense of humor!,3.2,"knowledgeable, interesting, enjoyable, engaging, participative, cheerful, humorous"
I love Dr. Constantino. He\'s the best professor. I laugh in his class but i also learn. Normally i can\'t wait for a class to be over. He always keeps you awake and alert. I can\'t believe he won professor of the year and ccc didn\'t hire him! Good choice.,4.9,"friendly, engaging, knowledgeable, humorous, captivating"
"I am obsessed with David Hyde. I am majoring in sociology and have taken every class he has at SPS. He should be teaching at the University level because he is a walking, talking genius! If you print out the PP notes at the start of class and follow along with lectures, taking notes on PP\'s, you can\'t go wrong. EVery day is interesting!",4.6,"obsessed, genius, interesting"
"He Rules in labs. Lectures are terrible. The Goals and Objectives are good, but he dosen\'t stick to them. I dont even know what to study for his tests. Because he will be heavy in one area, and not so in all the other area\'s i wasted my time on. Whatever. I will end up with a B this sememster.",3.0,"rules in labs, terrible lectures, goals and objectives are good, doesn't stick to them, tests are unclear, uneven distribution of topics, wasted time, B grade"
Just a solid guy.,4.6,solid
"I regret taking her class... So many better professors at York, in my opinion. I really do think there are many more qualified professors at the institution than her to be chair/dean. Also found her class really boring. She\'s a decent person over all though.",3.3,"regret, better professors, qualified, boring, decent"
is this even a college class? i could have made an \'A\' when i was 10...very easy class...a must to take!,4.4,"easy class, must take"
"Dr. Wilson is a great teacher who really cares about his students. Yes, he does have a very unique and unorthodox teaching style. He doesn\'t take attendance, all tests are take-home (yeah, take-home), and you can re-take tests as many times as you\'d like. His tests are so confusing, but go to his office hours and he\'ll help you understand them.",3.7,"caring, unique teaching style, unorthodox, flexible, confusing tests, helpful"
"Best Senior Course out there. There is a lot required of you (reading, watching films, etc.) but none of it is wasted time. The midterm and final projects are difficult, but nothing you wouldn\'t expect. She is open and willing to help you with your writing, and you\'ll become a better writer from taking her class. AMAZING professor. Beautiful class!",3.9,"Best Senior Course, required, reading, watching films, midterm, final projects, difficult, open, willing to help, writing, better writer, AMAZING professor, Beautiful class"
"Easy course, Wants students to do well. Classes are kinda boaring. Most of the test questions come from the textbook. He looks like Santa",4.5,"Easy course, Wants students to do well, Boring classes, Test questions from textbook, Looks like Santa"
"great teacher. her specialty is nutrition and saftey and sanitation. show up, do your work, and interact in class and you will do great. she doesnt sugar coat anything so dont get your feelings hurt. RECOMMENDED.",3.0,"great teacher, specialty in nutrition and safety and sanitation, straightforward, recommended"
meh...she\'s okay.,3.7,NA
"Perpetual bad mood, and doesn\'t keep his promises when it comes to giving students squab, but he\'s a pretty cool guy. Sometimes, anyway.",4.3,"bad mood, doesn't keep promises, cool"
"Not going to lie. How I passed this class is literally going to class a week before a midterm to get the questions and then, I googled the stuff before class on my drive to the university. When I did attend class, the lectures were long and never on topic. The TAs were no help either as they were too busy with their own studies to help.",3.3,"unorganized, unhelpful, off-topic, unengaging, unavailable"
"Dr. Kent is a very helpful professor and is willing to help all the time. His tests are hard but he gives you the material to do well on them. He is very caring for his students and wants everyone to be successful. I would take him again if I could. Work hard, ask questions, and go to review sessions and you will do great. He is a great professor.",3.7,"helpful, caring, successful, great professor"
