comments,star_rating,tags
Still in the semester. TOUGH so far but there\'s a lot I have already learned. Def a challenging class but what you put in you will get out.,3.5,"TOUGH, challenging, learned, valuable"
Horrible. Zero effort in teaching the class. Stupid movie after stupid movie.,2.5,"Horrible, Zero effort, Stupid, NA"
The best teacher I\'ve had in years... Keep it up please.,4.6,"best, teacher, years, Keep it up"
"econ is a boring class as it is...but why are most of the professors foreign and impossible to understand? he talked about ""butter"" and ""guns"" during one of the first classes and i had NO idea what he was saying..i quit going... just study the grapsh in the book/vocab and u\'ll get a c",2.4,NA
"Professor Saunders, is very clear on what you should expect for a lit class. If you have questions ask her, If you don\'t understand why you got a certain grade, she will answer it, and give decent to good feed back. Also, make sure you do the work, PARTICIPATE at least three times on the discussion board, and she is very FAIR with grades as well.",4.3,"clear, questions, feedback, participate, fair"
"Very boring, liked to hear himself talk, took attendance, but assignments were easy and he was well organized.",2.1,"boring, liked to hear himself talk, easy assignments, well organized"
"tests are extremely hard. he trys to make lectures interesting, and he somewhat succeeds. definitely would not reccommend him because its hard to get a decent grade unless u want to study your life away.",2.6,"hardworking, interesting, challenging, not recommended"
"It would be nice if she wouldn\'t be so relentless about the documents and the grammar. I understand your intent, but this is a typing class... Not an English class... If you wanna teach English maybe you should go back to school T. Moore. Maybe then you\'ll get what it\'s like.. I hope you have a teacher just like you, maybe then you\'ll change.",3.6,"relentless, grammar, typing class, English class, teacher"
Wouldnt take this class ever again,4.3,NA
"She is a bad teacher. The class consists of 2 tests and a paper. On the tests she asks things like, ""From the coursepack, the article __ was published in what year?"" Who cares what year it\'s published?! And she is incredibly boring. I seriously think she wrote all the nice comments about herself below this one. No one can actually think she\'s good.",3.5,"bad teacher, boring, uninteresting, irrelevant questions"
excellent,3.9,excellent
"My worst grade for a course so far in university. I think it\'s the annoying overuse of textbook material that makes the class hard. It\'s very frustrating when all of your marks come from exams (based only on textbook material), and there are no assignments or lab work. His slideshow notes are terrible - they contain only words and no explanations.",2.7,"annoying, frustrating, terrible"
"not fun. not recommended. at all. you can take the same class, learn just as much, and not have a nightmare semester thanks to dinero. not helpful. not understanding. gives no slack. class is interesting, but he is a ****.",1.6,NA
"This professor only lectures about why students should be good people and be classy. Come time for our midterm, everyone asked what the test was going to be on because no material was covered or understandable in class. There wasn\'t even enough time to take her midterm because she talked the majority of the time about her day. Never again.",2.3,"lectures, good people, classy, midterm, material, understandable, time management"
"Beware of Dr Fernando as a professor or advisor. He does not teach to broad learning styles in students. It can be a serious problem for someone who needs to understand plant science taught by him. He relies on textbooks. When answering questions, he was more intolerant and unhelpful than any other teacher I have ever had.",3.1,"unhelpful, intolerant, relies on textbooks, not accommodating to different learning styles"
Professor Strong is an awesome teacher. He teaches the science and relates it all to real life. If you stick with him he eases up towards the end of the semester. He is knowledgeable and wise. He is always willing to stay after class to help and even held a study group on a Saturday morning before finals. He\'s the best! Take him if you can.,3.5,"knowledgeable, wise, awesome, best, helpful"
class is fun and he is not a bad professor...reallly likes to talk to much though,4.2,"fun, not bad professor, talks too much"
"Ok I change my mind! I thought she was cool, but NO!! She is only friendly with her favorite students. I never got the TA job even with my super high GPA. Very rude, cold and unapproachable. Never get your lab reviewed by her, she takes off marks!!",2.8,"rude, cold, unapproachable, biased, unfair"
"If you\'re a psyc major at UTT, you will have to take Dr. Schrieber for several classes. He is a very knowledgable professor, but has no pedagogic ability whatsoever. Granted you will make an A guaranteed, but you won\'t learn anything at all. Dr. Schriber may be a cool guy, but his classes are a total waste of time and money.",2.7,"knowledgeable, guaranteed A, cool, waste of time and money"
This class was real easy. The guys knows what he is talking about.,4.4,"easy, knowledgeable"
She is a tough grader an the fact that the paper has such a significant effect on your grade doesn\'t make sense since the paper is on anything you want to write about. \r On the up side she does make the topic interesting and she really enjoys what she teaches. Also she is willing to work with you.,3.9,"tough grader, significant effect on grade, interesting topic, enjoys teaching, willing to work with students"
Easy ASS online course. You are given 1 or 2 discussion board questions and 1 short answer question(treated as a quiz) to be answered and submitted by Wed 11:59pm. Questions are so Easy.,4.3,"Easy, online course, discussion board questions, short answer question, quiz, easy."
"Prof. Psaromiligkos is perhaps the most clear and precise professor that I have ever taken a class with. He is also extremely dedicated, hardworking and is always willing to clarify any doubts that a student may have. His class notes are very well organized. He is also very friendly and has a nice sense of humor. Indeed, the best prof at McGill.",4.9,"clear, precise, dedicated, hardworking, organized, friendly, sense of humor, best prof"
He is thee hotterst teacher in the face of the whole world. He love his job and that make it easier for the students to learned. I can not imagine learning much from somoeone eilse then him. Its hard to believed that he is not working at CCC. The students can really use him too.,4.9,"hot, passionate, dedicated, effective, valuable"
No Comments,3.5,NA
"if you think that he is egotistical or hard you should drop out now. b/c you have no hope of coming up with an original concept on your own. and saying that he doesnt let you have your own opinions is catagorically incorrect, that is exactly what he tries",3.5,"egotistical, hard, original concept, own opinions"
"Very nice person, helpful, and funny. Easy grader, especially during the summer session.",3.6,"friendly, helpful, funny, easy grader"
"I learned a ton of useful info in this class and found it really interesting. Her examples help you remember the information, and the stuff you learn actually applies to real life. Very helpful professor.",3.2,"useful, interesting, helpful"
Took a silly course way too seriously,3.4,NA
"She is wonderfully helpful. The book is def needed, although it isnt used all the time. She incorporates many outside resources into exams. She is confusing sometimes; incredibly nice and helpful. It is a demanding course so I would suggest to go to class. Be prepared to start doing ""real"" research.2 main research proposals are due,be ready to work",3.8,"helpful, confusing, demanding, nice, prepared, research, proposals, work"
"Boring horrible reading (awful book). Tests are all essay form. Really who the hell wants to write an in-class essay for a history test? Teacher was a good speaker though, kept you interested, the book and tests did not.",3.9,"boring, horrible, awful, essay form, in-class essay, good speaker, interested"
I took the web class. The class itself was very easy with online exams you can take as many times as you need. The only thing I hated was the final. Four essay questions at 250 words each and about 50 multiple choice. All based on previous test & paper. WAY too much to remember for a final.,4.8,"easy, online exams, hated, final, essay questions, multiple choice, too much, remember, NA"
No Comments,2.0,NA
"She knows her sh*t. A freaking math genious to boot. She really wants you to understand the material, and is always very helpful, and is more than willing to reexplain for clairity. She also realizes that the material is extremely complicated, so she makes the tests easy. :)",4.6,"knowledgeable, helpful, understanding, approachable"
I am in his last class before he retires. BE THANKFUL YOU DO NOT HAVE TO WORRY ABOUT HIM AS YOUR TEACHER!!! He doesn\'t stay focused. He goes off on things not related to this class. His tests are overly in depth and he lies about what is actually on them. He uses wrong solutions in the lab saying they work the same yet give different results.,2.6,"retires, unfocused, off-topic, overly in depth, lies, wrong solutions"
She was just really boring and did not keep my attention at all.,3.7,"boring, NA"
Horrible grading,3.0,NA
"She isn\'t the worse, but lecture is sometimes all over the place. She is technologically challenged, and she jumps back and forth through topics, so it can be hard to take notes.",3.0,"technologically challenged, all over the place, hard to take notes"
"Ok, this teacher was extremely not helpful at all. His powerpoint lectures provided would always have mistakes in them confusing the students on how to work the problem correctly. Teacher was easy to get a hold of but if you got a problem wrong because of his error. Tough Luck...",3.9,"unhelpful, confusing, mistakes, tough, luck"
Avoid this teacher if possible. Does not test fairly at all. Makes mistakes frequently and is not equipped to teach at this level.,3.7,"Avoid, not fair, mistakes, not equipped"
"It was a lot of work, especially the outlining. And her tests and quizzes were pretty hard. But she was super helpful and very nice. Though it was hard I loved her as a teacher. I am horrible at History but I actually got an A in this class. You just have to be willing to put in the effort and you can get an A. Most in my class also got an A.",1.8,"hardworking, helpful, nice, effective, demanding"
Amazing teacher if you are willing to put in the time. He goes out of his way to make sure every student understands. Can be extremely creative in his teaching methods. Student needs to be responsible or he will not keep up.,3.3,"Amazing, willing to put in the time, goes out of his way, every student understands, extremely creative, responsible, will not keep up"
"Dr. E is a super nice guy, but I don\'t think he should be teaching lower level chem. He just assumes that we already know what he\'s talking about, so he doesn\'t explain anything. Tests are all short answer, which is actually beneficial because you can somewhat BS.",3.0,"friendly, knowledgeable, assumes prior knowledge, lacks explanation, short answer tests, beneficial, lenient grading"
"I truely don\'t recommend her to ANYONE!! she is one horrible teacher to get. she is NOT helpful at all and almost everyone in class fails and she doesn\'t even give out Fs, but D- which is more terrible!!! DON""T EVER TAKE HER CLASSES!!!HORRIBLELY bad, unhelpful professor ever!!!!!!",2.3,"horrible, not helpful, fails students, terrible, unhelpful, bad professor"
Great Teacher! Very helpful. Tests are clear and she prepares you well. Great at explaining things gives great examples.,4.0,"Great Teacher, helpful, clear tests, prepares well, great at explaining, great examples"
Adolf Ford is a strick lab instructor.,2.6,strict
"Professor Warwick is amazing. He is funny and SUPER UNDERSTANDING. One time I got an answer wrong on a quiz and I gave him an explanation as to why I chose that specific answer, and he liked my explanation, and said that he would add that point back on. He is eager to help and I HIGHLY RECOMMEND taking his class. Wish I could take his class again.",4.0,"funny, super understanding, eager to help, highly recommend"
Awful professor; no clear plan and disorganized. Take too long to grade papers. Stay away if you can!,3.8,"Awful, disorganized, slow grading"
"I had him once a week for trig at night, it was not a good time, but he made the class lively. You really have to work for a good grade but he gives easy and useful extra credit, it isn\'t much but it could bring your test up a letter grade. Loves interacting with his students, will 100% talk to you at least once.",4.6,"lively, easy extra credit, interactive"
"Cynthia expects you to already know the material in class before learning it,and when you ask questions she makes you feel stupid and says you should already know the answer and tells you to ask class members for the answer. very scatterbrained jumps from topic to topic. i learned absolutely nothing from her, i learned more by teaching myself.",4.0,"demanding, unhelpful, scatterbrained, ineffective"
"Its very clear that he\'s knowledgeable about the subject but he\'s terrible at conveying that knowledge to his students. Lectures are unclear, tests are tricky, his notes are useless for studying and overall, do not recommend.",2.8,"knowledgeable, terrible, unclear, tricky, useless, do not recommend"
"Very passionate about British Literature, which ups his cred as a professor...always willing to get involved in student mindsets about assigned pieces throughout the semester...LOVED THIS MAN!! 2 papers, 1 midterm, and 1 final [all of which are 25% a piece]...you gain revision rights on the papers, and he is an easy grader on quizzes and tests",4.0,"passionate, involved, loved, easy grader, revision rights"
"Tompkins is an amazing teacher. He wants to ensure that you understand everything to the nth degree. His class was one of the hardest classes I have ever taken. That being said, Tompkins knows this and expects a lot but gives a lot of help. He has his own Youtube channel with his lectures to assist in studying. Study and practice a lot****",4.2,"amazing, thorough, challenging, supportive, helpful, dedicated, resourceful"
"Words cannot describe the love that I have for this man-he is MY hobby-horse. But seriously- his methods of teaching are extremely sophisticated and innovative, and I recommend him to anyone who seeks alternative teaching methods, especially in English.",4.0,"sophisticated, innovative, recommended"
"She is a wonderful instructor and very concerned with the education of her students. If you take a special interest in learning the material, she will take a special interest in helping you succeed. I look forward to having her in future classes.",3.8,"#wonderful, #concerned, #education, #special interest, #helping, #succeed, #future classes"
"One of the best professor I ever had in my student life. Great teaching strategy, very cooperative and great motivation. I recommend him to all my friends. BUT, you have to work hard",4.8,"best, great teaching strategy, cooperative, great motivation, recommend, work hard"
"The readings are difficult, but we were allowed to discuss and work things out. Our class seem to work together well. I think if you read, you enjoy the discussions.",3.0,"difficult readings, allowed discussion, work together well, enjoy discussions"
Very freindly and funny. Her notes and clear and organized which makes it easy to study for her exams,3.4,"friendly, funny, clear, organized"
"i got a C in the class, but would of got an A+ for knowing she will get fired soon.",1.4,NA
Very helpful if you have questions.,2.7,helpful
she is a wonderful teacher. notes are critical. the book was never used. tests are purely from the notes and observations are done. very interesting course material.,4.7,"#wonderful, #critical, #interesting"
"Good instructor for baking and dining room service classes. Clear, knowledgeable, knows the material. Always willing to help you out. Will work with each and every student.",4.6,"Clear, knowledgeable, helpful, willing to help, works with every student"
Craig works hard at helping his students achieve thier maximum potential. You will get out of it what you put into it. I learned a great deal from him.,4.2,"hardworking, supportive, knowledgeable"
"I loved professor Cuevas! I will take him again! He does expect you to try in his class, but if you put in effort to the class, he will see that and give you a grade to reflect that. I have had teachers here that will not give you a good grade to be contrary, but professor Cuevas is always open to helping, and to hearing new opinions. Take him!",3.3,"loved, expects effort, fair grading, helpful, open to new opinions"
"terrible, likes himself too much.",4.0,"terrible, likes himself too much"
MY FAVORITE PROFESSOR ON EARTH!!!,4.5,"favorite, professor, earth"
Loved the class and gained a wealth of knowledge. Sad that there aren\'t more professors on this campus like him.,3.9,"Loved, wealth of knowledge, sad"
This professor requires a lot of work compared to others who teach the same subject. Take a light course load if you have her for finance because it took hours to study for her test. GOOD LUCK!!!,3.8,"demanding, challenging, time-consuming"
enjoyed the class. enjoyed the professor wish every one read the material,3.9,"enjoyed, professor, wish, read the material"
"Loved this course. Prakash does a great job giving the material life through his dedication to getting the information across. Assignments were fair, took some work, but they were quite interesting and indicative of what to expect on tests. One thingtrusting my interest in the course, I barely studied for the final and lost a letter grade for it.",3.8,"dedicated, fair, interesting, engaging"
"Although he was a nice man and very intelligent, the way he conveyed the material was very unorganized. I studied so hard for this exam and felt completely dumbfounded on the exam. He gives true or false questions on the exam that are extremely tricky and in no way indicative of how good of a law student you are. He needs to change his 1L methods.",3.0,"intelligent, unorganized, tricky, needs improvement"
"Lecture-Lecture-Lecture it sounds boring but if you stay awake in class and read a few handouts you\'ll never need to open your book or STUDY!!! What you hear is what you get. So just sit there listen and get an ""A"". She likes participation and she\'s truly old school so show some respect and understanding for her style- and read your syllabus!!",3.3,"- Boring
- Engaging
- Easy A
- Participation
- Old school
- Respectful
- Syllabus reader"
He\'s the man. Really interesting lectures and reading. Got me interested in studying religion.,3.9,"interesting, engaging, knowledgeable"
"Grades with check, check plus, etc. like you\'re in kindergarten. Very tough at grading. Too many readings. The tests/quizzes are timed and you are expected to write 5 full essays during the midterm/final. Talks too quickly. Attendance is mandatory. Quizzes at beginning and end of class. Horrible. Don\'t know how I passed.",2.9,"tough grading, too many readings, timed tests/quizzes, mandatory attendance, fast-paced talking, horrible experience"
"His lectures are great. Book is terrible. He does write alot on the board however his tests are difficult, MC questions (50) confusing at times. Research paper is rough however if you do it he will give you a good grade....Not an easy A",4.2,"great lectures, terrible book, writes a lot on the board, difficult tests, confusing MC questions, rough research paper, good grade, not an easy A

Tags: great lectures, terrible book, difficult tests, confusing MC questions, rough research paper"
I took Dr. Cooke\'s URBN 1200 course online over the summer. Dr. Cooke is pretty knowledgable and It was an interesting course. There was no textbook and he just had you do assigned readings on HuskyCT. Your grade was based on 12 writing assignments and your comments on other student\'s assignments and he dropped your two lowest scores.,3.2,"knowledgeable, interesting, no textbook, assigned readings, writing assignments, dropped lowest scores"
"i like the class so far. Sherry, you are the best, thanks for all the help.",4.6,"best, helpful"
"Go to class! Mike is very understanding so if you have conflicting responsibilities, talk to him. Takes late work. You can do assignments ahead of time and only show up to class for 15 minutes to get it checked. Encourages talking in class. Assignment grades based on whether you do them or not, not correctness. Allows internet usage/notes on exam.",4.8,"understanding, flexible, accommodating, lenient, encourages participation, non-traditional grading, allows resources, supportive"
"If this was not my last semester, I would have dropped this class from day 1. Awful - lectures are dull, slides are a mess, tests do not match what she says to study for, uses obscure things from the book never addressed during class. If you can get around taking this class and this professor, do so.",3.2,"Awful, dull, mess, obscure, NA"
"Having graduated 12 years ago, now, Dr. Chinn is one of the Trinity professors I look back on ith the most fondness. I took Intro., Chinese Phil., and Logic from him and always found him to be kindhearted and humorous.",2.3,"kindhearted, humorous"
"makes learning extremly fun. sometimes give to many essays, buy you\'ll forgive him. It\'s hard to get a word in sometimes. Time really flies in this class. For once learning was enjoyable.",4.1,"fun, forgiving, engaging, time flies, enjoyable"
Fabulous professor. Be prepared.,4.0,"Fabulous, prepared"
"By far the best teacher I have ever had. He is a wealth of knowledge on law enforcement and makes even the most boring subject interesting. If you comment that his class is hard you must be braindead. If you go to class and pay attention, you will do very well. Wish he taught graduate classes!",4.7,"knowledgeable, engaging, interesting, challenging, attentive"
"The class really isn\'t that hard, though the books she chooses are boring. She\'s kind of ditzy though, and can be boring at times, but she is a fair grader.",3.0,"boring, ditzy, fair grader"
"I don\'t know how anyone could say anything negative about this prof. It\'s such an honor to have a nationally recognized poet heading up the UTPA English Dept., yet he\'s very unassuming and easily approachable if a person needs help. I highly recommend him to anyone who\'s trying to learn to write poetry. He helped me enormously.",3.5,"honorable, nationally recognized, poet, unassuming, approachable, helpful, highly recommend, enormously helped"
No Comments,3.6,NA
"I had to take this class because I didn\'t get a good ACT score, so I already knew what I was doing. She is one of the best math teachers I have ever had. She really knows how to break everything down, so you can understand. Although you can not use calculators, she makes everything easy enough to be able to do without one.",3.5,"knowledgeable, effective, thorough"
Wang Laoshi is HOT!!!,4.9,NA
"funny and laid back. his upper level classes are great. really knows his stuff. very confusing class, but i think that was more due to the subject matter.",3.0,"funny, laid back, knowledgeable, confusing"
prof clear is an awesome teacher. very knowledgable and informative. cordial and friendly with students. uses interesting anecdotes and tidbits to make information relative. has a great teaching manner. take his classes if you can.,3.4,"knowledgeable, informative, cordial, friendly, great teaching manner"
he was hard and picked favorites. DO NOT GET ON HIS BAD SIDE!,2.1,"strict, favorites, intimidating"
"Danny Fon is a great teacher. If you go see him in office hours, he will give you the answers to the homework. Final is not cumulative. I would recommend taking him.",4.2,"great teacher, helpful, recommends taking"
"Wayne was such a great prof...he had no patience for stupidity and made sure to help students any way possible, such as by posting notes on teh internet or providing clarification. The assignments are easy if you read the text. Very Informative, I just wish he told off the morons in class.",4.5,"strict, helpful, informative, no patience"
I absolutely loved coming to this class!! Sherry is such an awesome teacher! =) She made learning ASL very easy. Her facial expressions were hilarious!!,4.8,"awesome, easy, hilarious"
DUDE!,4.9,NA
"i once even saw his assistant/ta fall asleep and then wake up at the end drooling, he puts everyone asleep",3.9,"boring, puts students to sleep, unengaging"
"You have 3 exams, two worth 400 points and one worth 200 points, and this is the only thing on your grade. The exams are easy to pass as long as you go to the study sessions by the TA\'s! I\'ve only been to this class on exam days, most of the information you need is given to you during the study sessions. Just study and you\'ll do fine.",3.3,"easy exams, study sessions, helpful TA's, minimal class attendance"
physics is hard. you must do all homewrk to understand. Highly recommended...get a tutor to help you do all the homework. The final exam is very very hard.,3.3,"hardworking, recommended, challenging"
No Comments,4.4,NA
Very interesting.,2.6,NA
he was so unhelpful and his lectures were took up the entire class period.,2.7,"unhelpful, lectures took up entire class period"
No Comments,3.4,NA
Challenges but supports; very smart and committed.,3.0,"smart, committed, challenges, supports"
Prepare to re-enter 5th grade! Attendence is taken EXACTLY at start of class if ur late at all points off takes attendence again after break if u leave points off heaven forbid u speak at all during her lecturing all these points are taken out of your grade I attended and got an A so i am not 1 of those irrate students just mad over a bad grade.,2.7,"strict, punctual, deducts points"
"He is really down to earth guy. He understands english with a passion. this is good because you will understand the class better.the topic we read and write about is pop culture, so its never boring. Discussions are really long and intersting. He\'ll keep you coming back for more.",4.9,"down to earth, passionate, engaging, interesting"
Took class online. Do the study guides and you will have no problem with the quizzes or final. I found the class to be very interesting and I learned a lot about California. The book is outstanding and so was the class.,3.9,"interesting, learned a lot, outstanding"
"Amazing. Simply, simply amazing woman.",4.1,"Amazing, woman"
"loved her. tough, but fun. gotta work for grade, duh!",3.3,"loved, tough, fun, work for grade"
She\'s very intimidating...but still a great teacher. She makes the subject interesting...I didn\'t fall asleep in her class once :-P,3.3,"intimidating, great teacher, interesting"
"WORK HARD, PLAY HARD, he always says that. He\'s veryful and understanding,always making the class interesting.",3.6,"hardworking, understanding, interesting"
Rick is such a great prof. I feel like I can just sit back and learn in his class! No homework or reading (2 chapters assigned but not mandatory) I dont see why anyone would object amazing lectures and easy A. Only downside is that he has cancelled class without email. Swears a lot! Very knowledgeable about worldly issues which is refreshing.,4.1,"great, amazing, easy A, knowledgeable, refreshing, cancels class, swears a lot"
No Comments,3.4,NA
relates to what you need to know in the real world.,3.8,"relatable, practical"
"TAKE THIS CLASS!!! For the people that stated he\'s hard, he grades hard, you cant understand him, yaddy yadda yahhhhh... your the ones that either A) tried to learn in his class and get a passing grade, B) don\'t know anyone from his past classes, or C) both A and B \r \r For me I was neither. find someone from his past classes and use the tests they",2.2,"hard, grades hard, difficult to understand, recommended"
I loved this class! It was a lot of fun and not a lot of BS busy work other teahcers give you.,4.3,"fun, loved, not a lot of BS busy work"
Fun. Educational. Caring. Hands on. goes the extra mile.,5.0,"Fun, Educational, Caring, Hands on, Goes the extra mile"
"Dr. Hynes is approachable and is extremely knowledgeable in his field. His lectures can be funny but are usually dry, however, I found him to be a little too laid back and even vague at times. I found his course to be neither good nor bad, mediocre.",2.8,"approachable, knowledgeable, funny, dry, laid back, vague, mediocre"
"Prof. Siegfried teaches her subject so well and in such depth you actually learn truths about life and not just forgettable test garbage. She will invest in you. Prof. Siegfried has written me 4+ quality letters of recommendation (first job, law school app, and after). Dont be afraid of getting a B+ and learning from the best English Prof. at BYU.",3.9,"inspiring, dedicated, invested, knowledgeable, supportive"
Great guy. He is not like any other professor because he doesn\'t stick to a schedule for a course. New topics are made day to day and the material is broad (Does anyone ever remember details learned during a course a year later? NO!!). Learned a lot in his courses which help me life.,3.2,"Great guy, unique teaching style, broad material, engaging, helpful."
"My favorite class of the semester! Dr. Borders is hilarious, insightful, and a talented professor. He is very straightforward and doesn\'t take crap from anyone, and his tests are a little difficult. I loved this class so much that I was truly disappointed when I overslept once.",4.6,"hilarious, insightful, talented, straightforward, doesn't take crap, difficult tests"
good teacher,3.8,good
This is one of the worst classes I have ever taken. His tests are ridiculously difficult. My grad student for my lab was foreign and was incomprehensible and couldn\'t understand half of the questions we asked. He asserted that over half the class failed the first exam bc we didn\'t study enough... RUN AWAY!!!!,3.1,"difficult tests, incomprehensible, asserted, failed exam, not helpful"
"Avoid taking this with 301, you will fail. He\'s lectures are not very thorough. He doesn\'t go into detail. You will do homework and be randomly called upon for the homework. He\'s tests are extremely difficult. Be prepared to teach yourself. (Like all ACC classes at EKU)",3.2,"difficult, unprepared, not thorough, random calling, self-teaching"
No Comments,3.5,NA
"Favorite professor of the semester. very cool. very hard and sometimes hard to follow, but overall great.",3.0,"Favorite, cool, hard, great"
The best professor I\'ve ever had. Even as an alum i want to go back and learn more from her. There isn\'t a professor at Denison as in-the-know or as active in their field as Amanda. Just fantastic.,3.6,"best professor, in-the-know, active, fantastic"
"KNOWS HIS STUFF> Passionate! not your average professor! HIGHLY reccomend his class! His class made my decision to be a Soc major, YOU WILL LOVE IT!",4.5,"knowledgeable, passionate, highly recommended, exceptional"
"He obviously knows his stuff, but his teaching methods don\'t really help. It\'s either only theory without showing how to apply to any problem, or he gives an example problem with a solution method that only works on that problem. I found that going to tutoring was a better way to learn the material. I would recommend him over some other teachers",3.9,"knowledgeable, theoretical, unhelpful, recommend"
"I thought Dr. Chinn was very approachable and helpful. The area of philosophy isn\'t clear to begin with, and I think the way he teaches it is more helpful than memorizing terms out of a book.",2.3,"approachable, helpful, clear, teaches well"
"Enthusiastic, intelligent, and interesting! Professor O\'Mahony teaches very well and is a good marker. She is always willing to help and she is well-read in her field. Recommended!",3.7,"Enthusiastic, intelligent, interesting, good marker, willing to help, well-read, recommended"
"He is such great teacher, very strong science background, very helpfull. He is extremely clear in explain the material. I had him for low level class, but I wish to had for a higher one, but he is the best. He is the king of sciences",4.8,"great teacher, strong science background, helpful, clear explanation, best, king of sciences"
"He\'s a very wise guy with a lot of studying not only on his teaching area but in general. Will make you study a lot and lots of non related readings. Exams are easy as long as you do the study guide, will make you work hard for your grade, but if learning is your thing it should be worth it.",3.8,"wise, knowledgeable, challenging, hardworking, dedicated, thorough"
