comments,star_rating,tags
She is THE BEST professor I have ever had. She makes things incredibly clear and she teaches the simplicity of things without making you feel stupid. She is so helpful if you don\'t understand something and she is very approachable! I HIGHLY RECOMMEND THIS PROFESSOR! SHE\'S INCREDIBLE!,4.1,"approachable, helpful, incredible, best, highly recommend"
She did not explain her assignments very well and when did not clarify when we needed to turn things in. She was extremely disorganized as well. The class was easy but all we did was listen to her read notes outloud that we could print off the internet. The class time was used very poorly,3.5,"disorganized, unorganized, unclear, poor time management, easy class, lack of explanation"
This teacher know alot but doesn\'t really know how to teach it. He is a fun teacher but think about it 1st before taking his class.,2.6,"knowledgeable, fun, ineffective"
No Comments,4.6,NA
Terrible teacher- he sells you his book for more than it is worth- then his lectures and notes are not adequate for his exams- his tests are harder than the material he gives. He is arrogant and insulting- thinks he is the greatest gift to the field of Geography.,2.9,"Terrible, sells book for more than worth, inadequate lectures, hard tests, arrogant, insulting, thinks he is greatest gift."
"Awesome teacher. This is not an easy class where you show up and get a grade. You will have to work for it. She offers ec and study guides for the test which are essential. Show up, pay attention, take notes, work hard, complete the work, and study for the exams. Did not need the textbook, her notes and power points were detailed enough.",4.7,"Awesome, hardworking, detailed, essential, attentive, thorough"
"I got an A in College Algebra and when I got to his Calculus class, I had to drop out because he was so hard and I have always been a good math student. He isn\'t helpful when we make suggestions, and if your phone rings he snaps and gives a HARD pop quiz!",2.0,"difficult, unhelpful, strict, challenging, demanding"
"if your gonna do ANT she is the teacher to go with. her passion for the subject shines through her teaching making me care about the subject. her teaching style grabs attention and is easily understood. you will need to read guns, germs, and steel but because she broke it down weekly, its not as painful.",4.0,"passionate, engaging, knowledgeable, organized"
Best teacher I ever had,4.5,"Best, teacher"
"The good news: Wendy is smart and witty. The bad news: She knows it. At first you laugh along with her, and then you realize how condescending she\'s being. She has no respect for RISD and insults it all the time.",3.8,"smart, witty, condescending, disrespectful"
"This class seemed like a blow off class. There are barely any grades. We had like 3 assignments, a midterm, and a presentation. Attendance is what he grades on but it\'s only 10% of the grade. The midterm was outrageous and I\'m pretty sure the average curve was 18-20%. He\'s the only teacher for this class, unfortunately. Nice guy though.",2.4,"blow off class, few grades, few assignments, outrageous midterm, low average curve, only teacher, nice guy"
She was the best history teacher I\'ve ever had in my life! She was fair in her grading and even gave us extra credit multiple times. I usually am not good at history but her lectures were actually so interesting. She captures your attention and if you go to class she helps you understand the essay prompts and suggests general ideas.,4.2,"best, fair, interesting, captures attention, helpful"
she was a great teacher and would help anyone on her own time.,2.9,"great, helpful"
"Not a bad professor, tests are very hard, quizes arn\'t too bad if you read. Tests are Essay answers. Seems like he doesn\'t like to give out A\'s to students. He will ALWAYS find somthing wrong with your essays. Had to work pretty hard to get a B+ in the class. I wouldn\'t take him again.",3.2,"tough, hard grader, critical, challenging, not recommended"
I really enjoyed this class. I took the online version as long as you do the work and really try you can get an A. There is a lot of homework but it is pretty easy you just have to follow the book. One word of advise buy the book from the school. You need a code for this class and if you buy outside the school you still have to pay for it.,4.5,"enjoyed, online version, A, homework, easy, follow the book, advise, buy the book, code, pay NA"
She was pretty good. Her class was both fun and easy. i don\'t see what everyone is complaining about...You\'re probably stupid if you did not like Bedford.,3.9,"fun, easy, good"
"This class has very little lecture, but when he does lecture PAY ATTENTION. Those concepts usually end up on an exam. You work out of a book in groups every class. 3 midterm exams written by him, final is a national exam, mastering chemistry hw each week. Would have gotten a better grade had I put more time into it.",3.0,"knowledgeable, engaging, exam-focused, group work, challenging"
Awesome Teacher,4.4,"awesome, teacher"
"He is so funny and a lot of fun. I loved being in his class because he was nice and helpful. He is willing to work with you if something happens and you cant get your stuff done. He is a great guy, but beware of the first day of class,...its interesting:)",3.1,"funny, fun, nice, helpful, willing to work with you, great, interesting"
"If you don\'t like this guy, you\'re taking yourself and your studies TOO SERIOUSLY. He\'s completely avoids BS rules, such as attendance, solid deadlines, mandatory class participation, etc. However, he is a hard paper grader; you can\'t just write a BS paper and get an A. If you slack off you\'ll get a B, if you can write well, you\'ll get an A.",4.0,"fun, laid-back, unconventional, strict grading"
One of the best math 80 teachers!! He assigns homework but it is similar to what will be on the test. He sets you up for success in his class. He may have a thick accent but he writes everything on the board so you have no reason not to understand. He made coming to class enjoyable with his sense of humor and funny personality!,3.9,"best, assigns homework, similar to test, success, thick accent, writes on board, understandable, sense of humor, funny personality"
He is an awesome economics teacher! I am taking another class next semester!:),4.5,"awesome, economics, teacher"
Enomoto is the nicest teacher of all time. He is very chill and does not yell. He also explains thing very well!,3.6,"nicest, chill, explains well"
"He is absolutely ridiclious. He only grades you on tests, but assigns written work that only counts as ""participation"" His lectures are boring and his grading is really unfair. Avoid him at all costs.",4.1,"ridiculous, boring, unfair, NA, NA"
"It\'s math, you have to work on it daily if you want to understand the concepts. This professor also created and posted videos of him teaching each lesson. Watch them and take notes and you will do fine. He is actually quite hilarious in the videos and makes learning less intimidating. There is extra credit and he helps anyone, just ask!",4.6,"dedicated, supportive, engaging, humorous, approachable"
Absolutely the worst teacher I have ever had. She makes you feel like a moron if you ask questions.,1.3,"worst, makes you feel like a moron, NA"
"Professor Barden is amazing, lots of extra credit provided and gives awesome memorable examples, which helps to understand the material and that\'s how I studied! Awesome professor!",4.5,"amazing, extra credit, awesome, memorable examples, helpful, studied"
"He is a good teacher, class is not dat hard. Test are exactly from the exercises and not hard.HE does exercies on the bord, so it is easy.",3.3,"good teacher, not hard, exactly, easy"
"She was a very nice person, but not a good teacher. Do all the homeworks, study for the written exams, go into the oral exams with a conversation in mind and just manhandle it so she doesn\'t ask you vocab. Annoying to attend because SOO boring.",4.5,"nice, not good teacher, annoying, boring"
"Needs to organize better, funny and fairly interesting",3.7,"organized, funny, interesting"
"Gaines was a good teacher. she really cares about her job, and she interacts with the students well. at times her lectures and classes can be entertaining. i had her for speech communications and the speeches we had to do were not that bad. her tests are not that hard, although sometimes they can be a little tricky. i would reccommend her.",4.8,"caring, interactive, entertaining, approachable, recommended"
"Absolutely the worst professor I\'ve ever had. Never knew what was expected of us in the class because she didn\'t know what was going on herself. Spent whole semesters begging her to tell us what the assignments were so we\'d have a mark for the term. Then, when she did assign something, she\'d forget she assigned it. Most disorganized person ever.",2.6,"worst professor, didn't know expectations, disorganized"
"Don\'t bother buying the book, and be sure and be there to take notes every day and you will make A\'s on all of the tests. There are 2 books you will have to read but they are easy 100\'s if you read them. Just look over the notes before every test and you can easily make an A. Don\'t be afraid to ask questions, he\'s very helpful.",4.2,"helpful, easy 100's, A's, notes, ask questions"
"great guy, expects a lot but works hard himself... knows his stuff well. I recommend.",3.7,"great guy, expects a lot, works hard, knowledgeable, recommend"
"Mrs. Johnson is an all around decent professor. I am not good at math whatsoever, so I have trouble in her class. However, she is understanding. Do not miss her class if you don\'t have to, trust me, you will regret it. She is pretty good at explaining things and will help you further. I don\'t have anything bad to say about her.",4.5,"understanding,good at explaining,helpful,decent"
Took Vona for Org. Crime in Amer. on-line. He seems very difficult but if you follow his instructions EXACTLY as he wants the assignments done then you\'ll do well - missed 2 assignments and 3 discussions boards and got a B+. There is A LOT of reading but it is a 400-level class.,2.8,"difficult, precise, high expectations, detailed instructions, heavy reading"
No Comments,4.3,NA
"If there are no art majors in the class, she gives pretty easy projects,but if there are, she gets pretty difficult. Also having to write a paper for the midterm and final is a pain. But she is very sweet and nice.",4.3,"easy, difficult, sweet, nice, pain"
Very Rude. Treats you like a child because she thinks grad students are superior. Class isnt that hard but take another professor if possible.,1.6,"Rude, treats like a child, thinks grad students are superior"
"Class was extremely boring at some times. The papers (about 6 or 7) were a hassle, but manageable. Easy grader.",3.7,"boring, manageable, easy grader"
"i really cannot believe that he has any bad reviews. the people who are giving hiM bad reviews are the lazy, partying, ones who hate all professors. he goes out of his way for his students and is a wonderful human being. i highly recommend him and suggest that college students learn that they are here to LEARN!",3.8,"dedicated, caring, supportive, recommend"
"Kept talking about his mother. I don\'t know what she\'s got to do with mixing slip, but there it is. He\'s more interested in landscaping than teaching. Some folks should just not have tenure.",3.0,"- Talks about his mother
- More interested in landscaping than teaching
- Should not have tenure"
"Spears is one of those profs that has an almost legendary reputation among students. He\'s incredibly engaging, friendly, intelligent, and helpful. His classes are not easy. The readings are fairly long, but interesting. He expects high-quality essays, and his examinations require thorough knowledge of all the readings. And yet you\'ll still love it.",4.5,"engaging, friendly, intelligent, helpful, high-quality, thorough"
"Very up to date with current events. Very current content. Great sense of humour. Highly recommend, (you da\' man now dawg!)",4.0,"current events, current content, great sense of humour, highly recommend"
she\'s a great teacher and she really gets inside of your head...i loved the class,3.7,"great teacher, gets inside your head, loved the class"
I agree...he\'s nice but I\'m constantly lost.,3.3,"nice, lost"
She isn\'t a bad professor but definitely give A LOT of work,2.5,NA
"Very knowledgeable about his subject. Quizzes and essay tests are the only grades given, so be sure to prepare for those.",4.1,"knowledgeable, quizzes, essay tests, prepare"
No Comments,3.0,NA
This class was easy. There really is no interaction with the professor so it\'s all up to you. Online resources are helpful. If you need to take this class because it\'s a requirement take it because it\'s easy but If you want to learn and use it later take another teacher. He is not the most friendly so don\'t expect much.,4.1,"easy, no interaction, online resources helpful, requirement, not friendly"
"I love speaking in front of people and crowds but once I got into her class she really tried to discourage me from being who I am. I dont like the way she talks to people. She is very sarcastic and cocky. She likes to ""talk"" about herself alot and what she has done. She doesnt care about other people\'s feelings or what she says to people. very bias",3.8,"discouraging, sarcastic, cocky, self-centered, biased"
"lectures are very informative and interesting, doesn\'t want students to talk/interact. you write a lot even though not worth much towards grade. tests are okay, kind of hard ot study for.",2.9,"informative, interesting, strict, minimal interaction, heavy workload, challenging tests"
Holy crap! Can Q.C.C please hire a translator?!? She can\'t teach but is still an easy A.,2.7,NA
"Mr. Martin is very passionate about his career and it shows. He does offer extra credit which is very helpful. During the semester, you take 5 tests and he drops the lowest grade. Very nice man, and I do recommend him, but please take it serious, he is there for you.",3.9,"passionate, helpful, nice, recommend, serious"
"Took her online. Very easy class and as long as you participate you are golden. The only problem I really had was the discussion boards because it seemed that she just gave you whatever she felt she wanted to at the time. It worked out for me though. She usually quick to respond if I had a question. Overall, I say definitely take her.",4.2,"easy, participative, responsive"
"horrible! i did not like this prof, horta, but course was neat.",3.0,"horrible, did not like, neat"
No Comments,4.8,NA
"An old fashioned lectures-only teacher. Stands up there with an old projecter that uses transparencies, and just drones on the whole time. Nice guy though, knows his stuff and teaches it well. No homework, either. If you are good with just an occasional test, and can show up every day and pay attention, he\'s pretty great.",3.1,"old-fashioned, lectures-only, drones on, knows his stuff, teaches well, no homework, occasional test, great"
"I took her class in fall 2004 as my first semester. at first she seems hard and her tests are hard infact, but she is very helpful and nice. her tests are exactlly what she talks about in class and her notes+ your notes that are taaken during the class and from the book. she is such a nice lady.........",2.8,"helpful, nice, hard, tests, exact, notes"
"Nice person, but very odd. Knows what he is talkin\' about but he is probably the only one. I am not too sure if Dr. Lakey\'s thoughts ""generalize"" to others\' thoughts.",2.6,"odd, knowledgeable, unsure, unique"
I have never have had Greg as a teahcer but he is a wonderful advisor for the Hudsonain at HVCC. HE is relaxed and around if you need help. We appreciate you pork chop.,4.5,"relaxed, helpful, wonderful, advisor"
"She is not all that..lectures are BORING,,, takes atendance and lower you score for missing class. not helpful...",3.9,"boring, takes attendance, not helpful"
Professor Unger was very clear about his expectations and good about communication. The material was laid out in a manner that you could work at your own pace for the most part. The journal was tough but that is because it required a LOT of introspection. Study guide for final was awesome. I enjoyed the class a great deal.,4.8,"clear expectations, good communication, laid out material well, work at own pace, tough journal, introspection required, awesome study guide, enjoyable class"
He is weird and very animated... he doesn\'t say much and sticks to his own opinion- no one else\'s matters. The TAs were more educational.,3.5,"weird, animated, sticks to own opinion, educational"
Brenda Adams is a great teacher. She is very helpful and understanding. Always willing to help everyone.,4.7,"helpful, understanding, great"
Dr. George is an excellent professor. If you do the work and go to class you will do fine. He is also very willing to help any students who ask.,3.6,"excellent, willing to help"
THis strong woman thinks he\'s the very best!!!!,4.3,"strong, best"
"i\'m so patient with teachers and never thought id have to ever drop a class until i sat through one of this guys lectures. Couldnt understand anything and did all the practice problems for the quiz and it still made no sense. i usually never complain, but do NOT take this guy!",3.0,"confusing, unhelpful, frustrating"
No Comments,2.7,NA
This professor loves teaching and really wants you to apply the information. The class is basically how to use the design principles to better your life and career - very motivational and directly useful for any major. And the class is an easy 4.0 as long as you pay attention to the details.,3.6,"motivational, passionate, detail-oriented, easy-going"
Took this class as winter mini. Lectures were all over the place which made it difficult to follow. Overall do not take her an online class.,3.5,"difficult to follow, all over the place, not recommended for online class"
"The class I took with him was Christian History, and Dr. Sawyer did a great job of hitting the main points and keeping class discussion on track. There was a fair bit of reading, a few short papers, one big paper, and no tests! Sawyer\'s a cool guy, very knowledgeable and a thinker. He does talk quietly, so ask him to repeat if you didn\'t hear.",3.7,"knowledgeable, engaging, organized, approachable"
"This was the second time I had taken College Algebra. Previously I had scored a C, with Prof Fenton I recieved an A. I really enjoyed her class, she took the time to explain things well and she had patience with everyone in the class.",3.7,"patient, explains well, enjoyed, A grade"
"Dr. E is by far the best professor I have ever had. She helps you understand the Spanish languages so well and she is very very nice. I high suggest taking her if you have the chance. She spends so much of her time helping you, its crazy.",4.6,"best professor, helpful, understanding, nice, high suggest, spends time"
Great professor! Clear on what she wants from you. I enjoyed going to the class. It was an interesting class you should take it with her if you can. It\'s Environmental Hazards and Natural Disasters.,4.3,"Great, Clear, Enjoyed, Interesting"
she sucked.....really bad....i didnt get any Fing help from her at all...,4.2,"sucked, really bad, didn't get any help"
No Comments,3.7,NA
"This class covers: corporate growth, debt & equity financing, and dividends. These topics are not taught in other courses. There are five projects. The math is not hard. Explaining the formulas can be difficult. Exceptional professor! Exceptional course!",4.2,"Exceptional professor, Exceptional course"
"Easy teacher, doesn\'t give any homework or any tests. only gave one because he had to he said. doesn\'t even read your answer on the test if its long he says. doesn\'t even pay attention if you show up to class. talks and rambles the whole time. but easy.",3.6,"Easy, no homework, no tests, doesn't read answers, doesn't pay attention, talks and rambles"
"Easy class. Knowing the cases that will be covered before had really pays off. Know his examples. They will be on tests. He throws no curves, and is concerned with his students. Excellent way to brush up/get hours for the CPA exam.",3.6,"Easy class, knowledgeable, examples on tests, no curves, concerned with students, excellent brush up, CPA exam prep."
"If you can take Dukes and avoid Lofton, DO IT. Your life will be so much easier. He is a great STATS teacher and I hated the subject. He is easy and helpful, and it is nearly impossible to get an A in any other CJ STATS course.",4.3,"great teacher, easy, helpful, recommended"
"April\'s GREAT. I had prior knowledge of ASL when I got here, but I think she\'d be great even as a first-year teacher. She\'s very conversational, gives great tidbits of information about Deaf culture that would never be in a book, and she\'s always willing to slow down and explain more. FYI: the classes are all in ASL because April is Deaf.",4.7,"conversational, informative, patient, Deaf-led"
great professor!,4.4,"great, professor"
"The worst teacher ever. Drop the class, lost my money the worst experience at miami dade.",4.6,"worst, teacher, drop class, lost money, worst experience, miami dade"
"as long as you took this in high school, you should be fine. most of the time he talks about the current events going on. easy to pass.",4.1,"easy, current events, fine"
"He\'s an absolute genius of a man, and that\'s not an exaggeration. Take a class with him and you\'ll see for yourself. He also personally grades all of your papers, even though the class is very large. He will always help you out if you ask him, too. If you\'re at all interested in the humanities, you need to take a class with Frederick Amrine.",3.8,"genius, knowledgeable, dedicated, helpful"
"I had Cooke for a once a week class for population geography. I thought that he was entertaining and kept the class relatively light considering some of the material. Only 2 exams and a paper for grades. I enjoyed the class and so long as you attended and took a few notes, you will be prepared for the exams.",3.2,"entertaining, light, enjoyed, prepared, attentive"
"boring, easy A",3.9,"boring, easy A"
"He puts you in a group of 3 and gives you ChemActivities to work on every day. He lectures for 5 min. and then leaves you with your group to figure out how to do chemistry. When I asked him a question he responded ""Look it up in the book"". This is a teach yourself class. Don\'t expect to learn anything from him. Worst ""teacher"" I\'ve ever had.",3.0,"unhelpful, unengaging, dismissive, uninformative, unresponsive, uninvolved"
Hes an overall great guy who\'s passion for films is evidently conveyed through he\'s lectures and comments. He has helped me become more critical in my analyzing of films and has created my love for French New wave cinema.,3.9,"passionate, great, critical, love, French New Wave cinema"
"Lectures are BORING and so hard to follow. But it is just all math, so its hard to blame him for that. Book is very helpful. I pulled an allnighter the nite before second test, just reading the book and got almost 100% without ever paying attentionin clas",3.0,"BORING, hard to follow, helpful, allnighter, 100%, not paying attention"
He is the best sociology professor in hunter. He knows his material very well. If you take good notes and read the reading assingments you won\'t have any difficulties in his class.,4.8,"knowledgeable, best professor, organized"
"WORST PROFESSOR EVER, hes def. on my worst professor list. This guy has so checked out of teaching its not even funny, hes close to retirement and it shows. He didnt even correct our papers he had his grad student do it so in reality we werent even writing for him because the grad student wasnt even correcting by his guidelines! He\'s so boring.",3.2,"WORST PROFESSOR, checked out of teaching, close to retirement, grad student correcting papers, boring"
Brent is a fun teacher. I hated the subject but his teaching is great.,4.8,"fun, great"
"Makes you think outside the box, one of the greatest teachers period.",3.6,"inspiring, great teacher"
"She is way too harsh when grading her essays. I never made below a 90 in my English class but I got 60\'s on my essays in her class. She thinks she\'s an English teacher apparently. I had to dumb down my essays to get an A. She did, however, let me re-write my essay, so she isn\'t heartless.",3.5,"harsh, grading, English teacher, dumb down, re-write, not heartless"
"I will admit Prof Burbank is a difficult grader, but I appreciate the high standard and always find myself working harder for difficult graders. I have taken numerous courses from Burbank and easily he is one professor I greatly admire and respect. I\'ve certainly learned a lot from him.",3.6,"difficult grader, high standard, working harder, admire, respect, learned a lot"
"Hard prof., boring man, old as the hills, nice but dry.",1.8,"hard, boring, old, nice, dry"
No Comments,3.1,NA
"trust me, im not one of those spoilt brats that like easy work or need my fone in class, but this guy, no!! do not take him.. his math classes make u feel dumb and stupid and he insults his students indirectly, i do not blame all the people who dropped his class, even if you are a math genius, ull hate math for the rest of your life.. DONT TAKE HIM",2.0,"unapproachable, insulting, challenging, demotivating, discouraging, negative"
"We had two papers, a podcast to listen and respond to, and reading every week. Told everyone upfront to expect 6 days/3+ hours of work. Gives commentary back for each assignment, however several times I noticed a confusing response and grade and upon reaching out, he got my work confused with another student. You have to be on top of your grades.",3.1,"organized, detailed, responsive, confusion, attentive"
"Good teacher, class isn\'t too hard. Only problem I had was my final grade was an 89.7% and I still got a B+! Oh well...",4.5,"Good teacher, not too hard, problem, final grade, 89.7%, B+"
No Comments,4.4,NA
she stinks,3.1,NA
"I had him for Molecular Evolution (Bioinformatics), and I have to say, I was impressed. He spoke about Genetics and Evolution with the greatest of ease - pretty good for a CS Professor. Excellent Professor.",4.2,"impressed, Genetics, Evolution, excellent"
"Good teacher. No HW or quizzes, just exams. Exams were difficult but open book. If you show up to lecture every day and ask questions it shouldnt be too hard. Also his grading rubric is VERY generous",3.2,"Good teacher, difficult exams, open book, show up to lecture, ask questions, generous grading rubric"
"Mr. Halperns assignments where not to hard, but when it comes to Mid Term and Final time consider yourself SOL on the meager notes that he provides you.",2.1,NA
"Some instructors insist their students memorize a bunch of unimportant facts, like dates or names. Good instructors make sure that the ideas seep in, and don\'t focus on useless details. Jeffrey is a good instructor. I feel like I genuinely learned, and I feel like my perspective on ethics have made a change for the better after finishing his class.",4.4,"Good instructor, ideas seep in, genuinely learned, perspective change for the better."
"This professor is quite possibly the best I\'ve taken so far. English is definitely his 2nd lang. but his teaching is better than all the other teachers i have taken so far. He grades extremely fair. And if your motivated, there is no reason why you won\'t get an A in his class. He is not confusing and easy to understand",4.0,"motivated, fair, easy to understand, best"
"She tends to be unorganized, messy with her handwriting and unattentive to the blackboard chat when we, as the students, try to correct her. It was to the point where I actually had to not go to her online class anymore because all she did was confuse me more than she taught me. All in all, I got an A by self-study and teaching.",3.5,"unorganized, messy handwriting, unattentive, confusing"
i won\'t suggest her to anyone who wants to succeed in Math 1130,3.0,NA
"Seems to understand what he is doing, but is easily the worst teacher I\'ve had at communicating what he is talking about to students. His lack of proficiency in English can be a challenge at times, although accent is clear. Can be incredibly rude at times, calling out students for not knowing answers.",3.7,"understanding, worst teacher, communicating, lack of proficiency, challenge, accent, rude, calling out students"
He really gets down to buisness. Class always got out a few minutes early and he always got everything in. Hes very helpful if you need help just go to him. The only thing that can be a downside is he went very fast. But if you ever missed something in the notes he was willing to give it to you after. Take all the notes and you have no problems,3.6,"efficient, helpful, fast-paced, accommodating"
This is a class with a lot of formulas involved. Stay on top of your work and don\'t get behind or you will never catch up.,3.2,"formulas, involved, stay on top, work, behind, catch up"
Nice teacher and he explains everything.,4.5,"Nice, explains everything"
"A hard prof and a tough grader, but the class will improve your writing tremendously. The books are interesting and the discussion is engaging. A good choice for intro writing.",3.4,"hard, tough grader, engaging, good choice, intro writing"
"The coolest and funniest teacher out there. Don\'t question this, just take any of this classes. You won\'t want to miss them. And this professor is pretty adorable. 2 EXAMS . 1 LOWEST GRADE DROP. UNDERSTANDS THE NEED OF STUDENTS. EXTRA BONUSES CREDITS, YALL @UTD",4.8,"cool, funny, adorable, understanding, extra bonuses, credits"
"Prof. Strong really cares about you. Yes, his tests are difficult but coming from a former professor from UT Health, what do you expect? He trains you for nursing school because keep in mind, nursing school is not easy. I recommend taking him if you can accept the challenge because in the long run, you will learn an awful amount.",3.5,"caring, challenging, experienced, recommended"
"A nice little guy. He wrote the book, so he knows what he\'s talking about. But he WILL put you to sleep. You have no choice though, because he\'s the only one who teaches this class. It\'s not bad though. Just make sure you take notes from his power points, and read when he specifically tells you to.",3.0,"knowledgeable, monotone, author, mandatory"
Not interesting very rude at times. Will not take again.,3.1,"rude, not interesting, NA"
"He is a really funny and good guy and I like his personality. Class was also cancelled a cancelled a couple time, so that was nice. The in class workdays are optional so if you don\'t want to go on those days, you don\'t have to. The feedback he gives is confusing and the answers he gives aren\'t very straight forward sometimes.",3.3,"funny, good guy, personality, cancelled class, optional workdays, confusing feedback, not straightforward"
sometimes smart people are hard to approach. he knows what hes talking about just is very unique in his delivery.,2.9,"smart, hard to approach, unique"
"Awesome teacher. I looked forward to going to his class. He\'s funny, helpful, and caring. You have four homework assignments (which are just a paragraph each), you need to do a ten minute presentation, you have to read a GOOD book and write a summary about it *thats the final* his class is easy. He\'s such a nice man. His class is fun!",4.8,"awesome, funny, helpful, caring, easy, nice, fun"
"Jerry is a very nice guy outside of class, but two or three times he singled out students during lecture seemingly for the sole purpose of assuming they had made a stupid mistake, for the sake of discussion. His organization was poor, and I think he has somehow gained a monopoly over this course. Others could teach it far better.",4.4,"rude, disorganized, monopolizing"
this is mos def not an easy a. you really have to work your butt off. i dont recommend her unless you have all the time in the world to study!,2.5,"difficult, hardworking, time-consuming, not recommended"
"I actually went to the University and forged a complaint against him because he was at the point (back in 02) where he couldnt write clearly anymore, everybody in class would ask him to translate his writing, which are part of his lectures, all done on an",1.8,NA
"Great professor but something you should know right off the bat is that tests arent multiple choice. Theyre matching, true and false, and a type of fill in the blank. He knows a lot of interesting facts but the textbook isn\'t really necessary. You need to study but he offers a lot of help. You never use the textbook so don\'t buy it",3.7,"Great professor, tests not multiple choice, interesting facts, textbook not necessary, offers help, don't buy textbook

Tags: Great professor, tests, interesting facts, textbook, offers help"
"He doesnt teach well, he talks to the board and doesnt answer questions. he wont help you if you have a problem with your grade and he isn\'t very organized.",2.4,"unhelpful, disorganized, unresponsive, detached"
