comments,star_rating,tags
This is by far the worst instructor I have ever had. She takes for ever to grade assignments but yet she never takes the time to correct her typos. It\'s like she leaves them on purpose. Her tests are really hard and most of the things she tests you over are not in the book or lectures.,1.5,"worst instructor, takes forever to grade assignments, does not correct typos, leaves typos on purpose, tests are really hard, tests cover material not in book or lectures"
"Whether or not you like him will depend on your style. Dr. B gives a lot of hw and tests frequently. This is actually helpful because you get a lot of opportunities to make corrections to your grade. 7 or 8 tests total, 3 of which are in class with a group. He talks a lot and often doesn\'t finish lecture, so prepare to spend time in the TA help lab",4.0,"helpful, frequent tests, corrections, talkative, TA help"
"[Im continuing my review from the one below] The other comments seem ridiculous. Her looks don\'t matter, it\'s about how she can help you. If you are not afraid to ask for help take her. She won\'t push you away. She does have a little tardy issue but that just means you can be a little late yourself. I wish she was teaching 131 this semester!",2.4,"helpful, approachable, understanding, punctuality"
Awesome teacher! I luv her class!!!!,4.5,"awesome, luv"
Go to class and read the assigned material and you shouldn\'t have any problem with your grades in the class. Although he tends to go off into tangents about weird things sometimes so his lectures aren\'t always the most interesting.,2.6,"- knowledgeable, organized, tangents, uninteresting"
"This by far one of the most knowledgeable professors WMU has. Her class was tough and she makes you work for it but if you go to class and actually study the in class notes you wrote (that is exactly what is on the exam BTW), you will pass and more importantly LEARN. Probably wont get an A though. DO NO BUY THE BOOK DO NOT BUY THE BOOK!",4.7,"knowledgeable, tough, makes you work, pass, learn"
"Gay is a wonderful professor! I have taken her for two courses (ARH 390W and ARH 498). Each course consists of 2 papers and 3-4 Image Exams. Class consists of her opening with a fun video and lecturing with a PowerPoint. No notes need to be taken, she practically gives you the exam on the study guide. Great class and great professor!",4.8,"Wonderful professor, Fun, Engaging, Clear, Organized, Helpful, Great class"
Courses taught are very boring and structured poorly. You\'d learn more alone.,2.8,"boring, structured poorly, NA"
"Excellent, Innovative. Higher Ed\'s best",4.1,"Excellent, Innovative, Higher Ed's best"
worst prof ever. no one got higher than a B in the class. He told us that the semester would get better as it progressed as long as you applied what you\'ve learned... for the term essay (worth 35%) the class average was a D+. He\'s the kind of prof that never made it further in his field and is taking his frustration out on his students.,3.0,"worst, B, D+, frustrated"
"Almost 40 years later, I remember Peter Bloom for inspiring me to become a scholar. Peter taught me the joy of reading critically, writing well, and thinking logically. He changed my life, and I am grateful.",3.5,"inspiring, scholar, joy of reading, writing well, thinking logically, changed my life, grateful"
"Dr. M. Jackson-Jones is the professor everybody wants. She is always on point, very knowledgeable, understanding, charismatic, and interesting teacher. I had her for World Literature and there simply isn\'t a better teacher. She doesn\'t play any games and definitely doesn\'t put up with foolishness. She gives and deserves respect. RESPECT",3.5,"knowledgeable, understanding, charismatic, interesting, respectful"
"Amazing prof, really cares about his students. Posts very detailed notes online to make sure everybody understands. Lectures are entertaining and funny. Assignments are very interesting. Exams are fair and the exam material is explicitly laid out beforehand. He puts emphasis on the exactness of communications to avoid any ambiguity.",3.8,"caring, detailed, entertaining, funny, interesting, fair, explicit, emphasis on exactness"
Dr. Renick is the best professor. She knows her subject and explains everything very well. Very fair...,3.0,"best professor, knowledgeable, explains well, fair"
Very amusing and funny prof. Exams are easy if you read all chapters before exam and attend all lectures. exam format: 40 MC (2 pts ea) and 2 Applied free resonse problems broken into parts (10 pts ea). Final format: 1st part: 3rd non-cumulative exam (same as above). 2nd part cumulative: 40 MC drawn from practice online quizzes (identical! easy.),3.8,"amusing, funny, easy exams, lectures, cumulative, practice quizzes, identical"
"Craig loves photography and loves to teach it. He gives out weekly assignments, but they\'re typically easy. He\'s always a joy in class and teaches tips and tricks in photoshop that most people didn\'t know. He\'s been using photoshop since version 1. Take digital imaging from him, he\'s much more experienced than others teaching it.",4.8,"passionate, knowledgeable, engaging, experienced, skilled, helpful"
If you take this teacher online he is useless. Don\'t know how to work ecampus will receive incorrect grades and when you email him about it good luck getting a response,3.6,"useless, unresponsive, incorrect grades"
Has lots of experience.Very approachable. In this field we need a caring side for patients and not just Porfessor side. They both work together. She has it!,4.3,"experienced, approachable, caring"
"Solid choice for Accounting 1, wonderful professor! Highly recommend!",4.1,"Solid, wonderful, highly recommend"
Very helpful! He really understands students and is willing to work with you. One of the best professors I\'ve ever had! Really funny as well!,4.2,"helpful, understanding, willing to work with students, best professor, funny"
"She is known as ""failing feth"" she doesnt care about her student\'s grades at all and if you ask for help she laughs at you. I disliked her.",2.1,"unhelpful, uncaring, disliked"
This is the best professor I have ever had! She is extremely knowledgeable and does everything to give that knowledge to her students. Information I learned there has lasted throughout my entire college career. She is a great friend and cares about the lives of her students both in and out of the classroom. Take her class. It will impact your life.,3.7,"knowledgeable, caring, impactful, friend"
"Okay, so the trick with Kaminsky is you go to him every chance you get to check your projects. If you follow the examples you\'re given and he approves of it you\'re basically golden, otherwise, you\'re in trouble. Probably gave me the most anxeity of any professor I\'ve ever had though.",2.9,"demanding, meticulous, high expectations, anxiety-inducing"
"Well, he\'s not lining the bottom of the barrel, as some film profs are--(cough)Hendricks. However, he\'s tempermental and terribly unclear about what he wants. No effort is really required, so I\'d recommend his class to 4:20- types.",2.8,"temperamental, unclear, no effort required, recommend to 4:20-types"
"he was very nice, and definitely helpful, and his sense of humour really grows on you...he was overbearing during the male reproductive unit, but otherwise pretty good...his exams are brutal though",3.5,"friendly, helpful, sense of humor, overbearing, brutal"
rambles uncontrollably. In general he is a nice guy but completely out of his league teaching accounting. He reads straight off the slides that are all posted on sakai & can barely answer questions. His whole section of the lodmod project is a mess and he cant even help you because he is using another professors outline. This class is a mess,3.3,"rambles uncontrollably, nice guy, out of his league, reads off slides, barely answers questions, mess, using another professor's outline"
"The best English teacher at NACC. Dr. Huntley is funny, intelligent, thorough, and interesting. If you hate English like me, take her; you\'ll learn, but you\'ll have fun doing it. Also, wear Alabama colors. ;)",4.4,"funny, intelligent, thorough, interesting"
I like him because I understand him when he teaches me in class.,4.0,"like, understand, teaches"
No Comments,3.9,NA
"Best Professor, Ever! Even had our class over to his house for dinner!",4.9,"Best Professor, Ever, NA"
No Comments,3.8,NA
No Comments,5.0,NA
"Online class. Could take quizzes and tests over until you make a 100, just manage your time so you can do that. He\'s not much help when you email him. You aren\'t allowed to see the Midterm or Final and my grades were very low compared to tests, so I suspicious about the answers. One test didn\'t have them all loaded into the system. Not good to me.",1.9,"online class, quizzes, tests, time management, low grades, suspicious answers, unhelpful, not loaded, not good"
"I really enjoyed Ted Magder! His lectures were interesting and relevant. I appreciated his interest in his students opinions on current events and his humorous approach to teaching. Also, he HARDCORE reminds me of Steve Jobs.",3.8,"interesting, relevant, appreciated, humorous, hardcore"
"Frampton\'s classes are very old-fashioned, but he still seems to spark my interest. Just read his chapter before class & you will totally get his referenced, witty jokes.",3.6,"old-fashioned, sparks interest, witty"
One of the best professors I ever had. Genuinely cared about the material she taught and wanted to get you to appreciate literature more and become a better writer.,5.0,"best, genuinely cared, appreciate literature, better writer"
"Obviously loves history. This class is not an easy A, but you can do well if you go to class and do the reading. On the historical analysis papers, it\'s important to show that you understand why they are historically relevant, rather than just regurgitate them.",3.2,"passionate, challenging, engaging, knowledgeable"
"College geometry is a self taught course. She literally doesn\'t teach anything. If you don\'t know what proofs are or have a good sense of geometry, this class is NOT FOR YOU! She doesn\'t teach, she expects you to already know everything and if you don\'t know she won\'t help you.",2.3,"- self-taught, 
- doesn't teach, 
- expects students to know everything, 
- unhelpful"
"great! understandable, approachable. slides are clear, come straight from book, but i would suggest getting it anyway bc its helpful. requires work but saffran is the way to go for sure!",4.3,"approachable, clear slides, helpful, requires work, great"
"I took a 3 week summer course with Foreman. The class was brutal, and I don\'t recommend the summer course. Foreman is a great guy, knowledgeable, entertaining, and fair but one of the toughest profs for this class. You will do about 10 case studies, have 2 tests, 2 group projects, and a presentation. If you do all of the work Foreman will pass you.",3.0,"tough, knowledgeable, entertaining, fair, demanding"
No Comments,4.3,NA
"jerry is the man, definitely my favorite math teacher i\'ve had at wwu",4.4,"friendly, favorite, engaging"
"Great Professor. Very interesting guy. def take this class. If you take good notes and skim the text book the tests aren\'t too bad.Explains everything well, warm person.",3.8,"Great Professor, interesting, take this class, good notes, skim the textbook, tests aren't too bad, explains well, warm person"
I love JJ!!!! I took her for every class that I could. She was like a grandmother. She brought tea and snacks to class and allowed you to really be able to sit back and enjoy English and Literature without having to stress out about your next paper,4.3,"loving, caring, grandmotherly, accommodating, nurturing, thoughtful"
All i can say is if you want to learn in this class take someone else.,3.6,NA
I took into to cinema studies from her and loved it. Great teacher which allot of film experience. She will work with you to sharpen your writing skills. One of my favorite professors here on campus! Just be prepared to think outside the box about movies.,4.5,"Great teacher, film experience, sharpen writing skills, favorite professor, think outside the box"
good easy going guy... realy boreing tho you will fall asleep!! A++,4.5,"good, easy going, boring, fall asleep, A++"
"I have never been able to understand this subject until I took her class. She offers Extra Credit questions on Exams, making it much easier to get a higher score. Very clear and straight forward and is always willing to help if you go to her for it. Overall you could not ask for a better Professor! Highly recommended!",4.7,"knowledgeable, helpful, clear, straightforward, offers extra credit, highly recommended"
3.5 average and this class is going to bring it down. VERY difficult exams. Do not take class,3.2,"difficult exams, do not take, low average"
I just finish taking her class in Summer B (six weeks course) her class was heaven easy. I got B. I thought she was going to be harder but really she wasn\'t.,3.5,"easy, heaven, B"
She is very nice and caring. She\'ll help you when you need it! So far this class has been easy yet full of information. I would take her again if I could!,4.4,"friendly, caring, helpful, easy, informative"
"This class and the homeworks are by no means impossible if you take notes in class.He doesn\'t want to simply feed you formulas, he wants you to UNDERSTAND them and their applications, and that involves physics sometimes. In a word (or 4) he is friendly, funny, intelligent, and HELPFUL!",3.2,"friendly, funny, intelligent, helpful"
"It\'s difficult for me to rate him accurately because I already knew everything covered in CS 100 so I found the class pretty boring. Prof Cohen was still pretty interesting though because he tends to go off on tangents, although that might have a negative impact on someone who doesn\'t know the material from which he is digressing.",4.2,"boring, interesting, tangents"
very knowledgeable. hw from the textbook doesnt really help with preparing for tests. getting the solutions manual will really help (several of our problems couldnt be solved or had errors in the solution). he made a lot of mistakes working problems in class which made it easy to get confused. his multiple choice are pretty tough. Overall great guy,4.5,"knowledgeable, solutions manual, mistakes, confused, tough"
"Final grade may be 50% participation but speaking in class is really not required. I spoke about 4 times, got A\'s on papers and got an A- in the course. I think as long as she recognizes that you are reading the texts and you are paying attention in class, you\'re good in her book. If you don\'t mind reading, take her!",3.3,"approachable, understanding, lenient, fair, paper-focused"
"Great teacher. It\'s a fun subject and she is organized and clear about what she requires. The midterm and final are extremely straightforward (just do the readings at some point). The research paper is work, but the fact the subject matter is interesting, so it goes by fast. I would definitely recommend this professor and class!",4.0,"Great teacher, fun subject, organized, clear, straightforward, interesting, recommend"
"Love this class and teacher is so nice, puts everything into perspective. He is very clear, and very fair! 6 quizzes drops 2, 3 tests drops 1, one paper , and a final. Class is 90% lecture based, so showing up is important, but he leaves it up to you. Would take another class with him any day. Favorite teacher at Moorpark so far!",4.8,"nice, clear, fair, lecture-based, favorite"
I had her for newswriting and she is very unclear and tests are over too much information to even study for. Most assignments seem unplanned and on the spot most days. There are no power points provided and you\'re basically on your own. I do not recommend this teacher if you\'re truly interested in news writing and enhancing your skills.,2.7,"unclear, too much information, unplanned, no power points, not recommended"
Do not take him.,2.1,NA
"No textbooks, no midterms, no quizzes, no finals. 3 papers (2 responses and 1 final paper). Your presentation is based on your final paper. Attendance is mandatory (usually sign-in sheet). If you do not write the way he wants you to write, expect a highest of a B-. Hard to understand him but his style of teaching is recommended. Just participate!",2.9,"mandatory attendance, recommended teaching style, challenging grading, participation encouraged"
Made class more enjoyable and made a rather complicated subject understandable. Has available office hours before class and is always willing to help. He is also one of the goofiest and funniest professors I\'ve had!,4.3,"enjoyable, understandable, available, willing to help, goofy, funny"
Professor Travisano was and I presume still is second to none.,2.8,NA
A info crammer pure. He will assign a chapter and a quiz after each class. Which is easy to skate by. is unmerciful and lets satan write tests,4.1,"info crammer, pure, easy, unmerciful, satan, tests"
Brooks is not a good professor. He lectures very heavy and if you don\'t pay attention you won\'t pass. Tends to make fun of students and can be funny at times but other times he takes his jokes too far to the point where he is very disrespectful. He will not change the way he teaches the course so don\'t bother taking him for biodiversity,3.5,"disrespectful, heavy lecturer, makes fun of students, funny, won't change"
Worst teacher in my opinion.,4.0,"worst, teacher"
"Everyday is a class discussion & it\'s SUPER easy. You couldn\'t have an easier class. He takes attendance everyday, but only has class on Mon & Wed for the MWF class. You turn in a two paragraph research paper instead of coming on Friday & it\'s so simple. He reads off the answers for his tests, so write down what he says. Easy A.",4.1,"easy, class discussion, super easy, attendance, simple, two paragraph research paper, reads off answers, easy A"
