comments,star_rating,tags
Just talk for the time he wants you to and do your outlines and speaker critiques and youll be good! Really easy and laid back. Watched a lot of movies,3.2,"easy, laid back, movies"
No Comments,2.8,NA
"Jerry is an amazing teacher. He\'s super helpful and involves everybody in the class. He\'s super easy to talk to-- in office hours and out. He takes time to learn about each one of his students. His class is so much fun-- he\'s hilarious! He\'ll make you like math more than you did previously, guaranteed.",4.4,"amazing, helpful, involves everybody, easy to talk to, fun, hilarious, caring, engaging, likeable"
No Comments,2.1,NA
Not so good.,3.9,NA
I was expecting more?,4.3,NA
"I took her class this spring. Even though her class was not really easy, if you study hard, it won\'t be problem to get good grade. SHe cares about her students a lot, and helps students how to study. She is a very good prof.",2.8,"hardworking, caring, helpful, good prof"
James is a fantastic teacher. If you bomb the midterm or final it will not kill you. The inquizzitives he gives are impossible to fail and are an easy A. He is heavy on reading. The debates he gives are fantastic and another easy A. I would definitely take him again!,4.2,"fantastic, easy A, heavy on reading, debates, fantastic"
"Interesting, wants everyone to succeed, nice guy, sort of grandfatherly. Seems to really like students and teaching.",4.1,"Interesting, wants everyone to succeed, nice guy, grandfatherly, likes students, teaching"
"Teacher thinks he is hilarious and tries to get everyone to give him a courtesy laugh almost every minute of the class. His test grading is ridiculous. If you don\'t have his exact same opinion on the writing portion, you will fail.",3.1,"funny, opinionated, strict"
"I disagree with the other people\'s comments. He takes a very subtle approach to teaching it, but asian philosophy is a very subtle subject. He really cares about the subject and gives a lot of leeway when it comes to picking your paper topics. Not boring.",2.3,"caring, subtle, leeway, engaging"
"Pratt should never, ever have become a professor.",4.0,NA
"All in all, a great professor. While her tests can get rather hard, she gives bonus points to make up for it, and even once gave us 25 bonus points on a 100 point test. There are only three tests and a final. If you work hard and put in the effort, you will easily get an A. She is willing to help you. The only way to fail her class is to be lazy.",2.5,"great professor, hard tests, bonus points, willing to help, high expectations, motivates students, generous with grading, fair grading, high standards, supportive, encourages hard work, no room for laziness"
No Comments,2.6,NA
"Hard grader, but her comments are very helpful. Very friendly and approachable. Lots of reading and critical analysis of the text. Took the class during summer and had to write 3 papers, no midterms, and a fairly difficult final. Lots of in-class writing. I would recommend her if you want to improve your writing and analysis skills",4.2,"Hard grader, helpful comments, friendly, approachable, lots of reading, critical analysis, summer class, 3 papers, difficult final, in-class writing, recommend, improve writing, analysis skills"
"I thought to myself upon entering her class.....wow, she is a die-hard liberal, and I am NOT going to be happy. However, I would recommend her to everyone considering Poli Sci. She will open your mind to things you previously have never thought of. I can truly say she is brilliant; a little scattered, which hurt the class....but brilliant.",3.6,"brilliant, open-minded, passionate, knowledgeable, recommended"
"Where do I begin? Dr. Waterhouse has to be THE BEST professor I\'ve had at CalU, thus far! She\'s extremely kind and caring, not mention helpful. I had her for Wednesday night class and she actually made me WANT to go to class. I definitely recommend her to everyone. :)",4.4,"kind, caring, helpful, best professor, recommend"
She takes off points for simple arithmetic. On our last test she made us memorize ten problems that were all fairly similar. She did so because she thinks we should compete with her calculus class. She rarely teaches from the actual book and instead teaches from her own notes which are not available unless you copy them.,2.8,"strict, competitive, unorthodox, unhelpful"
"Very hard, Don\'t take.",2.7,"hard, don't take"
He gives very tough homework assignment on programming. Programming in Internet Protocol class!!! yes.. his teaching is bad.. he just go over the text book builted powerpoint and read what the slide say.. i do not recommend taking his class. so beware!!!!,3.0,"tough, bad, recommend, beware"
"Very nice man. Fair grader, responsive to questions. At first I thought the class would be boring, but it was interesting. Do the study guides!",3.9,"friendly, fair grader, responsive, interesting"
Hyde is by far the best professor I\'ve had at SPSCC. His criminology class was extremely interesting and I learned a lot from him! The lectures could sometimes be dull but he would tend to tell personal stories to liven things up. The homework load was minimal and we hardly ever used the book in class. You need to take a class with Hyde!,4.6,"best professor, interesting, learned a lot, personal stories, liven things up, minimal homework, hardly used book"
"She is one of the best writing profs. at U of M...if you get the opp. to take a class with her, grab it!",3.4,"best, writing professor, U of M, grab opportunity"
"I dont know what the hell these guys are going on about she is absolutely the sweetest person in the school. Classes were a breeze, literally have the lectures posted up on blackboard so no missing any notes. Exams she would go over with you before class. She doesnt expect you to be a rocket scientist ... just want you to live a healthy lifestyle.",3.3,"sweetest, breeze, lectures posted, exams review, supportive, healthy lifestyle"
Haynie\'s class is amazing. We have some deep discussions sometimes and it is interesting. We also missed alot of classes and got out early often. Reading material is very interesting too. This was an awesome class. Recommended A+,4.7,"amazing, deep discussions, interesting, missed classes, got out early, reading material, awesome, recommended, A+"
Chem 103 was a little tough. His notes are sporadic and random. He goes out of the book so don\'t depend on your notes. He isn\'t very clear about most things but he does love what he does! The tests ask a lot of random minor things you barely cover so know everything. He has a major grading curve so that is nice but the tests are pretty tricky.,3.0,"tough, sporadic, random, unclear, loves teaching, major grading curve, tricky"
"He is really awful professor, and he does not seem like helping student during office hours.",3.8,"awful, not helping"
No Comments,4.0,NA
Super easy. show up to class. take some notes. stay for the films. only 2 tests (midterm and final) both are open note and open book. and one extremely easy paper. no reason for anyone to get lower than a B. He\'s a no BS kind of guy. He knows what he is talking about.,4.6,"easy, open note, open book, easy paper, no BS, knowledgeable"
Good if you are prepared to take responsibility for your learning and review a lot outside of class,4.0,"responsible, prepared, independent, self-directed"
"I had him several years ago but what he says still haunts me to this day as I pursue a career in film: ""How bad to you want it?""",3.5,"motivational, impactful"
Lots of book reading but not much else.,3.1,NA
To do well on exams you have to know the concepts well. She does a good job of explaining in lecture and provides good examples. She\'s a very straightforward professor and the exams are fair.,3.0,"knowledgeable, good at explaining, straightforward, fair"
Not helpful. Not consistent with what she said would be covered on midterm/exam. Telling stories not teaching. It is supposed to an awesome course with real life information needed and practice - The prof is away from it.,3.3,"Not helpful, inconsistent, telling stories, not teaching, not awesome, away from real life information, not practicing - NA"
You\'ll spend a lot of time outside the classroom reading the text and writing summaries and a lot of time inside the classroom watching videos. If you keep up with the assignments it\'s tough to fail this one.,4.0,"tough, engaging, structured, informative"
"This man will reply to your e-mail in less than 5 mins. i swear! Very hard for intro to media industries much easier for internship seminar. in all, fantastic professor, super passionate about what he teaches. by far, the most useful class i have taken at fordham",4.1,"passionate, responsive, fantastic, useful"
"Gives good examples. The test questions were either examples from the book or problems from the back of the book. Taught slightly different methods from what the book said. If you go to class, pay attention, and take good notes, it\'s easy to get a good grade.",3.5,"- good examples, test questions from book, different methods, easy to get a good grade"
"A lot of reading outside of class, but class itself isn\'t stressful. He\'s very nice, and realizes that his students have lives outside the classroom.",4.0,"nice, understanding, not stressful, a lot of reading"
"He\'s all over the place, you leave most classes feeling like you didn\'t learn anything at all. Since attendance isn\'t mandatory it makes you not want to waste your time and stay home, he\'s nice though so not a tough grader.",2.6,"disorganized, ineffective, nice, lenient"
She is nice.,2.3,nice
"Extremely difficult, but doable. Be prepared to study at least a couple of hours everyother night to stay on top of the subject. Between lecture and lab, you\'ll do about 12 hours of work a week just in bio. Do this and you MIGHT be ok. Take bio only if you are seriously into it.",4.5,"difficult, doable, prepared, study, lecture, lab, work, bio, seriously into it"
"The worst teacher I ever had. So negative about everything, not understanding, and just plain unfair to people she doesn\'t favor. HIGHLY RECCOMEND TAKING THIS COURSE FROM DR.SHAW",3.7,"negative, unfair, not understanding, favoritism"
"Every professor should be like Professor Kozbelt. He was, hands down, my favorite teacher in college. I still miss his class one year later. Yes, stats is a challenging class, but for people going into this field and wishing to succeed, challenges need to be overcome. This teacher will fully equip you with what you need if you want to do well.",4.7,"favorite, engaging, supportive, challenging, equip, succeed"
"Excellent, best professor ever!! He is the greatest!!",4.2,"Excellent, best professor ever, greatest"
No Comments,3.5,NA
"Helpful, clear. Allows you a good amount of freedom in his papers.",4.4,"Helpful, clear, freedom"
"Her class is a little bit of a challenge, lots of memorization, BUT she is the coolest teacher. She makes class enjoyable and humorous most of the time. She even plays movies of some of the stories :]",4.7,"challenging, cool teacher, enjoyable, humorous, movies"
He is a cool professor to have and i think he made the class kind of fun. I would recommend him for any class since Dr. Ibrahim i very helpful and will try to give real life examples to chemistry problems.,4.0,"cool, fun, helpful, real life examples"
He is a great professor. No class on Friday and hardly any work. The work is easy and so are the exams. I highly recommend taking a class taught by Dr. Holcomb.,4.1,"great professor, easy work, easy exams, highly recommend"
Class is rigorous. You must read the book to do good on the quizzes. The test are not related to the book. You must go to class. You must also have a good understanding of theories pertaining to developing nations,2.3,"rigorous, must read, quizzes, not related, must go to class, theories, developing nations"
"Wow...hard course to begin with, but the lecture diagrams didn\'t make it any easier.",2.9,"hard, lecture diagrams"
"She seems very nervous when reading her notes word for word. Theres long awkward pauses. She just really needs to learn how to teach,not how to read to us. She giggles randomly which gets very annoying. She only wants you to memorize info. Someone please help her! The world doesnt revolve around just healthcare airplanes memorizing!We need to learn",3.8,"nervous, awkward pauses, needs to learn how to teach, annoying giggles, only wants memorization, needs help, world doesn't revolve around memorizing"
"Julia Rocks, she is so much fun top talk to! Love the Simpson quotes!",4.5,"fun, engaging, enthusiastic"
She is understanding and interesting. Just pay attention to her. She knows her stuff.,4.1,"understanding, interesting, knowledgeable"
"Funny, interesting, knowledgeable and an overall great teacher and person.",2.8,"Funny, interesting, knowledgeable, great, teacher, person"
Dr. Cawthorne is the bomb diggity of a teacher. She is extremely helpful and accommodating to those that are truly interested in learning. She cares about her studeents.,4.7,"helpful, accommodating, caring"
No Comments,2.1,NA
"Prof. Golden was the most helpful teacher I have ever had. I missed some tests and she let me write papers to make up for it. Class is pretty easy, straight forward.",3.7,"helpful, easy, straightforward"
Comes off as an ancharcist hippie,3.6,"anarchist, hippie"
"She is very difficult to understand, and I don\'t think she understands the questions you ask either because she very rarely answers them correctly. If you understand the subject you will be fine. She scales ALL of the tests and drops the lowest one excluding the final VERY easy class but she is an irritating teacher.",3.8,"difficult, rarely answers correctly, scales tests, drops lowest, irritating"
"me very hard working student & I take things very serious. She is 2 cold and her way is right way. Her thread discussion is plain useless & WASTE of time 4 every1. I would NOT recommend anyone 2 take her. If I ever have her again in my wildest dream, I swear 2 god me going 2 drop out of her class 4 I breath with the same air as she is. I hate her",2.8,"strict, serious, cold, useless, waste of time, not recommended, drop out, hate"
this is agood instructor--the best one teaching type. the others are dull and boring. u can tell he really cares about and knows type and design. and yeah he\'s a little hot. kinda strict about getting work done and hates excuses but its usually managable. really learned alot how to work with type and be a good desniger.,3.2,"good instructor, best teaching style, cares about students, knowledgeable, strict but manageable, passionate about design, high expectations, effective teaching"
"He is a really smart guy; he\'s just misunderstood. He is a really good teacher for me and I did learn a lot from him. He brought in Ginko Banobo leaves for the topic memory in Cognitive Processes class, and since then, whenever I walk by the ginko trees in front of ECC I remember him and his teachings on memory.",2.8,"smart, misunderstood, good teacher, learned a lot, creative"
"I liked him, thought he was an excellent teacher. At first I found him slightly unapproachable, but after I had to go to him for help he was great and helped me out. Just don\'t get behind in class.",4.4,"liked, excellent teacher, unapproachable, great, helped, don't get behind"
"Very knowledgable and pretty funny. Isn\'t the best explainer and is terrible with answering questions in class. Gives a lot of small papers and tough quizzes, but grades decently. Class can be boring at times and never gets cancelled.",4.7,"knowledgeable, funny, terrible, tough, decent, boring"
"A+, good teacher, makes u learn and think. Has an accent; uses great vsual help",1.8,"knowledgeable, engaging, accent, visual aids"
"Best professor I\'ve had at UVU. If you show up, pay attention, participate, and read you\'ll learn a lot and get a good grade.",4.2,"Best professor, engaging, knowledgeable, helpful, effective, organized, high expectations."
Raymond is such a great guy. He really knows the industry and tells great stories. He really gets to know his students.,4.3,"great, knowledgeable, engaging, personable"
Best Prof Ive ever had.,4.7,"Best Prof, Ever had"
"Mr Unger is a great teacher! I took his online class for HUM 2210. He states everything clearly as far as deadlines, and objectives. He is understanding and helpful. I would do a few quizzes a week and reviewed those for the final and passed. Turn the Journals in on time they are a great portion of your points. Very self paced, relaxed class!",4.8,"great teacher, clear instructions, understanding, helpful, self-paced, relaxed class"
"He cares about the formats more than the essay. I wrote a very very good informative paper, and i got 65% because my outlines weren\'t the way he wants them to be. Very picky.",4.1,"picky, cares about formats"
When I read that Dr. Douglas was a good adviser it shocked me. Any time you visit it seems like he is inconvenienced. Along with that he couldn\'t even explain how to add a minor/certificate. Had no interest except to push for 12 credit hours (no faith in students\' abilities). He should be thankful for tenure.,2.0,"shocked, inconvenienced, couldn't explain, no interest, pushy, no faith, thankful, tenure"
I really learned a lot in her class,4.6,"learned, class"
there really is never a dull moment with dennis around! he not only teaches a class but he makes sure that you are LEARNING. some of the other NIMS profs. should follow his lead.,3.9,"energetic, engaging, passionate, effective"
"He is awesome. ALEKS is obnxious but all Math310s have to do it. He gives quiz outlines, explains everything, is clear....it\'s a very simple subject as well - especially if you\'re into Math. He is flexible and approachable. He didn\'t make any students feel dumb like I would have....EASY A.",4.1,"awesome, clear, simple, flexible, approachable, EASY A"
This is by far one of my worst math teachers in my entire life. Does not explain many things on the tests. Loncapa is much more difficult than it should be since it does not give you the right answer when trying to teach the math to yourself. I highly recommend not taking this class with him. Any other teacher is probably a better option.,3.7,"worst, does not explain, difficult, does not give right answer, not recommended, better option"
Loved it,4.2,NA
"I expected this class to suck, and for me to suck at it. But I was proved wrong on both.",4.2,NA
The best in the world. Easy A++++,4.7,"best, easy, A++++"
"I LOVED THIS CLASS!! As long as you don\'t miss alot & do your homework, there\'s no way that you couldn\'t have at least a B in this class. I rarely studied & got an A. He makes class fun to sit through by telling stories or jokes. Everyone needs to take him for college level algebra!!",3.1,"Loved, fun, stories, jokes, college level algebra"
"This teacher is terrible, tells stories half the time and although he is hard on you, it doesn\'t help if he does not teach much.",4.1,"terrible, hard, does not teach much"
"He is extremely boring. He also is not clear as to what constitutes an A. On the positive side, we got out early on every speech day.",2.1,"boring, not clear, positive, early"
Slightly crazier then a can of dried peaches.,2.2,crazy
"Honestly, Professor Cawley is a really great professor. However, in SAGES the prompts for his papers can be a bit unclear and the grading criteria aren\'t exactly made clear.",3.3,"great, unclear, grading criteria NA"
WOW!!! He was awesome and helpful! Loved his class wish he taught 1102.. Only wrote 5 papers and no final!!!,4.0,"awesome, helpful, loved, wish he taught, no final"
He doesn\'t explain anything. Most people get D\'s on the tests. Horrible teacher,2.7,"unhelpful, poor explanation, low grades, ineffective"
he is a really nice guy and is really funny..however for bio 102 he hasnt been the best teacher..usually posts important lectures online without explaining them and goes into a lot of depth on lectures that aren\'t that important..shows boring videos youre not tested on (pointless) and wastes class time..doesn\'t have his priorities straight.nice guy,4.0,"nice, funny, not the best teacher, important lectures online, goes into a lot of depth, boring videos, wastes class time, doesn't have his priorities straight"
She is an extremly nice lady. Her teacher is clear sometimes and not others. She doesnt teach everything in the homework so get it done before to ask questions. She lets you use a cheat sheet for her tests. Overall if you just do the homework and spend a little time you can easily get a B. Not to bad of a class. Gives extra credit to help you,3.0,"friendly, clear, inconsistent, helpful, lenient, fair, offers extra credit"
No Comments,2.6,NA
Yeah....up to date on current events....so he reads the newspaper. This guy uses discussion of current events as a crutch because he doesnt know the real material very well. Course was way too easy. A waste,4.0,"knowledgeable, up-to-date, relies on current events, crutch, easy, waste"
"He\'s probably the best professor I\'ve had. He really cares about his students and really prides in his lectures. In addition, his lectures are all available online just for anyone to use. The assignments he gave were easy, all you really need to do is attend his classes and you\'re all set. Plus his stories are great. His final was easy. Take it!",4.6,"best professor, cares about students, prides in lectures, lectures available online, easy assignments, great stories, easy final"
"Sharif was a great choice for fluids. He was very clear in grading criteria, explained things very well, and kept the class moving at a good pace. I took the class during the second summer term, but even though the class only lasted about a month, the work required to do well in the class was very manageable. I would recommend taking Sharif.",2.9,"clear, grading criteria, explained well, good pace, manageable, recommend"
No Comments,3.9,NA
HOT!!!!,4.1,NA
If you ask her for help she\'s very helpful.,4.5,helpful
Prof. Phillips was awesome! She is an extremely kind woman who will help you out if you ask. She\'s also very flexible with due dates. I learned a lot but there were times when I was just confused on what to expect/do. Tests and assignments weren\'t too bad. There is one big semester project that took up a lot of time. Take Prof. Phillips. Loved her!,4.1,"kind, helpful, flexible, confusing, tests, assignments, semester project, loved"
"Subtly sneaks her political views into lectures - liberal Extremely condescending, says at least once a week ""oh, you\'re too young to know who X is"" when X is a prominent politician or celebrity; tries to hold our hands through lectures Take notes on weirdobvious examples, she rewords them and has them as a test question",2.5,"liberal, condescending, hand-holding, rewording, test questions"
Dr. Mills is an amazing professor. She is very approachable and is willing to help any student who approaches her whether they have a question about an assignment or a personal problem,4.8,"approachable, amazing, willing to help"
No Comments,3.9,NA
Not bad,3.3,NA
Meh. She was alright. I\'d take her again for an easy A. But if you worry about your grades throughout out the semester and want to physically see them on blackboard she\'s not the teacher for you because she always takes forever to post grades.,3.4,NA
"Easy A if you pay attention. Crazy professor, doesn\'t show up for class half the time. Assignments are easy - all or none credit basically. Tests can be a little tricky if you don\'t read the book, but all the extra credit makes up for that. Overall easy class, just weird teacher.",4.0,"Easy A, Crazy professor, Doesn't show up, Easy assignments, All or none credit, Tricky tests, Extra credit, Easy class, Weird teacher."
"It is hard to understand what the class subject is really about his lec are very boring most of the time he has a lot of info that he wants to share but often are just stories tha tdont relate. no tests, 3 commentaries and 3 short quizes attendance counts and will help your grade",2.2,"hard to understand, boring, lots of info, stories, no tests, commentaries, short quizzes, attendance counts, helpful grade"
"I wouldn\'t recommend this class if you know you are not great at math. She moves really fast. If you slow her down by asking a question, she\'ll make you feel stupid.",3.7,"fast-paced, intimidating, unapproachable"
This guy does not speak english and is very hard to understand. you have to spend more time trying to understand what he says then what he is actually teaching!!!,4.0,"difficult to understand, poor communication skills, language barrier"
"Going in for office hours is very helpful. She is a very friendly professor, and enthusiastic about biology. In depth analysis of the chemistry involved in biology. Occassional extra credit pop quizzes. Highly recommended.",4.1,"friendly, enthusiastic, in depth analysis, occasional extra credit, highly recommended"
"Great class, great teacher. Hilarious, but 75% of your grade is based on in class quizzes. But if you do the reading you will be fine.",4.3,"Great teacher, Hilarious, in class quizzes, reading."
the best prof EVER,3.6,"best, prof"
Chaney was an absolute ray of sunshine! His Film 100 class is fun and chill. I had him for an 8am and every morning he made waking up for that class a little bit easier. We only had two projects and spent a lot of time talking about and watching films. He loves when people talk in his class and he is very excited about what he does!,4.3,"energetic, engaging, passionate, supportive, enthusiastic"
"The good: the weekly readings. Topics varied among articles, chapters out of books (good stories), and interpreting rap cyphers. Keeping the topics engaging is important because like I said, they\'re weekly. 3 papers, sometimes he\'d say he told us something that I didn\'t recall him saying. ""I told you guys a million times do this and that"" When? Lol",3.7,"engaging, varied, good stories, interpreting, weekly, papers"
Very enthusiastic about the topic. Go to class as much as you can and you will do fine,3.0,"enthusiastic, passionate, engaging"
"Dr. Rita Sowell is the best teacher I\'ve ever had. I took Calc II and Diff Eq. from her and absolutely loved it...which is saying a lot about her. While she expects you to work hard, she does everything in her power to help you, and sincerely cares about her students. I\'m almost sorry for this semester to be over just cause I won\'t have her again.",3.4,"best teacher, Calc II, Diff Eq, loved it, expects you to work hard, help you, sincerely cares, sorry for this semester to be over"
"He does seem nice, but I don\'t think Phil 120 is a GPA booster. (Perhaps, I am not suitable for this kind of topic/stuff). The materials were dry and boring...However, if you like logic, you might want to take it, but in my opinion I wouldn\'t recommend!",4.4,"nice, dry, boring, logical"
Read the book. Lectures were mostly a waste.,3.0,NA
"I took the online class. The multiple choice exams were pretty straightforward, the questions are taken from her powerpoints which are very detailed and helpful. We had to write 3 reflection papers, and I did well on the first one however not so well on the others. However, she was more flexible with the final grade.",2.9,"detailed, helpful, flexible"
"Worst teacher I have ever had. let me explain why. He has one assignment where you have to answer 15 essay questions. So I answered them all with a pretty large paragraph each, but I forgot to include what page numbers I found each answer from in the book So I got a 10/75 grade. So i could have just gave the page numbers and got a 65/75?",3.9,"worst, unhelpful, unreasonable, strict"
"English is my 2nd language and I struggle a lot writing essays...therefore not a big fan of it, but her class was great. she is fun, helpful and great thinking. Clear assignments and fair grading... would take her in the future if I oculd",4.8,"fun, helpful, great thinking, clear assignments, fair grading"
I liked him!,1.9,liked
He is a very nice teacher. He knows his material and he teaches well. I would recommend him to anyone. He makes jokes but they aren\'t always funny. He gives outlines for every unit. Tests are kind of tough; be prepared to study.,2.9,"nice, knowledgeable, recommended, jokes, outlines, tough, prepared, study"
Horrible. I wonder if she even went to law school,1.6,"Horrible, NA"
"Bright, coherent lecturer. Grades the essays rather hard but As are attainable. Readily available and extremely helpful during OHs.",4.2,"Bright, coherent, hard grader, attainable As, readily available, extremely helpful"
Great professor...amazing...inspirational...do not take him if you\'re not interested in philosophy.,3.4,"Great, amazing, inspirational"
I was really looking forward to my first psych class and he completely turned me off. It was a horrible experience. He definitely played favorites. He constantly complained about the core and was probably just upset that psychology isn\'t part of it.,4.2,"uninspiring, favorites, complained, upset"
"A very nice teacher. Helps you understand it and test are not very hard, but you must do your hmk to pass. Makes you study, but she is a very good teacher.",3.1,"nice, helpful, good, makes you study"
"Do not take her. It will be the best decision you ever make. Class is extremely boring; all she does is sit at her desk and read off her notes. You don\'t even have to read the 8-9 books she assigns. Her teaching style is inexplicably flawed. Some aspects of this class are useful/interesting, but you will regret taking this class with her.",3.5,"boring, sit at desk, read off notes, flawed, regretful"
"She is one of the best professors I think, she really knows what she is doing and you can tell she is definitely interested in her work. Very nice to students and is funny. Keeps you involved, doesn\'t lecture all class so it moves fast. Very clear as to what\'s on tests and is helpful. I went from a C in Borger-Greco\'s 100 class to a Bt in her 102.",4.8,"best professor, knowledgeable, interested, nice, funny, engaging, clear, helpful, improved grades"
"Ms. Berasi was a very excellent teacher. I brought in a dog for one of my speeches on teen depression. She allows students to think with an open mind, and I loved that! Overall, you\'ll have to do three speeches and bring in a poster board for each one. It was not a hard class, but time consuming!",3.8,"excellent, open-minded, supportive, engaging, time-consuming"
"Tabitha is stict and pretty dense on the material. She obviously knows what she\'s talking about but she moves really fast though her lectures, leaving the class scrambling to jot everything down. Her quote ID\'s are obscure and difficult to succeed in without memorizing the whole text. But she is a fair marker in other regards.",3.8,"strict, dense, fast-paced, knowledgeable, obscure, difficult, fair marker"
No Comments,2.7,NA
"she is a horrible teacher!!!! never take this class, i done well before her, and she was no help with writing papers!",2.1,"horrible, no help, NA"
It is not for your own good. I was not happy with her.,3.7,NA
"Dr. Quintana is one of the best professors I\'ve ever had. Her lectures are interesting and clear. Her passion for the subject of Environmental Health is palpable and rubs off on her students. Exams are very comprehensive, but not inherently difficult. She is very approachable and happy to talk with her students.",3.8,"approachable, passionate, clear, interesting"
No Comments,2.8,NA
He gives a lot of papers and is vague on the material. For the midterm and final he gives you six essay topics to memorize but only two are on the test. Extremely stressful.,3.6,"vague, stressful, papers, memorize"
"Teacher is useless,he doesn\'t no English, doesn\'t no how 2 teach. Do not take his class unless you like to teach yourself. His lectures are boring. He tries to explain the concepts and formulas without examples. He is not clear at all. His tests are hard and the questions have nothing to do with the hw. Most of the time doesn\'t no what he is doing!",1.4,"useless, doesn't know English, doesn't know how to teach, boring, not clear, hard tests, irrelevant questions, confused"
"She\'s a really nice lady, the stuff she assigns to read is not long and it\'s relatively entertaining if you\'re someone who does fairly well in reading. However, it may remind you of 10th grade english. A little too easy can mean boring.",4.7,"nice, entertaining, easy, boring"
"Really easy class- I got a 97 overall. Don\'t even buy the book. I never opened it. Make sure u go to class cuz u get quizzes and homework assignments that r not on blackboard. Those really enhance your grade. Easy class and she is a good, fun teacher.",3.7,"easy, good, fun"
"Awesome, awesome, awesome! If you need help, she\'s there. But her style of teaching makes it so that there is really never a need for extra help. She rocks.",4.6,"awesome,helpful,engaging,rockstar"
I LOVE SALVO! He\'s so nice! And a good director.,5.0,"friendly, good director"
He is incredibly boring. We cannot pay attention in class because he can\'t keep it. We spend most of our time making fun of his receding hairline.,2.6,"boring, can't keep attention, receding hairline"
Enjoyed class and learne so much. you get out of it what you put in to it. You will not fail her course if you read and study. I struggled through her course and earned a A- and no it was not easy but it was well worthy it. I feel ready for grad school. If you are looking for and easy A cake walk class this is not the professor for you.,3.1,"enjoyed, learned, struggled, earned, worthy, ready for grad school, not easy"
"I became addicted to this class: subjects of discussions are very interesting, a few written assignments, most of the grade depends on your performance on the mid-term and final (about 35% each) and two essays. He is very nice toward his students and will take in consideration your effort and dedication to his class so your final grade raises",2.3,"interesting, addicted, nice, consideration, effort, dedication, raises"
No Comments,3.0,NA
If you dont have the best memory and have issues professors who say thats the text book now go read it DO NOT TAKE HIM. I have no doubt that he was once a good professor(just look at the amount journals he has published over the past decades and how his reviews have gotten worse over time) Long story short if you take him be ready to read for hours,2.8,"strict, demanding, research-oriented, experienced"
"ok, the only negative in his class is the hard quizes on blackboard. Some of the questions you have to just figure out for yourself. he is really into theatre and wants people to appreciate it, we watch alot of movies and there is no attendance policy, just dont sleep or walk out while he lectures",2.2,"negative, hard quizzes, figure out, into theatre, appreciate, movies, no attendance policy, lectures"
he\'s a cool guy. you don\'t really stress about the class.,4.4,"cool, stress-free"
"Mr. Levine is old school, and also the man. He\'s super smart and not afraid to tell things like they are.",3.5,"old school, super smart, straightforward"
