comments,star_rating,tags
"Mitra is very smart. With that said however, he\'s not very good at teaching. Expect to furiously write the examples HE solves on the board, leaving the class confused, and teaching yourself. There\'s no HW and there are 3 exams plus a final. He does drop the lowest grade of one of the regular exams. If you\'re not very good at math I\'d say stay away.",2.8,"smart, confusing, self-teaching, no HW, exams, drop lowest grade, stay away"
Great teacher had a lot of fun,4.1,"Great, fun"
"I had her for College Algebra this summer and she was wonderful. I have never been good at math and she would explain it to me until I understood. She is very serious about math, but I think it\'s awesome that my MATH teacher likes MATH:) She\'s very sweet and a great teacher.",3.7,"#wonderful, #explains well, #serious about math, #awesome, #sweet, #great teacher"
"Online classes have always been tricky, and intro to lit is no exception. I accidentally sighed up for the 8 week class and with 5 other classes--it was brutal. I didn\'t flunk, but the workload was a lot. He doesn\'t give encouraging comments, least none that I ever got. So it can sometimes feel like your lost and unsure how to improve your work.",3.7,"tricky, brutal, workload, lost, unsure, NA"
Strict teacher. Very Picky. Must be exaclty her way. You can not have an opinion. It is wrong if she doesn\'t agree.,2.8,"strict, picky, exacting, opinionated"
Class is difficult but very enjoyable.,3.7,"difficult, enjoyable"
A useful course for those who are preparing to find a spot in the marketplace.Students learn to navigate through real world current & relevant scenarios.The course gets a boost with the inclusion of periodic lectures & talks with industry gurus.With so much happening in the cyberspace the course couldn\'t have been introduced at a better time,4.6,"useful, preparing, marketplace, navigate, real world, relevant, boost, periodic lectures, talks, industry gurus, cyberspace, introduced at a better time"
Dr. Hill is one of the best and most passionate MIS teachers. all the people who don\'t like him should honestly consider changing their major. He expects that you read the book which is short and good. his tests are very tricky cuz u have to link concepts but he does hook it up with a nice curve. he cares a LOT about students and teaching.,3.3,"passionate, expects reading, tricky tests, curve, cares about students"
"Anatomy: Take this class at a community college where you can get lab credit, too! It\'s a waste of your time to take it with Reigle. If you happen to take his class, pay a lot of attention to detail... MEMORIZE EVERYTHING (slides, notes, etc.)",3.1,"waste of time, pay attention to detail, memorize everything"
No Comments,2.7,NA
"He\'s really into books. A little eccentric, but a great professor. He\'s all about the deeper meaning in books so be ready to actually do the reading - cliff and spark notes won\'t help you in his class. He\'s a tough grader - especially on essays, but take solace in the fact that he lets you know what he wants so it shouldn\'t be a surprise.",3.8,"knowledgeable, eccentric, great professor, deep meaning, tough grader, clear expectations"
"Dr. Asplin is really knowledgeable and is good at explaining tough material. She is a great resource of information for psych students especially. She can come across as very serious at times, but she\'s also very laid-back and forthcoming about her expectations. Attend class regularly because she really helps you to ""get"" the material. Do the h.w.!",4.5,"knowledgeable, good at explaining, great resource, serious, laid-back, forthcoming, helps students, high expectations"
"as crazy as it seems, she actually helped me out with the final. all her crazy rambling on about all this weird stuff was exactly what i needed to know for the final. I just took the final and believe I did Extremely well!",1.9,"helpful, knowledgeable, engaging, effective"
"Professor Chung is a great teacher! Sometimes, he copies and pastes HW questions directly from the textbook onto the exams, and he usually tells the class beforehand what kind of questions there\'ll be. Be prepared for free response questions along with multiple choice & T/F. Overall, if you study hard, you\'ll get an A.",3.2,"great teacher, copies and pastes HW questions, tells class beforehand, free response questions, multiple choice, true/false, study hard, A"
"I didn\'t think I would like this class at all, but it turned out to be one of my favorites. He has a good sense of humor and answered any questions clearly. The homework was tough and took a lot of time but doing it made the tests easy.",2.7,"humorous, clear communicator, favorite, tough homework, easy tests"
"For a class with Freshman non-English majors, the class was rough. He expects a lot from his students, and you have to work to improve your grade. There was little substantive feedback on the essays and in class; the classes were more discussion based. He expected us to comprehend and work at the level of Juniors or Seniors.",4.2,"rough, expects a lot, little feedback, discussion-based, high expectations"
I have her now and she\'s a GREAT teacher. VERY helpful. Nice and seems to genuinley care about students. :-),4.7,"GREAT teacher, VERY helpful, Nice, genuinely cares about students"
Oh man. I don\'t know how she got such good ratings. Her voice makes you want to... hurt... things. every seen mrs. doubtfire? she\'s like a mix of that and julia child. makes it hard to focus and i think she does it on purpose! i don\'t mean to be hateful... but you need the facts. don\'t take her. definitely. I even got a B and i\'m sayin this!,4.2,"unprofessional, distracting, unpleasant, purposeful"
"Try to take him for marketing classes if you can. He knows his stuff and will work to make sure you understand everything. Can be a tough grader on assignments, esp. papers.",3.7,"knowledgeable, helpful, tough grader"
No Comments,3.7,NA
"Not the best teacher for actually learning the science of sociology, but an amazingly fun and engaging class. No tests, but you cannot miss class once in a while or miss an assignment here and there and expect to get a decent grade. Highly reccomended.",4.4,"fun, engaging, highly recommended"
"Really nice, prob the nicest prof. I\'ve ever had and really informative. If he still shows the movie about the noodle, watch out because you\'ll have a ton of fun watching it and be quite surprised!. I def. reccommend him!",4.9,"nice, informative, fun, recommended"
He is a fantastic teacher. Take him!!!,3.5,"fantastic, teacher"
"Hiss class is hard, but he is a good professor. He is very clear when he lecures...if you pay attention and come to class you will do well. If you need his class just to fill a requirement then i would not recommd him because he does have an easy a class. He is very good though",4.1,"hard, good, clear, recommend, easy, good"
The lectures are pretty mediocre and there\'s a heavy workload for a 3 credit hour class. Your final grade is basically how much time you spent outside of class so it\'s 100% possible to get an A if you\'re willing to put in the time. If you\'re not a history buff and just looking to get a gen ed requirement I suggest you look elsewhere,3.1,"mediocre, heavy workload, time-consuming, possible to get an A with effort, not recommended for non-history buffs"
"I haven\'t had her as a teacher yet, but she is my director for the fall play and she is fantastic!!",3.7,fantastic
He is an Awesome Down to Earth Guy! He is willing to help if you have problems! He\'s the best professor I have ever had! He cares a great deal about his students! I totally recommend him for a professor for an easy A+,4.7,"friendly, helpful, caring, best, recommend"
"Professor Reed has clear, well constructed lectures that specifically prepare you for the exams. This is NOT a memorize and pass class. You need to be able to digest the information and explain diverse factors to support a thesis statement for the exams. The assigned reading is essential. TAKE notes, his lectures are very helpful.",3.3,"clear, well constructed lectures, prepares for exams, digest information, explain diverse factors, support thesis statement, essential assigned reading, helpful lectures"
"This professor is AWESOME! he is such a pleasant down to earth Man. His class is a piece of cake, you got to do a 5 page paper, and midterm n final. we didnt use the book that much, because the subject explains all. he is not tough at all. I would recommend him for any class, ALL WE DID WAS LISTEN, HE IS TOO EASY!! N REAL FRIENDLY~",4.5,"awesome, pleasant, down to earth, easy, friendly"
AMAZING PROFESSOR,4.3,"amazing, professor"
definitely an easy A the tests are essay exams and she give you the 5 questions a week before the exam. do them prior to the test and you will get a good grade she is an easy grader.,3.5,"easy A, essay exams, gives questions in advance, easy grader"
Not quite sure how what he does is considered teaching. More like unencouraging. Terrible.,2.8,"unencouraging, terrible"
"amazing. super organized! always available when help is needed, and very good with email.",4.6,"amazing, super organized, always available, helpful, good with email"
Awesome teacher!,4.7,"Awesome, teacher"
He is fascinated by what he teaches and it actually inspired me to learn - not many teachers can do that. He really cares about his students. Asks us questions to make sure he is teaching the subject well enough. One of my favourite professors.,3.9,"inspiring, caring, engaging, favorite"
"The tests and papers are largely based solely on reading and outside work. I could do as well on them not having ever gone to class, and I got a B+ in the class. Hes mean, unhelpful, plays favorites, and spends too much time talking about france.",3.5,"mean, unhelpful, plays favorites, spends too much time talking about France"
I took lecture online and lab on campus. Lecture test are not the easiest alot of fill in the blanks. Lab was super easy. I like Mr. Mann and I will take him again. He gives you alot of bonus points as well so if you do bomb a test you have a chance to make it up. This class has alot of homework but not to hard.,4.8,"friendly, understanding, generous, helpful, challenging"
"Nina is a great choir director, and an amazing woman!",4.0,"great, amazing"
Yeah as we all know chem 102 is really hard. I have gotten A\'s in my O chem classes but Dr Berg is just purely an incompetent professor. If anybody who knew how to read english and write english with the help of periodic table thats him. Doesnt know a thing about teaching. His exams are from the VOO DOO land.Save urself..and run from him,4.2,"incompetent, doesn't know how to teach, exams are from VOO DOO land"
"A great guy and a good teacher. You do not have to buy a book ($100) and he is always ready to help you out. BUT, turn your work in on time, He might deduct 20% A DAY from late work, but he will give you a break once in a while, just do not count on it. Learned alot and had fun as well",4.5,"friendly, helpful, strict, fair, knowledgeable"
"He\'s the kind of professor every college student should experience at least once in their academic life. He\'s entertaining so the class never gets boring and if you have a problem and talk to him, he\'s very understanding. Just make sure to keep up with the reading and try to say at least one thing in class. He likes class participation.",4.5,"entertaining, understanding, engaging, encourages_participation"
Hard!!,2.9,Hard
"I had this prof for both social theory classes and she is a great teacher. Has a very extensive grasp of theory, good relationship with students and very willing to help anyone who asks. She challenges enough to be considered tough, but not to the point where students are overwhelmed. A definite asset to the school and the department.",4.5,"knowledgeable, approachable, supportive, challenging, asset"
One of the best professors in John Jay! Professor Panzarella is a very knowledgeable man! The class is very informative! Professor treats everybody with respect!,2.5,"knowledgeable, respectful, informative"
"The homework is like 100 pages long, and you never understand what he\'s saying. There\'s no point in going to class.",1.4,"difficult, unclear, unhelpful, discouraging"
he is a terrible teacher so stay away at all costs. he will fail u and enjoy doing it,3.0,"terrible, fail, enjoy"
"Very reading intensive. Tim\'s an easy grader, lots of quizzes and three major papers. Attendance is part of your grade. We read a novel a week, which makes it easy to fall behind. At least the books are interesting.",3.3,"intensive, easy grader, quizzes, papers, attendance, interesting"
Easiest math class i\'ve ever had in life,4.8,"Easiest, math class"
"AWFUL WOMAN!!!extremely unfair and partial to stushe her ""favorites"" and totally fake. Never take her if possible.",3.3,"AWFUL, unfair, partial, fake, favorites"
"great, friendly, organized professor. really enjoyed his class",4.8,"great, friendly, organized"
"I took him for a hybrid class and at first I honestly thought that I was going to regret it because he seemed tough. After the first few assignments and in class lectures, I was really liking the class and him as a professor. He is a super cool guy. He loves to focus on music and artists that he likes. The topic papers are different and interesting",3.7,"tough, cool, music lover, interesting"
"Quizzes are essential, must do the readings, they are not boring, very interesting. No midterm, just a final and one paper. Gives extra credit and is very helpful. Read what you have to read and you should be golden.",4.1,"helpful, interesting, essential, extra credit"
"Definitely one of the worst teachers I\'ve had here. She repeats herself and talks about herself the whole lecture. The only way you learn is through your own hard work, reading, and the occasional film. Grading compared to content and lectures are very disproportional. Grade rides on 2 tests and 1 essay. Wouldn\'t do it again.",2.5,"worst, repeats herself, talks about herself, disproportional grading, wouldn't do it again"
"Some tricky exam q\'s, and some lies! (""You don\'t need to know numbers."" First question: What is the osmolarity of the tubules of the kidney?) Knew his stuff, but too fast for someone who doesn\'t provide overheads. Hated the material, but that\'s me.",3.5,"tricky, lies, fast-paced, knowledgeable, disliked, NA"
"He is a little dull, but a very thorough teacher. He does no review for a test, but his test come right from his power point notes. He is growing on me. He gives extra credit, too. He also lets you know what the extra credit is ahead of time. Give him a chance.",2.6,"thorough, dull, growing on me, extra credit, power point notes, test, review, give him a chance"
No Comments,3.0,NA
All he does is talk about how much he hates the administration,3.5,"negative, critical"
really challenged me to reflect on what it means to hate people...,2.7,"challenging, reflective"
Great teacher!! The best math teacher I have ever had. Very laid back and willing to help you. Has a great sense of humor as well so he tries to make class enjoyable.,4.1,"Great teacher, best math teacher, laid back, willing to help, great sense of humor, enjoyable class"
"He works very fast. If you PAY ATTENTION he\'s quite easy to follow. If you get distracted, you miss his explanations and therefore are lost. The problem sets were fair as were the midterm and the final. The final was exactly like the practice exam. Allows formula sheets in the tests.",2.0,"fast, easy to follow, fair, allows formula sheets"
"Professor Woody explains concepts in more than one way so everyone can understand. She is enthusiastic about the subject, which makes lectures engaging. The TAs do most of the grading, but she is there at her office hours for extra help or clarification. This was by far my favorite class of the quarter.",4.4,"enthusiastic, engaging, favorite, helpful"
"I found Professor Wager very helpful. She does have a specific way she wants you to write, but does make it clear after the first few assignments. She helped me with brevity, but wanted me to change my writing style to match the way she liked it. She was a decent professor, and is very willing to help.",4.5,"helpful, specific, clear, brevity, change in writing style, decent, willing to help"
"Mr. Neilan is a a very nice professor if you attend class every day and he sees that you are making a effort. He is NOT good at rephrasing how to do a particular aspect such as math in a different way, if you do not get it the way he teaches your pretty much out of luck. He trys to be involved in helping you but he cant explain things differently.",3.0,"nice, effort, involved, cant explain"
"One of the best professors to pick up as a Freshman. She understands kids, and she is a very good teacher who makes psychology interesting.",4.5,"best, understands kids, good teacher, interesting"
"African American Music History--Dr. Wise is amazing! one of the nicest, entergetic, talented and dedicated people on this campus! Awesome :)",5.0,"amazing, nicest, energetic, talented, dedicated, awesome"
she speaks directly to the people who have read the assignments. She get frustrated very easyly if you do not complete assignments the way that she wants.,4.1,"direct, frustrated"
"Its true that Dr. Gordon is always. It is also true that he quite possibly one of the most unorganized professors I have ever had. He probably will never give your paper back, or any feedback BUT, having said that he is probably the best professor I have ever had. He doesn\'t even try and I have learned so much in his classes.",3.7,"unorganized, best professor, learned so much"
This was the poorest attempt at organizing a class that I have ever seen! Changed grading criteria with no notice. Sent rude emails that did not answer the question. Didn\'t know how to use the online system. Bragged about law & PhD school every class.,1.5,"disorganized, rude, unprepared, arrogant"
"I didn\'t buy the book because she wasn\'t here for the first week of classes. Ended up with a B- and I don\'t normally get B\'s. She does not teach, she reads. 4 tests, all multiple choice. Last 2 tests she gave study guides because no one was passing. She\'s pretty out-there and rambles a lot. May have done better if I bought the book but unnecessary.",2.9,"unorganized, unprepared, unengaging, unhelpful, out-there, rambles"
Yet she preaches to be kind to children and that teachers need to be caring and giving. Once you get to know her you will realize that she herself isn\'t so kind and pleasant to her students.She also picks and choses students she wishes to help and not.,3.1,"preachy, unkind, unpleasant, selective"
"Knows a lot. You will learn a lot from him. His teaching style is kind of dry, though.",3.9,"knowledgeable, informative, dry"
"I have had several courses with this professor and I think he is excellent. He is very demanding, has a lot of reading, but the tests are open book, so if you are paying attention in class and do your work, you will do very well. I like his lecturing style. He uses groups in his classes, but you can do the papers on your own if you want.",3.2,"demanding, excellent, open book tests, lecturing style, group work"
"Nice prof! For exams, just study the notes & UNDERSTAND everything (don\'t memorize). Her tests are more applying what you learned than memorizing, but VERY doable if you study. While studying think of examples of the content and how you can write about things talked about. The semester long group project sucks IF you have a bad group.",4.0,"Nice, exams, study, understand, applying, doable, examples, content, group project, bad group"
"Professor Riegle is a really great professor-he explains everything clearly and sometimes he can be even funny.I can\'t understand why those people wrote such negative evaluations.If you stick to the information required in the study guide and do all of the study questions, you will do fine.",3.1,"great professor, explains clearly, funny, negative evaluations, study guide, study questions, fine"
"Very interesting, ""Can you hear me in the back? OK! And thank you again for turning off your cell phones! Today we will be talking about..."" He goes pretty quickly but is easy to follow. Course is TOUGH for first year and it\'s to bad he isn\'t teaching it anymore.",4.2,"interesting, easy to follow, tough, NA"
"Tons of writing, and you have to learn how to make a solid argument. No easy highschool bs. Girls are cute, teacher\'s cute.",4.2,"challenging, engaging, attractive"
"This is my 2nd time taking an online class with Mr. King. Every week you read a chapter, look up information online, and take a quiz. There is also a final paper. It\'s very easy if you do the work, because the quiz questions match the worksheet you complete. The final is taken from the quizzes, so save all your quiz answers in Word and search.",3.9,"easy, organized, helpful"
"The class curriculum is very interesting, but I wouldn\'t say he teaches in the best way. He talks to his classes as if he\'s a parent lecturing to a thirteen-year-old. He\'s the type of professor who always thinks he is right, so he is very critical of his students\' work.",3.5,"critical, condescending, interesting, parental"
"Professor Catalano is AWESOME. he is really passionate with his teaching and he is definitely not boring! study for the tests, he gives you a review sheet and you will be fine! great teacher i recommend this class 100 percent!",4.4,"passionate, not boring, great teacher, recommend"
Poor communication and organization of course materials and student expectations.,2.7,"Poor communication, organization, NA"
"She is very enthusiastic and has a love for teaching that reminds us of why college offers just a lot more than grade school. She reinforces the importance of using the words ""I"" and ""feel"" which help re-establish the individuality of a writer. She was a thrill to have, and her advice, as well as wisdom serve as an added bonus on her resume.",4.4,"enthusiastic, love for teaching, individuality, advice, wisdom"
Fitch is quite knowledgable. Get on her good side and pay attention to details. Go to section. Write your papers very straight forward. Those are graded by your TA so suck up to them,3.0,"knowledgeable, detail-oriented, straightforward, strict"
No Comments,4.4,NA
"She is really full of ideas, she\'s a wonderful kindergarten teacher. The whole time being in the kindergarten is fun! If you ever had any question about teaching...go to her! She\'s great!",3.5,"#full of ideas, #wonderful, #fun, #great"
"So, I just want to say that Burns is an awesome teacher...no doubt about it. His love of math makes the class interesting. You know he enjoys what he does from the way he acts. He is always smiling and is very easy going. He has solved difficult problems in front of the class. Very impressive! Side note...he is an avid player of chess! Pretty cool.",5.0,"awesome, love of math, interesting, enjoys, smiling, easy going, impressive, avid player of chess, cool"
HE IS ONE THE BEST PROFS I HAVE EVER HAD!,4.5,"best,prof"
"Sue Sipple is is witty, humorous, and easy to talk to. She is understanding if you have a good reason to turn in an assignment late. She makes everything clear. I would recommend her to anyone interested in actually learning something new.",4.8,"witty, humorous, understanding, clear, recommend"
"Great teacher, one of my favorites. He is super funny and entertaining. Plus you learn a lot.",3.7,"Great teacher, favorite, super funny, entertaining, learn a lot"
Excellent prof. Very clear and thorough. You won\'t need to do the readings.,4.8,"Excellent, clear, thorough, NA"
Yeay! Best sarcasm EVER. Ask him to do the face thing.,4.9,"sarcasm, best, face thing"
I\'ll take any class if Prakash teaches it.,3.8,"passionate, engaging"
"Dr. Iftode is great! If you ever need help she is more than willing to assist you. The assignments can get a little tough, but you\'ll certainly learn a lot from her if you\'re interested in the material!",2.1,"great, willing to assist, tough, learn a lot"
Dr. Bender is extremely hard! But the things you learn from his class are incredibly valuable.,3.1,"hard, valuable"
"Judy is very clear about what she expects. If you do the work, which isn\'t very hard as long as you pay attention, you will do well. She is very sweet and the classes were decent to sit through. If I were a THAR major, I\'d take more classes from her.",2.2,"clear, expects, sweet, decent"
"i rarely went to class and still got a B... im not even good at econ. the times i did go it was very boring and hard to pay attention. 3 exams and 1 final make up the final grade, and all exams are multiple choice. i would suggest taking the online quizzes, most exam questions are very simalar to the online quizzes.",3.0,"boring, hard to pay attention, multiple choice, online quizzes, similar to online quizzes"
"She definately makes you work for your grade. She is a good professor that knows her stuff, but man she expects you to know a lot. Sometimes when you don\'t get things she looks at you like your stupid, but then she doesn\'t try to explain it so you would understand. I would take her if you know a lot about biology.",2.5,"strict, knowledgeable, unhelpful"
"Nice lady, cute lasy. Really easy class... has little to no info about computer graphics, although she is extremely experienced and knowledgable. If you want to learn something, don\'t take it. If you want an easy grade, take it. DON\'T GET HER AS AN ADVISOR! She\'ll let you down -- she never showed up for any meetings that were scheduled.",3.2,"Nice, cute, easy class, little info, experienced, knowledgeable, easy grade, advisor, let you down, never showed up, scheduled"
"I hated the class, but Professor Fox was really helpful. He was incredibly nice and super patient. He was a joy, but I\'m glad the class is over!",4.3,"helpful, nice, patient, joyous"
"This Professor is garbage. He will make you use an outside service that charges a fee, gives not leniency towards anything, is difficult to understand and simply does not give a sh&% about his students. Hes good at Math but not at being a teacher. This is not MIT Professor...",3.1,"garbage, difficult, not leniency, not caring, good at Math, not a good teacher, NA"
Show up for class do all your assignments and any extra credit that is offered. Make sure you study the power point presentation and the word definitions that are listed in the chapters. If you do those steps you will pass the class with no problem. Make sure you are on time for class. Once the door is close we will not be allowed in the class,3.9,"responsible, organized, punctual, strict"
Spears is a really great prof! His course is very focused on the readings but he lectures very well and is really funny.,4.5,"great, focused, lectures well, funny"
loved her! she is the best! if you like boring but super easy classes take her! and for islamic cultures she is really funny! the tests are nothing but super easy!,3.5,"friendly, engaging, funny, easy-going"
"Wendy Ho is definitely a professor who cares about her students. She is accessible, approachable, hilarious, passionate and truly a one of a kind professor. She takes the time to get to know her students and is encouraging. Yes, her assigned readings and essays are challenging, but she teaches so much and is a great resource. I loved this class.",2.8,"caring, accessible, approachable, hilarious, passionate, encouraging, challenging, great resource"
Hes alright but the hype is really unjustified. His rating should be around 3.0. Lectures are out of the book and homework problems are obviously way different than the generic book examples. Weekly quizzes on the unit circle got old after awhile when one little mistake could cause a 60%. Not a bad guy though,4.3,"alright, unjustified, out of the book, different, generic, old, mistake, bad guy"
"good news, he\'s not teaching at temple anymore took him for summer 1 2005 and reuctantly i survived, the rumours are tru, he\'s fu ckin crazy, he\'s a prick, makes u feel dumb if u ask or answer a question. Study ya a ss off go over the slides and make sure you read and find a copy of the solutions, cuz wit this mad man a prayer aint gonna help!!!",1.9,"crazy, prick, makes you feel dumb, study hard, slides, solutions"
"Professor Foster was awesome! Nice, very friendly, full of energy. Not all that hard of a class, I really learned alot though.",3.0,"friendly, energetic, awesome, knowledgeable"
"Professor is hilarious, all class periods are predominantly lectures. There is a lot of reading outside of class, some of which didnt seem very valuable. Hardly anything is assigned, and this class is an easy 4.0!",4.1,"hilarious, lectures, reading, valuable, easy 4.0"
she is the so great! very helpfull and a loving personality! I\'m even taking her 122 class for spring. ( its hard to get in her class b/c it get filled quikly so hurry if you want her) strongly recommend her !,4.7,"great, helpful, loving personality, taking her class, recommend"
The 2 exam format seems to be a trend of history profs. The fact that he doesn\'t require you to talk is a bonus since you then get participation points for free. Raising your hand is a courtesy thing since I pay to listen to him and not someone that once took a trip somewhere. He\'s packed with knowledge and was fun to learn from.,2.9,"knowledgeable, fun, bonus, participation points"
"Mr. Hale is awesome! He loves to interact with his students, and loves to have fun. Watch out for the first day or two you are in there with him because he comes off as a bit mean. He\'s not mean at all, just let him get warmed up to the class first. Take him, you will not regret it!",4.8,"awesome, interactive, fun, mean (initially), warm, recommended"
"Bill Ryan and his 204 class are a nice breath of fresh air in the J-School. He does have high demands and can come across as arrogant, but Ryan is probably THE teacher you will want to know outside of class. You really do learn a lot about design from him. He is well respected and can set you up with a job or internship. I enjoyed his class.",3.1,"demanding, arrogant, knowledgeable, respected, helpful"
sweet,3.7,NA
"if she likes you, it is a good thing, if she doesnt you are in for it.. i have learned alot from her but she is very intimidating",1.4,"intimidating, learned a lot"
Writing in her class was fun. I really liked how she would let students rewrite their papers till they got the grade they wanted. It certainly kept my grade up!,4.5,"fun, liked, rewrite, grade up"
"Be warned, Hartos has some very crude raw humor, but I personally laughed like crazy every class she taught. BUT the work is boring a tedious and she has a strict absence policy. Also no curve and half the time she sends her TA\'s to teach for her. But just give a little effort and an A or B is no problem.",4.0,"crude humor, strict, boring, tedious, absence policy, sends TA's, no curve, effort, A or B"
"The most unreasonable professor I have ever taken. She is extremely rude to her students and talks to them as if they are below her. Gives poor instructions, and doesn\'t provide help. Responds to her students rudely and does not have a problem yelling at them. VERY unprofessional. She is in the wrong field if she is not passionate about teaching.",3.0,"unreasonable, rude, poor instructions, unprofessional, yelling, not passionate"
Very good prof....does not pick favs like all of the other profs @ this school....if you do your work well & on time.... have no worries..,4.8,"good, fair, unbiased, efficient"
"Taught at graduate level. Class is applied! He\'s nice, but ask a question and get an answer with a question so if you need help make sure you are really prepared before asking. This makes it intimidating asking for help. Be ready to study a lot and find a study partner(a suck-up will help you best)",3.3,"graduate level, applied, nice, intimidating, prepared, study a lot, study partner, suck-up"
"If you don\'t understand, she will make sure to assist you after class. She asks if we all understand before moving to the next chapter and gives a few papers to review at home. She explains things very clearly.",1.8,"helpful, clear, attentive, thorough"
"I\'ve had to take almost all of her classes for my major. She is the WORST. She is late for almost every class, unorganized, and rude. Her classes are boring and she knows about what she teaches from books (no personal exp.) She is also a BAD advisor!",2.6,"worst, late, unorganized, rude, boring, bad advisor"
"Once upon a time, there was a professor named Michael Martone. ONE DAY, he got a motley class full of EN 200 students. Some dropped and some stayed, and those that stayed had a glorious time in his kingdom. Once the semester was over, the students and their good grades lived happily ever after. TAKE HIM IF YOU HAVE THE OPPORTUNITY! The End.",4.9,"engaging, inspiring, knowledgeable, recommended"
No Comments,4.0,NA
"Prof DEFINITELY knows his Greek, but seemed bored while teaching it at this introductory level... like he always would prefer to be elsewhere. Very gracious in allowing retests, but could benefit from a bit more time spent upfront in assuring students are onboard.",2.8,"knowledgeable, bored, gracious, retests, upfront"
Class is easy until the final a lot of math problems that are hard never take both of her classes at once it is unbearable!! she has no understanding that students have other classes in addition to hers she is arrogant and mean not approachable,3.8,"easy, hard, unbearable, arrogant, mean, not approachable"
"Her actual class was not bad we had interesting converstaions, and lectures were interesting. Attendance is 10% of your grade, so if you plan on attending class thats a plus. You have 3 TEN page papers in this class, the rubric is not great, she is impossible to get a hold of, and if you do poorly she gives almost no feed back or reasoning.",3.2,"interesting conversations, interesting lectures, attendance important, three ten page papers, poor rubric, difficult to contact, lack of feedback"
