comments,star_rating,tags
"She really was a good teacher... it was a fun class, but watch out cuz its a lot of work. If you study EXACTLY what she teaches, you wont even need the book, and you will do fine. but a lot of studying/memorizing",2.5,"good teacher, fun class, a lot of work, studying, memorizing"
I miss Dr. Nina so much. I am so honored to have sung under her.,4.0,"honored, sung under, miss"
She was a very fair teacher. Don\'t expect her class to be super easy just because she is pretty. Don\'t expect to do well if you don\'t read/don\'t retain what you\'ve read. She is very specific about what will be on the tests/ papers and is very easy to talk to if you\'re confused. No reason why you shouldn\'t do well if you put forth effort.,4.3,"fair, specific, easy to talk to, effort"
"he is as easy as they come. if u can\'t pass his class, u should go back to kidergarten. and for the ones who can\'t understand him, open up to the world. not everybody in in the world(or america for this matter) talk with a country accent.",2.0,"easy, understanding, open-minded, accent-tolerant"
"She doesn\'t really teach, it\'s mostly watching movies on the chapters, and the movies are boring. She grades really easily & the assignments are easy.",2.5,NA
Has a wicked accent and wierd hand witing but he knows the stuff he\'s teaching,3.6,"accent, handwriting, knowledgeable"
Amazing professor has a bit of OCD when it comes to papers and how he likes it done but a lot very easy very lenient and gives you opportunities to make up your assignments.,3.9,"Amazing, OCD, easy, lenient, opportunities"
Hands down my favorite Biology professor! Would recommend!!! You get a lot of extra credit and its just an overall fun class. You go outside for most of your labs. Craig is so understanding!!! Everyone loves the guy!,3.9,"favorite, recommend, extra credit, fun class, understanding, loved"
"A sweetheart and great professor. I wish he taught more classes for I\'d register for them all. Definitely take this class for its a fun and memorable experience. No tests, 2 papers basically about yourself. It should be considered an education course as well as a psych for you have to basically do a lesson plan and teach the class.",4.5,"sweetheart, great professor, fun, memorable, no tests, papers, education course, lesson plan, teach class"
Amazing professor. My favorite professor at BA and main campus. Super friendly and extremely encouraging. Easy A. Uses real life experiences in her discussions. Everyone is always involved in discusssion which makes this class so fun to go to. She cancels class frequently and cuts class short which sucks because I love this class so much.,4.8,"friendly, encouraging, engaging, uses real life experiences, cancels class frequently"
"Osland is a very nice man. His intro marketing class, however, is tough. The lectures are fun, but his grades are not posted on Moodle. Also, he grades very subjectively by always requiring essays on exams vs. multiple choice. Study very hard for this class.",3.7,"friendly, tough, fun, subjective, essays, study hard"
"Dr. Brown is by far the most incompetent teacher I have ever had in my entire higher education experience. If she is what we can expect from teacher education at UK, than UK does not take teacher education seriously. Disorganized. Unreasonable. Unclear. Incompetent. Ineffective.",2.7,"incompetent, disorganized, unreasonable, unclear, ineffective"
A good prof who understands why students don\'t understand.,4.9,"understanding, empathetic"
"This online course is super easy but you have to do your reading to pass any and all quizzes. There are 4 quizzes, no exams and NO PAPER!! Just read, turn your work in on time and get your A.",3.4,"easy, no exams, no paper, read, on time, A"
"One of the best teachers I have ever had. Better than 90% of the teachers I had at a certain unnamed private college I paid $100,000 to attend. Wessel is articulate, knowledgeable, friendly, and passionate about what he does. He makes a 4-hour class fun and enjoyable. True, that there is a lot of homework but, come on folks! It\'s college!",4.6,"articulate, knowledgeable, friendly, passionate, fun, enjoyable"
Dr Slusher is passionate about her work and nursing as a profession. I have personally enjoyed learning a about h e r experiences. She provides examples pertinent to content she is teaching and encourages class participation enhancing optimal learning. She sets high expectations for student success and accountability which I admire and applaud.,2.8,"passionate, encouraging, high expectations, accountable, admirable"
"VERY boring class. Only lectures for the whole class and sometimes pass the class time. Monotoned, uses the word ""uh"" a lot. Avoid if you can! His quizzes and test have hardly anything to do with the notes, Google helped me! Decently rude and not very happy. You\'ll space out once he starts talking, its hard not too.",2.0,"boring, monotoned, quizzes, tests, rude, space out"
He is an amazing professor with great people skills. If you are confused about anything he can clear it up for you within 15 minutes of his office hours. Take him if you are a chem major it will also help in the long run he is full of very informative advice.,3.8,"amazing, great people skills, clear, informative"
"I thought Yasmin was a great prof. The first day she specifically tells you the class will be boring, but it wasn\'t. She makes it interesting and has a good sense of humor. There were 5 exams total with no final and some compositions but they were all pretty easy and straightforward. If you go to class and pay attention you should get an A.",4.5,"great prof, interesting, good sense of humor, easy exams, straightforward, A grade"
No Comments,3.9,NA
No Comments,3.9,NA
This is the worst class I\'ve ever taken at Cornell. Hirschl hates economics as a science(and consequently economics majors like myself) and is the most boring lecturer ever. Even the books he chose were biased. (Perrucci and Wysong thought D.A.R.E was a conspiracy to distract the masses from social inequality) I got an A+ but didn\'t learn much.,3.0,"worst class, hates economics, boring lecturer, biased books, conspiracy theory, didn't learn much"
"The lectures were hard to follow but he is a great guy and knows his stuff. Don\' have to worry about getting the paper in on the due date, just get it in. He understands the meaning of GRACE. Thank you Jon!",4.0,"hardworking, knowledgeable, understanding, gracious"
"Grades kinda hard, but if you put in the work you can do well. Very nice guy, but I might consider other professors for a history class.",3.2,"hard grades, nice, consider other professors, history class"
"I\'ll take two posts to describe this guy: he\'s got nothing but rocks on the brain, that\'s for sure. Designs some ridiculous course with no structure and throws out some ridiculous haphazard notes package for you to try and follow through. Not at all helpful, in class or in lab (labs, by the way, are weekday nights from 5pm - 8pm, what a joke)...",2.3,"disorganized, unhelpful, ridiculous, haphazard, joke"
"this is my 3rd semester with mr. jones, and the reason for that is because he is a wonderful teacher! really nice, knows his stuff, very smart. i learned alot about theory too, teaches what should be taught. encourages everyone to play. inspired me to keep on learning. very fun class. if you want to learn, take this class, worth it!!!",4.8,"wonderful, nice, knowledgeable, smart, learned a lot, theory, encourages, inspired, fun, worth it"
"GREAT!!!. Excellent pictures, Good use of pointers(lazers), Always willing to answer questions,He says no to copy his note off the board, **whisper** ""Copy everything, is helpful with assignments and keep you paying attention"". The midterm and finals were fair.. you don\'t study then you fail. Great first year proff",3.4,"great, excellent, good, willing, helpful, fair, attentive, first year prof"
"She grades on the Final, Midterm, 1 short paper, 1 5 min speech, and attendance. The paper & speech are easy but the tests are tough. She gives study guides but they cover a lot of material. Answers Emails very quickly.",4.1,"strict, organized, responsive, challenging, helpful"
Okay so i am going to start with the good things because this professor isn\'t a terrible person just really tough. She stops for questions students have. Her grading is really tough though. On tests she deducts many points for small mistakes even for handwriting. If math isn\'t your thing its going to be tough. Homework is worth almost nothing.,2.4,"tough, stops for questions, grading strict, deducts points for small mistakes, tough on handwriting, homework worth almost nothing"
"If you know a little hebrew than you wont have a problam. If you dont know anything its not terribly hard, but youll have to work. Overall he is a very nice guy. You have no choice if you take hebrew because hes the only teacher (which is not such a bad thing)",4.2,"friendly, knowledgeable, helpful"
"This teacher is HARD!! he try\'s to trick you on tests, there is A LOT of outside homework. I wound not take this class. He makes students feel dumb for asking questions, and there is a pretty big paper you have to do.",2.4,"strict, challenging, unapproachable, overwhelming, discouraging, demanding"
"This is the WORST class I have ever had in my life! Made me cry, never want to return to school, etc.! If you feel like wanting to hang yourself by the middle of the year then by all means, sign up for this course!",2.5,"WORST, cry, hang yourself, sign up for this course"
"His lecture\'s aren\'t terrible so long as someone answers his open ended questions, he\'ll just stand there until someone does. He\'s helpful if you have questions but he\'s a bit odd. The grading isn\'t bad but the Journal Questions really add up so stay on top of the assignments.",3.1,"helpful, odd, grading, Journal Questions, assignments"
The tests are pretty much impossible but he wants to see everyone do well in his class so he gives you lots of easy grade opprotunities... so don\'t waste them,4.7,"strict, caring, supportive, challenging, generous"
"Great prof. Very hard, but definitly makes the material seem more interesting",4.7,"Great, hard, interesting"
"2 essays, midterm and final. Nice guy and goes over material well, but marks papers and midterm based more on grammar and writing style than actual content. Very high expectations for a first year class.",4.4,"Nice guy, goes over material well, high expectations, grammar focused, writing style focused"
"Worst prof I have had in my 5 years in college. He is hateful, mean & rude. It is apparent that he is a man who is unhappy in his life & will take his power of being a professor & use it against his students. He tries to make things as hard as he can. Took him online, only allowed 48-60 seconds per question on tests. Don\xe2\x80\x99t take him!",2.3,"hateful, mean, rude, unhappy, power, professor, hard, tests, online"
"His class is how any college course should be. He is very passionate about his subject and demonstrates so much knowledge. The point of the class is to understand our government and as long as you show up, review your notes, and prepare for class, you will succeed in that and it will be interesting. Don\'t expect an easy class; this is college.",4.7,"passionate, knowledgeable, engaging, challenging"
"BG I owned you!!! If you do not like this class you are not an academic, drop out now! I have never laughed so much in a class in my life, he\'s so funny. Oh yeah, no matter what BG says the Temple was destroyed in 70 CE... NO other historian will give a different date.",3.0,"funny, knowledgeable, engaging"
shes a pretty good teacher. a little boring but easy and she tries so hard to be funny...,2.2,"#good teacher, #boring, #easy, #tries hard to be funny"
"Great professor, would highly recommend him.",4.6,"Great, recommend"
"It\'s like he jumped out of a cartoon. He\'s great, makes class fun.",5.0,"fun, great"
"Don\'t take symmetry. Most pointless and confusing class I\'ve ever taken. She\'s not a bad professor but the subject is just very confusing and abstract. It was a very awkward class. She will assign homework that doesn\'t make any sense, mainly because the textbook makes no sense. I would not recommend anyone taking this class.",2.5,"confusing, abstract, awkward, pointless, not recommended"
"Whe it comes to teaching the students, she is all over the place. If you are a beginner, You have to rely solely on the textbook. Not helpfull whatsoever and she seems like she doesn\'t come prepare to class. She is very forgetful and if you try to follow, you\'ll relize that you are being misguided unless you catch it or someone else in class does.",1.9,"disorganized, unprepared, forgetful, misguided"
"Absolutely do not take unless you know everything about Trig BEFORE entering this class! Goes over the most basic examples and expects you to automatically know how to do the more advanced problems. When I said I didn\'t remember anything from College Algebra, his answer was, ""Not my problem."" AVOID!!!",4.1,"unhelpful, unaccommodating, avoid"
"definately not easy, and not in the least interested in being your friend- but if you\'re interested in urban sociology or development you MUST take his courses- freaking brilliant. just don\'t screw around in class. plus i like his guatelmala stories.",2.3,"brilliant, strict, knowledgeable, engaging"
"I think Bob Vandergrift is good guy. His lectures went off track quite a bit. He is unclear at times, and is extremely mean if you are late to class even on minute, you might as well not even come if your 1 min late. He enjoys what he teaches but I recommend going to another instructor..",2.8,"good guy, off track, unclear, mean, punctuality issues, enjoys teaching, recommend another instructor"
Dwayne is an awesome Project Instructor. He takes care of the the project team in order to ensure that both the client and the team\'s needs are met without being intrusive. He allows PMs to take the lead in managing the project but is always available for support. You should be so lucky to attend his class.,3.3,"awesome, caring, supportive, lucky"
"Great Professor! His class isn\'t easy, but you learn a bunch. (which is the why you pay to go to school right?) Really helpful when you ask him questions in and out of class. Has a great sense of humor! Definitely would recommend!",2.7,"Great Professor, challenging, knowledgeable, helpful, sense of humor, recommend"
"Rarely prepared for class, has an extreme bias, and his lectures are hell to muddle through. I\'d suggest against his classes.",2.6,"unprepared, biased, difficult lectures, not recommended"
"The material is interesting, the text is short and the prof is a hottie :)",3.9,"interesting, short, hottie"
people that dont like Lecker do not apply themselves in class. He is BEYOND helpful - always encourages students to see him in office hours. He encourages participation which makes the class more interesting. Take a class with him. Great prof.,2.7,"helpful, encourages, participation, interesting, great prof"
"Tests are pretty much identical to practice tests. He is somewhat forgetful and sometimes talks about off topic things for the whole class. Overall, I enjoyed his classes and would def. take him again.",3.2,"- forgetful, off-topic, enjoyable, would take again"
"He is one of the worst prof. at UCI!! He speeds thru lecture notes and doesnt explain anything, the book was the only thing that helped me pass the class, it is pointless to go to lecture because he goes so fast you wont be able to write anything. I did not like him at all. Try to avoid taking this class. It takes alot of time and energy.",3.1,"worst, speeds thru lecture notes, doesnt explain, pointless, fast, avoid, alot of time and energy"
"the first thing is that she talk 2 fast in lecture, trying 2 rush, no help, must write almost endless cycle of lab report, do not say anything and expect u 2 no. u can try to kiss her butt but i wouldnt. when u look confused during lecture, dont ask, she gonna say""what does it look like to u"", if i had known better, i would drop the class 1st week.",2.0,"fast-talker, rushed, unhelpful, endless lab reports, uncommunicative, unapproachable, unresponsive, discouraging"
"Taking 312 with Ramin really kindled my interest in CS. He\'s a dynamic and lucid lecturer, with a flair for the material. His exams were engaging, the homework was interesting and manageable. I hear good things about machine vision, but can\'t comment from personal experience.",3.5,"dynamic, lucid, engaging, interesting, manageable, flair"
"This class is not easy at all but not because of her. No matter what professor you have its hard. Youre going to have to do more work than youre used to but shes nice, and she has plenty of office hours for extra help. She will reexplain if you need during class. Study for 15 min everyday and you can\'t fail. This is coming from someone who got a C",2.2,"hardworking, helpful, approachable, dedicated"
"This lady has a huge ego problem. She doesnt respond to emails when you have a question, and when she does get around to them, she treats you as if you are an idiot. I have never been treated so poorly by a teacher in my life. Honestly, don\'t take this class, because if you get on her bad side, she will be bias. Worst professor at NCC period.......",3.6,"ego problem, doesn't respond to emails, treats students poorly, bias, worst professor"
Best writing instructor I have ever had!!! His conferences will help your writing skill improve drastically.,4.9,"Best writing instructor, conferences, improve drastically"
No Comments,2.5,NA
"Ovadia is a great professor and definately the one to take for theory. Obviously the class is really hard, but he does a great job of explaining all of the theories and theorists. There are a couple of papers, but they aren\'t too hard and he\'s not too hard of a grader. Great teacher!",4.0,"great professor, theory, hard class, explaining theories well, theorists, papers, fair grader, great teacher"
pretty easy class. she is very nice.,4.4,"easy, nice"
"Im not going to lie his tests werent easy, but if you went to class and took decent notes you should get a pretty good grade. The curve didnt help me much because I did good on the tests but if you do bad its a great help. I recommend him",4.1,"challenging, helpful, recommend"
"She\'s amazing! I took an express 3 week course for M2 that I was nervous about since math isn\'t one of my strong suites. But prof Yarmish goes slow and makes everything crystal clear. Very patient and she truly wants all her students not just to pass, but to understand the material for future math courses you may need to take.",3.5,"amazing, patient, clear, understanding, dedicated"
No Comments,4.5,NA
"Dr. Dunn is a great person and teacher, but her class is not an easy A. DO YOUR HOMEWORK and DON\'T GET BEHND. You must study, study, study (and not at the last minute.) She is willing to help anyone who\'s willing to help themselves.",3.7,"great person, teacher, not easy A, study, study, study, willing to help"
"incredibly knowledgeable, this man really makes you learn. Exposed me to a side of the world and another way of life all in one class. Very helpful outside of courses, he even helped me with projects for other classes. Though there\'s no assigned readings and not as much material as I might\'ve wished gets covered,I still reccomend taking his class.",2.3,"knowledgeable, makes you learn, helpful, exposed to new perspectives, recommended"
"I took his class for an easy A. I have a background in Finance as my family has been in different financial and investment fields for decades. It was an easy class.. if you agree with him. As a licsenced broker with 3 years of experience, I disagreed with some of the things he said. It wasn\'t a boring class, though.",3.0,"easy A, background in Finance, family experience, licensed broker, disagreed, not boring"
"Would not recommend anyone to take his online course. According to Hassan, ""As far as I know, this course has never Audio or Vedio lectures because they are not developed by the departmentschool. So, we have to read the text book and then post any questions on any concept or methods here,and I will address it."" TA worked pretty hard.",2.6,"- Would not recommend
- Online course
- No audio or video lectures
- Read textbook
- Post questions
- TA worked hard"
"All you haters must have been morons! Rogers is the best science dept. teacher there is! I enjoyed coming to class and learning, the enviornment is laid back and everyone is friendly, and participates along with the teacher! I learned the most from this class, don\'t believe the negative comments!",2.7,"friendly, laid back, best, enjoyed, learned most"
"I am frequently made to feel stupid when I do not understand a concept or don\'t know the answer, but she never attempts to explain it or help me in any way. I had mono for a month and a half this semester and still managed to only miss her class twice. She was not at ALL understanding.",2.9,"unhelpful, unsympathetic, unapproachable"
"If the tests weren\'t do so detailed, I would consider this class interesting and recommend it to others. The tests are very doable, but just know, a lot of questions involve subtle details, which can be easily forgotten. Getting a good grade is definitely possible, but just remember the tests are more annoying than they have to be.",4.1,"detailed, interesting, recommend, doable, subtle details, forgotten, annoying"
"Mikey is the MAN!! Not only is he funny and insightful, he has a sincere love of the written word and a commitment to his students. He sees the indefinite possibilities of each student. He\'s an amazing teacher and a wonderful person.",4.9,"funny, insightful, love of written word, commitment, sees possibilities, amazing teacher, wonderful person"
"He is a little rude when he talk. he is not organized, it seems like he never prepare for class. he just comes in and talk from his experiences. after this finance class I still don\'t understand stock market. he only answers question but how do i ask question when i haven\'t learned anything. i guess the class is for whoever already know.",3.9,"rude, disorganized, unprepared, unclear, unhelpful, advanced"
"Great teacher! Very nice and helpful, all you have to do is follow the syllabus and study the rocks and you should do great in his class!",4.5,"Great teacher, nice, helpful, follows syllabus, rocks, great class"
"And WHP 311! He is a great professor, very passionate and I highly respect him as a person. He is concerned that you do well and expects you to take an active part in the classes and in your education. He has a sweet accent and has many life stories that add to his classes!! Not a blow off by any means, but hes a GREAT GREAT PROFESSOR!",4.4,"passionate, respectful, concerned, active, sweet accent, life stories, great professor"
Craig is an awesome teacher! You can really tell he is passionate about what he teaches. Also the class is a bit hard (10+ exams) but there is so much extra credit you can still pass with a good grade. You also do go outside a lot but it\'s a lot of fun! This was my Favorite class & professor and I wish I could take it again.,3.9,"passionate, awesome, hard-working, fun"
"Not a very friendly professor, but his class is extremely easy. It\'s hard to stay awake during the lectures, but take his class for an easy A!",4.2,"unfriendly, easy, hard to stay awake, easy A"
AWESOME PROFESSOR!!!!!!! you will learn in this class and you well love his class. midterms and finals are take homes,4.4,"AWESOME PROFESSOR, learn, love, take homes"
"Nice guy but a tough teacher. All classes are straight lecture so be ready to take notes. For tests he gives you 40 terms and 5 essays, he picks a portion of them on test day. I had to work hard for a 3.3 and I have a solid background in APUSH. take it only if you\'re very serious. Even then, take with caution.",3.2,"tough, lecture-based, notes-heavy, challenging, serious, caution"
"Read, do the homework, show up for lecture/lab, don\'t miss, & ask questions. Make flashcards, you will need them! Make sure your math skills are at a College Algebra or higher level. Also, beware of spelling errors. He will count you off even though you\'ll notice he misspells and places commas incorrectly. He\'s a great teacher though. : )",4.2,"knowledgeable, attentive, detail-oriented, effective"
She is absolutely the best math teacher i\'ve ever had. I have always struggled with math. And with her help i passed the class.,4.7,"best, helpful, passed"
"He was a great professor. He definitely knows what he\'s doing. Like everyone else says, he can be harsh but its definitely well deserved. If you do what you\'re supposed to and just make an attempt to participate you\'ll find that you have no problems with him. Overall, his class is extremely amusing and he may just be my favorite professor.",3.3,"great, knowledgeable, harsh, fair, amusing, favorite"
"Gillies is just a bad teacher. Plain and simple just bad! Horrible, I was SOOOO unmotivated by his teachings, I was just at a loss. One of my first college classes, and I wanted to quit college, because of how bad of a teacher he is. Like if your a strong math or science student I think youll do fine, he just created way to much anxity for me!!",3.2,"bad, horrible, unmotivated, loss, quit, bad teacher, anxiety"
Great Instructor. RECOMMENDED,2.8,"Great, Instructor, Recommended"
"Old fashioned. Nothing visual all term. Confusing, circuitous lectures. Class was a killer...stay away.",3.2,"Old fashioned, confusing, circuitous, killer, NA"
No Comments,4.6,NA
"he is an amazing teacher. i always struggled with math and thought i hated it...he makes me excited about math and it is now my favorite subject! he is one of those teachers you want to stay connected with, THE BEST",5.0,"amazing, excited, favorite, best"
"Unpleasant. She took her bad days out on us. Maybe its a bad relationship or she is just an unhappy person. Check with the department for what ""staff"" means just in case you get stuck with her.",4.1,"unpleasant, bad days, unhappy, NA"
worst teacher ever. does not know how to teach to the students. degrades student .. and tell student they will make it towards their proffesion. she knows a lot just dont know how to teach for anything. serious power trip and her best friend is the the book .. shes terrible ..,1.4,"worst teacher, degrades students, power trip, terrible"
"agree, has expectations of advanced painting for beginners class. doesn\'t like things painted in pastels. Likes a specific style of painting. if you arent satisfied with a grade he gives you a chance to improve your painting, thats nice.",3.6,"strict, specific, advanced, supportive"
"She was somewhat intimidating. She threw a girl out of class for having a tiny notebook on her desk,which wasnt her math notebook. She yelled at another student for trying to follow along and looking in his math book. She is hard to follow along. Would not recommend her.",2.9,"intimidating, strict, unapproachable, not recommended"
Get outta the sixties you freak!,3.5,NA
"Easy professor, will be boring though. does not take role after first week. goes over every question in lecture. or you can just read the book and skip. is very nice and super helpful with any questions. one of asu\'s best professors.",4.2,"Easy, boring, does not take role, goes over every question, nice, super helpful, best professor."
"Quizzes every Friday, based on solely what was gone over in class, and then a midterm and final. As long as you pay attention in class, participate a little, and do well on the quizzes and tests, you\'re good. He\'s a good professor and makes sure to go over concepts a lot and see everyone understands.",3.5,"good professor, quizzes, tests, concepts, understands, attentive, participative"
"She is brutally honest when it comes to critiquing work so at first I was afraid she would be a hard grader. I found her critiques to be helpful and her grading fair and even a little generous. She is opinionated, but tolerant of others\' opinions. If you prefer the standard lecture class, she\'s not the professor for you.",4.7,"brutally honest, hard grader, helpful critiques, fair grading, generous grading, opinionated, tolerant, non-standard lecture"
"Great professor Funny Had a few response papers due - tough grader, but great feedback Very laid back class HIGHLY recommended",5.0,"Great, Funny, Tough grader, Great feedback, Laid back, Highly recommended"
"He was an absolute godsend. I took this class with 3 different professors, and he explained better, taught better, and kept the pressure off better than I thought was possible. There\'s a good reason his classes fill up fast!",4.1,"knowledgeable, excellent communicator, supportive"
"Had a blast in his course! The course was well structured. He was passionate about teaching, and cared a lot about the students. Unfortunatly, this was his last year at UW!!!",4.5,"passionate, well structured, caring"
Super great class!,3.9,"great, class"
Dr. NoJo is a genius who allows you to discover an incredible amount about yourself and the art of acting.,3.8,"genius, discover, incredible, art of acting"
He is a pompous A***ole. He is VERY RUDE! Try to avoid taking him if you can!,3.0,"rude, pompous"
"He says that he\'s available to talk about assignments and loves to see what students have come up with, but every time I talked to him he just grimaced and gave one-word answers. Not helpful in the slightest. Also, expect to lose credit on fully functional programs because they don\'t meet specific criteria that he doesn\'t share with the class.",2.9,"unhelpful, unapproachable, lacks communication skills, unclear expectations, strict"
No Comments,3.3,NA
"Julia is the hottest teacher I\'ve ever had. That smile, those eyes and . . . .",4.5,"hottest, smile, eyes"
"Extremely helpful professor if you are interested enough. She gives a lot of homework, attendance is mandatory, no lateness. Work hard and you will get everything you need for you to go further. I would recommend her to every non-native student in order to have a good start in your academic career",3.7,"helpful, hardworking, recommended, strict, mandatory"
No Comments,4.3,NA
Extremely careless about classes. Lecture notes are updated 1 month later (Those for the finals haven\'t been updated yet).,3.5,"careless, not updated, finals NA"
"Dr. Saffran is an excellent choice for Biochem2. The class is either filled with seniors or graduate students so you\'re not competing with freshmen anymore. Her tests are tough, but fair(NOT LIKE KUMAR!!!) and expect the occasional trick question. She adjusts the grade by a few points based on how well the class is doing. STRAIGHTFORWARD!",4.3,"excellent, tough, fair, occasional trick question, adjusts grade, straightforward"
"I toke her class online. Most of the material I learned was from the text book. Be sure to underline important sentences and paragraphs. You will also need to write a lot, at least 2 1/2 to 5 or 6 pages per each essay assignment. There are two essay assighnments due each week. Follow my guideline and you will get an A in the class, just like I did.",1.5,"online class, textbook dependent, emphasizes writing, specific guidelines, high expectations, A achievable"
Very good teacher. Very clear and precise at explaining everything. Be sure to take excellent notes because the whole test is from them. I recommend purchasing a tape recorder! Weighs heavily on plants since he is a botanist. Doesn\'t do much animals.,3.9,"clear, precise, excellent notes, tape recorder, botanist"
I think that Madison is a very neat teacher.I also think that her teacher style is very original. The most intresting thing that I notice about her style of teaching is when she\'s making a point. I never get lost because she stays writing on the board.,3.9,"neat, original, interesting, clear"
Best professor ever!! Made class interesting and really enjoys teaching.,4.2,"Best professor, interesting, enjoys teaching"
"She is one of my favorite professors ever. She\'s hilarious, honest, fun and intelligent. She loves to teach and wants her students to succeed. If you do the reading and answer the exam questions beforehand, you\'ll do great. I highly recommend taking her before you graduate from OU. Oh, and her class gets easier as the semester progresses. awesome.",4.7,"favorite, hilarious, honest, fun, intelligent, loves to teach, wants students to succeed, highly recommend, class gets easier, awesome"
"Absolutely terrible prof. Hardest marker ever and not fair at all. Watch out for definitions. You need to put down exactly what she says in class to score marks, and if you spell something wrong, your whole definition will be wrong.",3.8,"terrible, hardest marker, not fair, watch out, exactly, spell something wrong, wrong"
Worst in the chem department...avoid her class if you can.,2.5,"worst, avoid"
"this professor is seriously the most disorganized teacher at citrus. she misplaces work, doesnt respond to emails, and shows preference between students. if you are going to take her save a copy of all of your work!!!!",2.8,"disorganized, unresponsive, shows preference"
He\'s a really nice teacher. He really cares about the students.,4.6,"nice, cares about students"
"He\'s kinda cute, and funny. He tells lots of random stories and made the class really fun. If you\'re going to take this class, take it with him!",4.5,"funny, cute, random stories, fun"
