comments,star_rating,tags
"Terrible at explaining. Gets highly confused over any questions. Most disorganized teacher I\'ve ever had. Wastes most of the time in the course. Doesn\'t actually teach, just grades. Would have dropped this class after first class if I listened to my instincts. She should be fired. I love art and wanted to learn more, too bad I had to teach myself.",2.7,"Terrible, confused, disorganized, wastes time, doesn't teach, should be fired, self-taught"
"talks sooooooo much, zzzzz..where am i?, but very down to earth, fair grader if u do the work, participate in class, it REALLY REALLY helps ur grade, so do it!",3.4,"talkative, down to earth, fair grader, participative"
LOVED HIM!! He is a great teacher and is more interested in the design elements and creativity of the projects than construction. Really wants you to succeed and push your creativeness. Can\'t explain enough how much I loved him and his class.,4.3,"great teacher, interested in design elements, creativity, wants you to succeed, push creativeness, loved him, loved class"
"In summer 2012, I took NIU\'s environmental field geology course. Not having gone to NIU before, I found the teaching style here dynamic and very hands on. Melissa is an excellent instructor and is very knowledgeable in her field. I recommend her field camp to any environmental science majors from any university.",3.7,"dynamic, hands on, excellent instructor, knowledgeable"
"Sometimes interesting lecturer, but terribly scattered and disorganized. He canceled many classes with no warning and no substitute. Pretty easy grade if you half pay attention. Not recommended.",4.1,"disorganized, scattered, canceled classes without warning, easy grading"
Amazing teacher! I would definetly take him again. He\'s lectures are easy to follow and it\'s never boring.,3.6,"Amazing, teacher, easy to follow, never boring"
"HES THE BEST TEACHER IVE EVER HAD, HOT TOO!!",4.6,"best teacher, hot"
Took him for Con Law. Highly recommend the course. His exams are tricky so be careful. Recommend reading Chemerinsky\'s Treatise along with class readings. If you are interested in judicial history he has some great stories. Oh! And check out his wine blog!,3.3,"knowledgeable, challenging, recommend, tricky, interesting, great stories, wine blog"
So awesome!,4.8,awesome
"By far the worst teacher I have ever had. He is probably one of the most brilliant at Wayne State, but does not know how to teach by any means. He spends whole entire classes doing proofs and does not even teach on what we actually need to know for his impossible tests. I will say he is helpful during his office hours. I recommend him to no one.",3.0,"worst, brilliant, does not know how to teach, spends whole classes doing proofs, does not teach what we need to know, impossible tests, helpful during office hours, not recommended"
This professor is TOUGH. This is no easy ride and you should be thankful for that. You go to school to LEARN and not to just receive a degree. We pay more for our degrees than Rutgers students so we should expect to work for it. You work for it in this class. Love this professor.,3.0,"TOUGH, LEARN, WORK, Love"
She\'s really confusing at times so try to pay attention she is VERY serious about only talking in spanish from the minute you walk in the door. You have chapter tests and have lots of Temas every week. Having the text book is a MUST. You spend most of class talking to other people over microphones in spanish so if you aren\'t social good luck,3.1,"confusing, serious, spanish only, chapter tests, lots of Temas, text book required, social"
"I did not understand her grading. Her lectures were poor, so you learned nothing other than what\'s due. A few office hours, so pray god to catch her. Almost no extra credit till there was 6 left from 25; most of us are still failing. Good person, though. No teaching other than her leadership stuff; you have to learn from Cengage and Leaders\' book.",3.0,"poor lectures, unclear grading, limited office hours, lack of extra credit, failing students, good person, leadership focus, reliance on external resources"
"this rating serves to confirm the evaluations of others. it doesnt matter how well you\'ve done in other classes, how high your gpa is, or how much research you\'ve done before. THIS CLASS WILL BE USELESS and ANNOYING. Don\'t take it. Wait another semester and take it with someone else. She is the worst professor I have ever had.",2.3,"useless, annoying, worst professor"
"Frishkoff is one of the biggest ****s I\'ve met in my entirety, seriously, didn\'t make the class fun, interesting, or anything worth coming to. The worst teacher at the University of Oregon",1.9,"rude, uninteresting, worst"
"Excellent teacher in online courses. As long as you asked questions, she would help you out. I made an A after being out of Math for 10 years. I strongly recommend her if Math is not a good subject for you.",3.4,"Excellent, helpful, recommend"
Bill not only will teach you things that are required for the class but he will offer advice and suggestions to all that seek it.,4.1,"knowledgeable, helpful, supportive"
You have to play up to Greta if you want to get to teach 99. Then you have to take this course which the course was a waste of time.,3.2,"demanding, unhelpful, waste of time"
"Quite possibly the worst class I\'ve ever taken. His tests do not cover the material presented in lecture, he doesn\'t like athletes, and is unconcerned with 18 out of 21 people failing.",3.2,"worst class, tests not cover material, doesn't like athletes, unconcerned with failing students"
"This professor was a little degrading to his students, but none-the-less he was very knowledgable about the subject. There was hardly any homework, and the tests were manageable as long as you attended lecture. Labs let out early often, so over-all I would say he was a decent professor if you need to get this class out of the way.",4.1,"degrading, knowledgeable, manageable, decent"
Talks about her sexual actions and sex WAY too much.,4.1,NA
"I took his EH101 class and he is very clear and concise as to what he wants your essay to be constructed as. He is very helpful, and although his teaching can get extremely boring, it is helpful when you sit down and write your essay. My writing has improved by taking his class.",3.3,"clear, concise, helpful, boring, improved"
"wow. this class was challenging and redirected my focus on the future. and the briefs we prepared were key in learning how to communicate the essentials of a msg concisely. wtg, boggs!",3.8,"challenging, future-focused, key, concise communication, well done"
The worst teacher ever! Lots of homework! Test are hard. Does grade on curve because everyone fails,1.4,"worst, lots of homework, hard tests, grades on curve, fails"
"Cynthia will see you for what you are. Don\'t take her classes if they\'re a check in the box for your degree program. But if you\'re passionate, and actually care about the subject matter, Cynthia is an incredible leader help you realize your goals. She WILL let you know if you aren\'t cut out for the field. Which is a much needed trait in a teacher",4.0,"passionate, caring, incredible leader, honest, straightforward"
"One of the best professors at Atkinson. This guy really cares about his students, is always nice and polite, is helpful and fair with marks if you can make a good case. I\'m not sure who wrote the part about his English, but they got it all wrong, his English is very good. He is one of the few good prof\'s in Atkinson Business courses.",2.6,"caring, polite, helpful, fair, good English, one of the best"
TEACH VERY WELL,4.6,teach well
He is a horrible teacher,3.3,"horrible, teacher"
no text book needed. so you save $ whoo the only way to get a bad grade in this class is to not do work if you do the papers you get an A,4.5,NA
"was one of my friendliest teachers, and I learned a lot",3.8,"friendly, learned"
Great teacher.,4.4,"Great, teacher"
Camilo is the man. If you\'re serious about learning all things film this is the man to learn from. He will be tough on you and he\'s very straightforward but it is for your own good. If you don\'t enjoy and take something from his classes then you are in the wrong field.,3.5,"tough, straightforward, knowledgeable, passionate"
Fabulous professor. I highly recommend her! She is the best!,4.7,"Fabulous, highly recommend, best"
"Doc is a fantastic professor. It\'s obvious how much he loves jazz. He plays favorites for sure, but if you prove yourself to him as a musician, he\'ll have more faith in you.",3.6,"fantastic, loves jazz, plays favorites, faith in students"
Great prof. Amazing talent for teaching. Unreal enthusiasm. And super easy grader!,4.0,"Great, Amazing talent, Unreal enthusiasm, Easy grader"
This teacher is smart and fun if a bit wacky. He\'ll keep you guessing which will keep you interested - something good for a subject that can be a bit dull. He encourages discussion and seems to actually care what his students have to say. Though you\'ll get off track a lot there will be a point somewhere - he\'s not just rambling about himself.,4.8,"smart, fun, wacky, interesting, encourages discussion, caring"
"Class is very easy, just show up and do the reading. Dr. Cross is not so fun though, I don\'t think she ever learned how to smile",2.1,"easy, not fun, not smile"
"I don\'t know if he just hated me, but he destroyed my homework grade and hit a huge dent into my GPA. He docks HUGE points for simple mistakes, even if you arrive to the correct answer, so watch yourself.",4.2,"strict, harsh, unforgiving, detrimental"
"Prof. Walker is the best professor I\'ve had here at IU. He\'s always willing to help you understand the material, and is committed to student success. Grades tests and returns them within 24 hours. While this class requires good calculus knowledge, he makes all the calculus applications super accessible. I would love to take this course again!",3.9,"helpful, committed, accessible, knowledgeable, efficient"
No Comments,5.0,NA
"Drop the ""f bomb"" a lot. Unprofessional, disrespectful, immature,,, and yes I am speaking of the teacher. Got a B in the class, but teacher pretty much blows.",2.0,"unprofessional, disrespectful, immature, blows"
STAY AWAY!!! VERY BORING,3.8,"boring, stay away"
"He is a hard teacher,very dry and boring, but I made an, ""A"" and I am no bookworm. A lot of people give him a bad review becuase he is not and easy pass. Do the work required and you will do well he gives you studyguides. This is college, not kindergarden, it\'s not supposed to be easy.",3.7,"hard, dry, boring, not easy pass, studyguides, college"
Wonderful teacher! Def the best at Vol State. Very helpful and amazingly nice to everyone,4.4,"Wonderful, best, helpful, amazingly nice"
"Very good prof, great notes, but tests are not so easy. Very helpful at any time",3.8,"professor, great notes, helpful"
Rudi is a great teacher! He knows what he is talking about and he is pretty amusing to listen to. I have taken 2 classes from him and have done very well. I recommend him to anyone wanting to take a geography class.,2.8,"knowledgeable, engaging, amusing, recommend"
No Comments,3.5,NA
Avoid his class at any cost. He failed half of the class. Lectures are sleep provoking. Exams are tough. He doesn\'t care about his students. He assumes everybody has excellent knowledge in the subject. JUST DONT TAKE HIS CLASS.,2.8,"strict, unhelpful, tough, uncaring, boring"
Dr. Jackson is a very good professor. I had to take her class because it was required. Her quizzes are fairly easy if you read before each class. She is a tough grader when it comes to essays.,4.4,"good professor, required class, easy quizzes, tough grader"
"I took his class in 6 weeks and got an A! His class is easy and he is a really nice prof! I would take his class again just for fun. I had two tests and 1 final- T/F are tricky, essay is easy, and fill in blanks are easy. One of the easiest class I have taken at PCC. Only thing i didn\'t like was the boring videos we watched in class. Take him!!!",4.4,"easy, nice, fun, tricky, easy, easy, easiest, boring"
"Do not take this class. It was more like a boring theo class than English. I felt unprepared bcause I didn\'t have the Bible memorized. He also told us there wouldn\'t be a final, and there was, plus a term paper. I went to him for help once, and he was very unhelpful and told me I was bad at his class English because I was in the MSB. AVOID!!",1.8,"boring, unprepared, unhelpful, critical, avoid"
"Hes opinionated and a bit biased, but hes got a good sense of humor and is fun to talk to, if he can hear you. He wont bust any chops for stupidity, so avoid him during the summer semester. Good man though and will listen. Its a relaxing class (nice if you\'re taking 12 units).",2.4,"opinionated, biased, good sense of humor, fun to talk to, won't bust chops, relaxing, good listener"
"I really enjoyed Dr. Richard\'s class. She has amazing lectures that are based on her life experience and she is hilarious! But beware, don\'t miss her class or your grade will go down, she takes attendance every day and will notice if you are absent. Be careful and always turn in assignments on syllabus even if she does not ask for them on due date",2.5,"enjoyable, amazing lectures, hilarious, strict attendance policy, attentive to absences, strict about assignments"
SO HELPFUL. oh my goodness! He finds ways to help me in between lessons! i was struggling with my tremolos for months and he said like 1 sentence and that fixed the problem. Great teacher!,3.7,"HELPFUL, GREAT TEACHER"
"He was a good guy! I liked his structured approach to the course and got the stuff done! He was helpful, and liked to help you if you really needed it, which was greatly appreciated.",3.7,"friendly, structured, helpful, appreciated"
Best teacher i\'ve ever had in my life...Excellent energy and its not a difficult class...HIGHLY recommend--seriously-- she\'s a great professor,4.5,"Best teacher, excellent energy, not difficult class, highly recommend, great professor"
"This guy likes to get deep. Tests are open note, sometimes open book, so it is SUPER important to take notes. If you miss a day you can always get the notes off of his power points or from a fellow student. Make sure you do ALL of the assignments ON TIME. That is where most of the grade is.",4.6,"deep, open note, open book, important, notes, assignments, on time, grade"
"i loved his examples and the way he would crack himself up. this class was hard, but no b/c he is a bad teacher, but b/c the material is difficult",2.4,"funny, engaging, challenging"
Professor Hilton was wonderful. She really made her assignments clear and her papers and novels were always very interesting and fun to read.,4.5,"#wonderful, #clear, #interesting, #fun"
Worst class I ever took at NT. All he does is listen to himself talk. BORING. Will except no opinion but his own. Not a hard class just hard to stay awake. Tries to piss students off because even he gets bored with his endless slide shows. An idiot with half a brain could\'ve read the book and taught the class.,2.3,"worst, boring, no opinion, hard to stay awake, piss students off, endless slide shows, idiot, half a brain, read the book"
"I really enjoyed this class! Professor Asplin is super clear when speaking and a lot of the exams come from the power points. It is important to read the book though, because material is used from there too. Overall this class was informative and not hard!",4.5,"clear, informative, engaging"
"I liked the course more than I liked the professor. Professor Lape rarely updated announcements, gave no feedback on anything, was not professional with her email responses, she did not help me much with anything really, and she was too subjective with a lot of things. The class was pretty easy, but she barely did anything all semester!",4.5,"unprofessional, unhelpful, subjective, rarely updated, no feedback, easy class"
"Lank was the most amazing, inspiring teacher I\'ve ever had in my life. I thought this class would be boring, but it was so interesting. Lank really believes in his students, and has this tangible excitment that makes you want to better the world yourself. AMAZING prof!",3.6,"amazing, inspiring, interesting, believes in students, tangible excitement, amazing prof"
No Comments,3.9,NA
"If you enjoy participating in class you have to be thick-skinned. Pannos is a great teacher, but if you don\'t give him the exact answer he is looking for he can be really dismissive. It\'s not personal. It\'s just his manner. He is extremely knowledgeable but the only point of view that really matters is his own.",4.1,"knowledgeable, dismissive, exacting, thick-skinned"
"Easy teacher, but sometimes slow in getting grades back to you.",4.3,"Easy-going, slow-paced"
He is a brilliant teacher. Makes the class really interesting. The tests seemed easy because he tried really hard to make sure everyone was prepared and fully understood the material.,4.4,"brilliant, interesting, prepared, understanding"
Shes super sweet and wants to help but shes a bit scatterbrained. Did not let me make up a test when i missed for illness so be careful about that and make sure you talk to her when you have to miss.,3.7,"sweet, scatterbrained, careful, missed, illness, make up test, talk to her"
"Lots of reading, does give a review sheet but exams are not easy if you don\'t read the chapters..you have to spread to groups every class and discuss the readings..if you hate reading or group discussions don\'t take her class!!",3.4,"strict, challenging, interactive, group discussions"
"Dr. Woolard is a good professor,she is more than fair, she goes out of her way to help the student. She will help your GPA, I have never made less than an A in any of her classes.",4.5,"#good professor, #fair, #helpful, #high GPA, #excellent grades"
He is a lovely older man. Easy going and friendly. Teaches you as though you were an adult. Test come from the HW - directly. I recommend him for an easy and enjoyable class.,3.8,"friendly, easy-going, adult-like teaching, recommended"
She is old and talks very monotone. Not easy on the eyes at all. No peronality and she sucks. She tells u at the start that u are not going to pass. Good Luck!,3.7,"old, monotone, not easy on the eyes, no personality, sucks, discouraging"
I thought he was arrogant.,3.9,arrogant
"Not a great teacher and the accent doesn\'t help, but lets you know what to expect on exams and the final. He\'s the one to take for fluids. Attendance isn\'t mandatory, but you have to go in order to turn in HW (5% of your grade) that\'s due every lecture.",2.9,"- Not great teacher, accent, 
- lets you know what to expect on exams, final, 
- one to take for fluids, 
- Attendance isn't mandatory, 
- have to go to turn in HW, 
- HW due every"
"She bases the grade on whether she likes u or not. Her tests are VERY tricky! Shes not approachable,& makes students feel stupid. She makes her grad students grade her tests, so double check ur grade! The average grade she gives is a C, So dont expect and A. She gives back all ur tests @ the end so u go an entire semester not knowing where u stand",2.7,"strict, unapproachable, tricky, low grades, lack of feedback"
love her she is the best,4.4,"love, best"
"Great professor! Con Law is fairly muddled as it is, but she does a good job clarifying. Very helpful during office hours. Doesn\'t really call on students, but likes students who participate so volunteer! Con Law II was even better than Con Law I so stick with her. Very nice prof.",3.8,"Great professor, helpful, clarifying, very nice."
"Comes prepared. Mixes up teaching methods between videos, fun exercises, and \'get to know me\' exercises. Very patient. The only bad grades I know he gave out were for people who skipped class. Tests are a bit tricky; need to study well.",3.0,"prepared, patient, engaging, strict"
"Makes it easy to understand the systems behind the grammar. Could do more work with vocabulary, but that\'s something you can get at home. Has a wonderful German accent that makes her kinda hot.",3.3,"easy to understand, systems behind grammar, vocabulary, wonderful German accent, hot"
"I don\'t think she was gender-discriminate, but rather had favorites. Class was fine, though she was extremely critical. Best advice--take her lower levels first to get some favoritism before this class. Otherwise, its an uphill battle from the start.",4.5,"critical, favorites, favoritism"
"class is hard, but he teaches valuable info, worked hard to get a B but feel better about my writing skills",3.1,"hardworking, valuable info, improved writing skills"
"I personally cannot stand Peters. I had him for 5 classes because of my minor. He is very intelligent, and knows his stuff, however his grading standards are ridiculous and as a person he\'s a little arrogant.",3.8,"arrogant, intelligent, grading standards, ridiculous"
She is fabulous. Her expertise in Healthcare is displayed in this course. She is a very intelligent woman who is a delight to have for class. She is wonderful to talk to in and out of class. I love her. Take her for anything you can. Highly recommended.,3.5,"fabulous, expertise, intelligent, delightful, wonderful, highly recommended"
Absolutely horrible!! She doesn\'t know how to teach. She teaches word for word out of the book and when you ask a question she won\'t answer it. Avoid this professor if at all possible. If she doesn\'t want to answer your question she will yell at you and kick you out. Totally pointless to even show up for class. I can teach better than she can!!!!!,1.3,"horrible, doesn't know how to teach, word for word, won't answer questions, yells, kicks out, pointless, can teach better"
DR. Keehn is one of the best UTSA has to offer! She is passionate about educating children and creative in her methods. You will learn more than you can imagine. Be prepared to work hard and stay organized. (Just don\'t be late for class.),4.5,"passionate, creative, organized, hardworking"
Very hard to understand and not very clear on anything she presents.,1.5,"difficult, unclear"
"WORSTTTTTT PROF EVERR! A WASTE OF TIME. he cant spell,and he is hard to understand. He is not very open minded about other people\'s writing. He expects you to write just like him. All he do is go on you tube and watch videos and he Grades Hard!",2.9,"worst, waste of time, cant spell, hard to understand, not open minded, expects you to write like him, grades hard"
Legend,3.8,Legend
"let me just say, i took his class last semester, not only was it one of the worst experiences of my life, but even now, one semester later, i still run and hide when i see him on campus. please don\'t waste your time or your sanity.",1.8,"worst, waste of time, hide, sanity"
No Comments,3.7,NA
"He\'s a really nice teacher. He gives a lot of examples during lecture, which helps your understanding a lot. Homework, quizzes, and exams are easy.",4.0,"nice, helpful, easy"
"Talks about interesting issues, even though don\'t always have anything to do with the tests, but you actually learn from the discussions, and the tests are very easy.",4.4,"interesting, discussions, learn, easy"
I hated her. She tells you at the beginning of the semester that you dont need to take the final if you have an A (or a B - I dont remember) Well I had whatever she asked for & she made me take the final anyway. She gives feminists a bad name. JERK!,3.7,"hated, tells, final, feminists, bad name, jerk"
"I am taking the final for this class tomorrow but overall a good class. The lectures are long but it really clarifies the concepts. At first he was very repetitive but with more material it was very helpful. His examples are funny, and if you don\'t think he\'s funny at all then you probably have boring classmates. You have to work but it\'s worth it.",3.5,"engaging, clarifies concepts, repetitive at first, helpful, funny examples, worth it"
"She was a good english professor. There were times in her class where she loved talking about political and controversial things, which wasn\'t too relevant to english. But overall, she stayed on track. Her grading for papers is very fair and she gives great feedback on how you can improve. I would take her class again.",4.1,"good, relevant, fair, great feedback, would take again"
"Its simple, read the powerpoint lecture slides, do the SIMnet lessons, and don\'t forget your iclicker and you will get an A. Its simple. Don\'t make it hard on yourself.",4.4,"simple, straightforward, helpful, easy-going"
"This class is hard, but its a two-in-one gen-ed knockout, and the content is very stimulating. Unlike most classes, you have to actually participate to pass. Sections are easy and offer extra credit every week. Very funny dude. Not much more I can say.",4.7,"hard, stimulating, participate, easy, extra credit, funny"
"Dr. Carnes seemed a little scary at first but I learned to like her and she worked her way into becoming one of my favorite teachers at EKU! Her short report helps set the stage for the field report and both are pretty simple if you follow directions. I was able to achieve a 95% on the field report. Presentations weren\'t bad, just nerve-wracking.",3.5,"strict, supportive, favorite teacher, effective communicator, clear instructions, simple assignments, high achiever, intimidating initially"
"She\'s the best professor I\'ve had at Clark. She\'s very smart, passionate about what she teaches, and very approachable. I read other comments, and it\'s as if they had a different professor. Go figure. The one I had was absolutely wonderful.",3.2,"smart, passionate, approachable, wonderful"
No Comments,3.3,NA
Whatever you do drink an amp or something before class he is sooo boring and very repetitive and it also took us literally two classes to divide into groups but the class is fairly easy all exams are online and open book,2.2,"boring, repetitive, easy, online exams, open book"
Outstanding prof. I hate to repeat what everyone else is saying but I have to say he really does have a great teaching style and he sincerely cares about his students.,3.8,"Outstanding, great teaching style, cares about students"
"he\'s so easy study your notes n show up to class n you\'ll be just fine, will give help if you ask, labs require some extra studying but he basically tells you what will be on it",4.0,"easy, helpful, informative"
"I don\'t recommend her to anyone. She isn\'t helpful at all when you have questions. Plus, she is very hard to understand.",2.1,"unhelpful, hard to understand"
"ONE OF THE BEST PROFESSORS HERE @ BCC. Very nice man as well. He knows his stuff and makes it very interesting. He gives you pages to read(optional)but tests are MAINLY from his notes. Just Listen, Follow his Exam Guides, and Your notes and you\'ll do fine. Fair amount of Notes but as long as you have em, this class is a breeze.",4.8,"knowledgeable, engaging, helpful, organized, fair"
this teacher is very nice but she is very hard to understand the whole class felt like a huge waste of time. i can truly say i didnt learn one thing knew from her. the class really felt like she let students teach more then she did. lots of test with very little extra points. also lots of random papers online you have to do. i would never pick her,1.5,"nice, hard to understand, waste of time, didn't learn, students teach, lots of tests, little extra points, random papers, would never pick"
"I\'ve taken Irv for 240 and 420. Teaches you more than anyone needs to know. He laughs at his own jokes and is a little awkward. Learned a lot from both classes, and received a 3.7 in both.",3.2,"knowledgeable, thorough, awkward, humorous"
"This class is an absolute joke. The class material will put you to sleep and have you wondering why you are even in the class. The teacher is rude and very annoying. It is a 100 level gen ed class and she acts like it is a 500 level class or something. Way to much pointless work, way to hard of grading work and in general just an unlikeable person",4.3,"rude, annoying, unlikeable, pointless work, hard grading, NA"
I really learned American government.,4.0,NA
"Cool, interesting Professor!",4.3,"Cool, interesting"
"Ok, the tests are very difficult, in-class essay format, but overall a good class to take. I learned alot about the middle east, but Dinero def knows his stuff, so you have to do the reading. He\'s very sarcastic, but his rants about the president are pretty funny. He\'ll keep you awake in an 8am that\'s for sure.",1.6,"difficult tests, in-class essay format, good class, learned alot, knows his stuff, sarcastic, funny rants, keep you awake"
"She was an absolutely amazing professor. I really loved her. She just had so much positive energy and such a great attitude. She made me appreciate Theatre. If you have any chance to have her, do it! You won\'t regret it. Very easy and fun too, I miss her as a professor.",4.6,"amazing, loved, positive energy, great attitude, appreciate, easy, fun, miss"
